HNSC	Labels	B:MUTA:COMP:TP53::	N:GEXP::FN1:2335:	N:GEXP::TMPRSS2:7113:	N:GEXP::SPARC:6678:	B:MUTA:LOF:HIST1H3C::	N:GEXP::CLCA2:9635:	N:GEXP::FOXA1:3169:	N:GEXP::VIM:7431:	N:GEXP::UGT1A6:54578:	N:GEXP::TGFB1I1:7041:	N:GEXP::ABCC5:10057:	N:GEXP::CTHRC1:115908:	N:GEXP::NTRK2:4915:	N:GEXP::KRT14:3861:	N:GEXP::TNFAIP6:7130:	N:GEXP::SFXN3:81855:	N:GEXP::SOX2:6657:	N:METH:cg10182321:STK32B:TssU777:Shore	N:GEXP::GPX2:2877:	N:GEXP::KRT16:3868:	N:GEXP::FUT6:2528:	N:GEXP::TFAP2A:7020:	N:GEXP::SMARCD3:6604:	N:GEXP::TNFSF12:8742:	N:GEXP::ADAM12:8038:	N:GEXP::KRT13:3860:	N:GEXP::RFTN1:23180:	N:GEXP::TAGLN:6876:	N:GEXP::ANXA6:309:	N:GEXP::FLI1:2313:	N:GEXP::CCDC69:26112:	N:MIR::hsa-miR-203a:Corrected:	N:GEXP::ABCA13:154664:	N:GEXP::SLFN13:146857:	N:GEXP::ZDHHC2:51201:	N:GEXP::C3orf58:205428:	N:GEXP::TMEM116:89894:	N:GEXP::UCP2:7351:	N:GEXP::ABCA17P:650655:	N:METH:cg23706497:OTX2:TssD123:Shelf	N:METH:cg24237439:RANBP3L:TssU89:NA	N:GEXP::ZNF367:195828:	N:GEXP::SETMAR:6419:	N:GEXP::PLEKHG6:55200:	N:GEXP::COL5A2:1290:	N:GEXP::GPX8:493869:	N:MIR::hsa-miR-150-5p:Corrected:	N:GEXP::MRAP2:112609:	N:MIR::hsa-miR-20b-5p:Corrected:	N:GEXP::TENC1:23371:	N:GEXP::GPR110:266977:	N:GEXP::SYCP2:10388:	N:GEXP::NNMT:4837:	N:GEXP::TMPRSS11A:339967:	B:MUTA:COMP:NSD1::	B:MUTA:COMP:WT1::	N:GEXP::GALNT6:11226:	N:GEXP::SPTLC3:55304:	N:GEXP::ZFR2:23217:	N:GEXP::ICA1L:130026:	N:MIR::hsa-miR-193a-5p:Corrected:	N:GEXP::THY1:7070:	N:GEXP::ARHGEF33:100271715:	N:GEXP::ARHGAP26:23092:	N:GEXP::C3orf18:51161:	N:GEXP::WDR76:79968:	N:GEXP::PTH1R:5745:	N:METH:cg00211661:ARAP1:TssU215:NA	N:GEXP::CPXM1:56265:	N:GEXP::BATF:10538:	N:MIR::hsa-miR-6510-3p:Corrected:	N:GEXP::MCM5:4174:	N:GEXP::KLHL35:283212:	N:GEXP::SERPINH1:871:	N:GEXP::SGEF:26084:	N:GEXP::PKN1:5585:	N:GEXP::FLRT3:23767:	N:GEXP::TTC9:23508:	N:GEXP::FAM3B:54097:	N:GEXP::RIBC2:26150:	N:GEXP::P4HTM:54681:	N:GEXP::DOK1:1796:	N:GEXP::GEFT:115557:	B:MUTA:LOF:DNAH9::	B:MUTA:COMP:RARA::	N:GEXP::SMC1B:27127:	N:GEXP::DSG1:1828:	N:GEXP::SYTL4:94121:	N:GEXP::STAG3:10734:	N:GEXP::ACPL2:92370:	N:GEXP::ST3GAL2:6483:	N:GEXP::C22orf45:646023:	N:GEXP::MRAS:22808:	N:GEXP::LMO2:4005:	N:GEXP::GIMAP1:170575:	N:GEXP::CDSN:1041:	N:MIR::hsa-miR-34c-5p:Corrected:	N:GEXP::NRBF2:29982:	N:GEXP::TCAM1P:146771:	N:GEXP::C19orf57:79173:	N:GEXP::GCNT2:2651:	N:GEXP::ZNF541:84215:	N:GEXP::FUT3:2525:	N:METH:cg22357700:NA:NA:Island	N:GEXP::PTPN18:26469:	N:METH:cg27199872:RP11-445F12.1:TssD4602:Shore	N:METH:cg26824423:NDRG4:TssD91:Shore	N:GEXP::TCP11:6954:	N:GEXP::PRDM15:63977:	N:GEXP::MAGI2:9863:	N:GEXP::RAPGEFL1:51195:	N:GEXP::LOC254559:254559:	N:GEXP::SLC43A1:8501:	N:MIR::hsa-miR-503-5p:Corrected:	N:MIR::hsa-miR-382-5p:Corrected:	N:GEXP::PLAC8:51316:	N:GEXP::DHFR:1719:	N:METH:cg16673106:ST8SIA4:TssU100:Island	N:GEXP::RAB37:326624:	N:GEXP::DUOXA2:405753:	N:GEXP::ILDR1:286676:	N:GEXP::FAM78A:286336:	N:GEXP::GGTA1:2681:	N:GEXP::HLX:3142:	N:METH:cg04103450:NA:NA:Island	N:GEXP::SASH3:54440:	N:MIR::hsa-miR-149-3p:Corrected:	I:CNVR::PMAIP1:5366:	N:GEXP::RAB42:115273:	N:GEXP::LASS3:204219:	I:CNVR::TRIM29:23650:	I:CNVR::TIMP4:7079:	I:CNVR::RPS7P5:645884:	I:CNVR::MIR1976:100302190:	N:METH:cg24391240:CFAP53:TssU35:Island	N:METH:cg13952336:ZNF540:TssU59:Shore
TCGA-CN-6010	HNSC_3	1	29221.0	294.59	13155.0	0	8305.6	1127.1	8507.2	8278.7	418.89	11232.0	559.92	26477.0	10806.0	38.391999999999996	606.29	3846.4	0.09275800000000001	16437.0	8612.4	375.56	851.85	327.66	317.8	3364.4	20174.0	379.36	1769.5	1145.7	234.91	582.72	18799.0	835.12	158.13	2502.7	1864.9	1210.7	1115.3	8.7428	0.51153	0.051826	301.44	180.18	806.99	3491.4	351.99	828.14	489.21	11.668	832.46	168.77	52.836999999999996	645.44	234.91	0	1	1640.6	81.346	1.9006	106.05	151.69	1690.0	4.5614	747.32	37.632	214.77	8.7428	0.061219	245.94	89.32799999999999	10.747	3305.1	4.5614	5757.7	1679.8	1831.0	70.702	1150.6	225.03	11.024000000000001	380.5	234.53	198.27	0	0	0.7602	137.98	161.55	20.644000000000002	478.95	403.69	1.5205	266.08	134.94	82.486	18.625999999999998	50.358000000000004	415.85	4.9416	30.029	730.97	4.5614	518.1	0.035649	1105.0	0.0178	0.10644	0.7602	299.53	79.445	2702.3	15.965	91.609	2.4565	8.5977	142.16	378.49	0.066399	45.614	53.597	283.57	139.5	51.316	117.46	0.05014	240.24	2.1494	-1	30.79	232.63	0	-1	1	0	0.29288000000000003	0.05626799999999999
TCGA-CN-6011	HNSC_1	1	12980.0	11.350999999999999	11618.0	0	34284.0	0.5675	12970.0	0.0	498.3	809.88	245.74	33.485	400340.0	68.672	1426.2	1.1351	0.055419	36.89	255980.0	5.6754	2800.2	32.35	108.97	345.06	91.37299999999999	1136.2	1054.5	833.71	196.94	691.83	114000.0	216.23	282.07	21.566	475.6	66.969	224.75	6.2429	0.041123	0.057804999999999995	133.94	44.268	402.95	3547.1	529.51	214.53	1.1351	2.2903	674.22	89.671	19.864	401.82	22.134	0	0	3470.5	159.48	0.5675	9.6481	214.15	641.88	3.9728	188.99	56.754	266.18	6.8104	0.07774500000000001	169.69	42.565	6.871	1803.6	23.269000000000002	8032.9	28.944000000000003	1073.8	1185.6	397.84	0.0	24.404	78.888	56.18600000000001	72.628	0	0	5.1078	29627.0	31.215	25.783	208.29	528.38	0.5675	169.69	76.618	51.078	8048.8	10.306	591.94	3.4052	85.698	14.187999999999999	2.2701	81.158	0.044587	477.87	0.050589999999999996	0.28565999999999997	0.5675	273.55	13.052999999999999	1187.3	44.835	49.376000000000005	3.0538	14.887	11.918	142.81	0.048531	8.5131	82.111	26.107	104.43	24.404	111.81	0.22014	146.99	1.1452	-1	14.187999999999999	1565.3	-1	-1	0	0	0.28363	0.12635
TCGA-CN-6012	HNSC_4	1	16433.0	589.5	13855.0	0	8367.7	1463.1	13557.0	4223.0	382.3	11208.0	968.02	7444.5	17602.0	61.357	482.83	5053.9	0.073334	9775.1	57516.0	780.65	943.95	180.29	360.96	289.79	20258.0	446.49	1870.4	1255.9	340.77	731.56	56148.0	4792.0	219.47	1617.9	2357.5	612.15	1266.3	6.1357	0.41786999999999996	0.09366000000000001	451.68	119.88	883.07	3171.2	406.84	931.3	602.71	9.6196	1102.5	675.87	37.758	531.92	341.24	0	0	1456.5	45.31	0.47200000000000003	109.03	148.05	1631.6	2.8319	725.43	52.388999999999996	252.51	7.5516	0.085737	276.58	136.87	16.684	3946.2	8.9676	3165.6	892.98	2734.6	38.702	1247.4	400.24	28.791	535.69	287.91	381.46	0	0	0.9440000000000001	563.07	164.25	19.285	340.77	411.09	3.3038	194.45	183.13	132.62	276.11	27.206	381.36	4.2478	176.99	496.99	3.7758	2092.3	0.045880000000000004	688.14	0.017369	0.11225	1.8879	341.71	126.49	4208.1	112.33	121.3	2.7055	8.5675	260.06	206.47	0.033525	65.605	522.79	788.67	265.25	71.74	141.12	0.05424299999999999	473.39	1.5031	-1	29.261999999999997	923.19	-1	-1	1	-1	0.029664	0.019548
TCGA-CN-6013	HNSC_4	1	21203.0	200.5	10519.0	0	16193.0	103.22	11416.0	33.921	156.66	7986.3	267.18	1438.2	448510.0	75.36	1428.2	1498.5	0.095649	1770.7	189090.0	306.01	2446.7	51.61	367.83	574.56	24153.0	694.68	665.99	1286.1	354.88	566.8	89458.0	2279.1	392.78	230.19	442.57	64.398	1594.4	2.7404	0.072448	0.07746499999999999	150.72	94.999	545.79	2866.4	399.63	600.2	84.95100000000001	6.7634	381.82	209.18	41.562	725.28	863.21	0	1	868.24	410.6	1.3702	50.696999999999996	194.98	865.49	2.2836	468.14	29.686999999999998	190.91	4.5673	0.051575	174.47	412.88	52.56100000000001	1725.5	3.1971	1673.4	34.254	784.2	229.28	654.49	0.4567	18.726	127.43	200.5	48.81	0	0	11.418	187.26	51.61	90.67399999999999	124.69	451.7	3.1971	327.93	147.98	161.68	95.456	1.9324	676.87	6.8509	67.595	30.601	3.6538	1609.5	0.0352	942.22	0.028676999999999998	0.14808	0.0	242.52	68.05199999999999	4830.3	49.783	68.05199999999999	1.3527	4.6377	458.1	329.02	0.036916000000000004	42.475	117.92	905.23	323.82	141.13	95.456	0.052639	818.91	0.7729600000000001	0	17.812	3401.7	-1	-1	1	0	0.35216	0.1568
TCGA-CN-6016	HNSC_2	1	193510.0	27.893	233700.0	0	9526.9	1.5496	39421.0	10.837	2151.9	1443.2	5857.9	617.25	478170.0	412.71	2567.2	146.69	0.06326799999999999	32.025	373580.0	10.331	762.91	409.61	561.35	7750.0	10934.0	2328.5	19678.0	5876.0	363.12	1108.0	31581.0	11.364	55.269	266.01	250.0	47.004	1958.7	13.43	0.043691	0.22318000000000002	60.95	140.5	447.31	46575.0	1365.7	192.95	24.793000000000003	1.9858	1281.0	10.331	10.331	7885.9	2.0661	0	1	2331.6	188.02	2.0661	38.74	305.23	14427.0	7.7479	236.05	187.5	73.347	153.41	0.056163	1652.9	142.56	21.926	1413.7	129.65	19019.0	25.826	4021.2	447.31	338.33	4.1322	13.946	307.85	291.32	590.71	0	1	45.455	2521.2	263.43	40.108000000000004	307.33	1289.3	6.7149	1932.8	126.55	104.34	232.95	19.03	710.74	23.244	225.72	20.145	13.946	177.69	0.083689	837.81	0.07700800000000001	0.18823	2.0661	183.37	66.116	788.22	18.078	232.44	3.5578	30.448	16.012	125.19	0.12700999999999998	42.355	23.461	243.8	361.57	57.851000000000006	235.54	0.48389	474.69	0.0	0	49.07	1110.5	0	-1	0	0	0.20647	0.08818
TCGA-CN-6017	HNSC_2	0	28120.0	2.3076	42877.0	0	6168.8	47.306000000000004	28682.0	12.103	631.71	874.58	703.82	392.87	183160.0	287.3	1118.6	68.65100000000001	0.107	137.88	42779.0	14.422	671.51	565.94	672.01	2157.0	704.97	1443.4	4152.0	8265.8	860.74	2712.6	8298.4	16.153	256.14	651.32	313.83	68.074	4510.2	1.7307	0.10605999999999999	0.13773	130.96	114.8	18.461	9745.0	561.9	3177.0	13.845999999999998	3.6775	1471.1	105.0	9.2304	8073.7	9.8073	0	0	1251.9	268.84	4.0383	81.92	189.31	5825.0	3.4614	471.9	140.19	193.84	49.037	0.030832	1169.4	345.56	5.4287	1786.7	10.960999999999999	8477.6	7.4997	2635.9	289.6	455.75	2.3076	9.2304	338.06	268.84	242.76	0	0	1.1538	1077.7	109.03	16.949	110.19	1258.2	2.3076	1493.0	352.49	286.14	100.38	7.8804	679.01	1.1538	34.037	48.46	4.6152	61.728	0.06261	982.46	0.030357	0.16981	0.0	231.91	59.998000000000005	310.95	36.345	194.99	5.9541	30.296	243.45	148.55	0.034845	147.69	248.06	31.73	593.05	257.88	355.37	0.11790999999999999	1138.2	0.35024	0	20.192	359.41	0	0	0	0	0.042208999999999997	0.045081
TCGA-CN-6018	HNSC_2	1	112890.0	1.7989	52037.0	0	8540.7	9.8939	20716.0	7.8432	818.95	864.37	982.19	78.70100000000001	477690.0	492.9	802.3	76.903	0.09185399999999999	16.64	110430.0	4.9469	2636.3	80.5	251.46	2534.2	26.084	1244.8	5434.9	2393.4	536.52	623.76	13251.0	12.592	70.157	196.08	360.68	53.967	1096.0	3.5978	0.19616	0.13668	239.25	96.69	153.35	21650.0	968.7	507.07	3.1481	4.8832	588.24	6.7458	2.6983	7388.5	7.1956	0	1	2573.3	451.52	0.4497	25.184	342.61	3605.0	1.7989	363.38	51.268	473.11	29.232	0.050328	905.74	92.193	0.5425800000000001	2473.0	5.3967	11458.0	55.766000000000005	1042.0	100.74	61.611999999999995	0.0	50.818999999999996	135.82	212.27	189.69	0	1	0.4497	2066.5	129.52	25.009	111.98	934.52	0.0	281.08	146.16	67.009	717.31	36.172	501.44	0.0	35.978	101.64	1.7989	48.12	0.050421	622.42	0.21091	0.12618	0.0	217.22	43.623000000000005	172.24	7.6453	70.60600000000001	12.479000000000001	23.934	36.876999999999995	556.51	0.035937000000000004	34.629	47.023	22.936	192.93	69.707	250.5	0.11682999999999999	359.78	0.18086	-1	25.184	327.4	1	-1	-1	-1	0.084102	0.0485
TCGA-CN-6019	HNSC_2	1	174110.0	514.39	141140.0	0	4295.1	74.376	53739.0	2075.5	1493.2	4452.7	5341.5	11650.0	47163.0	600.21	1785.5	2839.8	0.067226	4503.6	52682.0	198.16	946.6	510.23	849.82	6383.8	92637.0	1331.0	18627.0	4116.7	526.35	631.93	38307.0	972.61	119.11	1051.7	1026.7	381.76	2377.4	5.2011	0.21618	0.16204000000000002	106.1	155.51	489.42	39322.0	1292.0	485.78	248.61	7.1982	1689.3	41.608999999999995	29.646	6025.0	309.99	0	0	455.62	100.38	4.1609	62.933	92.507	11894.0	4.681	633.5	122.75	84.77799999999999	97.26100000000001	0.060067999999999996	2110.1	208.04	3.0155	1233.2	16.643	12693.0	910.19	2776.9	40.569	503.47	176.84	9.8821	502.43	345.35	643.43	0	0	2.6006	2316.1	276.18	26.77	448.34	990.29	1.0402	1196.8	294.9	83.738	412.97	13.618	612.69	0.5201	28.086	290.74	0.5201	674.06	0.047167	1188.5	0.02033	0.12302	3.1207	158.11	136.27	2380.0	39.528	205.44	12.354000000000001	31.322	55.652	157.24	0.042394	63.453	46.233000000000004	177.88	237.17	268.9	226.25	0.048882	588.76	0.097273	-1	70.735	1109.9	0	-1	0	-1	0.026907999999999998	0.045017
TCGA-CN-6020	HNSC_1	1	41993.0	453.79	36411.0	0	30122.0	369.69	14354.0	758.88	365.31	2407.4	1254.9	349.1	238520.0	263.69	1003.5	646.08	0.069649	512.05	104870.0	312.75	2944.3	55.629	152.25	1830.5	23391.0	724.49	3065.7	1124.4	192.73	314.94	44435.0	445.47	46.43	74.025	332.02	40.736	535.26	2.6281	0.19883	0.13709000000000002	138.85	77.09100000000001	574.68	10807.0	362.24	347.56	21.463	5.9267	293.91	1401.7	11.825999999999999	1338.2	838.37	0	1	1021.5	176.96	0.0	17.083	304.38	3254.1	2.1901	328.95	10.95	291.72	22.776999999999997	0.083047	559.35	111.26	1.4817	1581.2	60.885	9442.0	51.68600000000001	850.63	569.43	1371.0	3.9422	12.703	108.19	140.6	105.7	0	0	0.8759999999999999	1644.3	147.18	5.8169	182.65	424.44	0.0	287.78	118.27	47.306000000000004	2255.4	12.912	672.8	0.0	19.273	153.31	0.0	975.03	0.051927999999999995	459.48	0.02292	0.11717999999999999	0.43799999999999994	209.37	35.48	3674.6	46.868	47.306000000000004	1.6933	21.166999999999998	38.546	396.12	0.094319	12.265	1004.6	336.4	106.44	25.405	137.1	0.059095	237.84	0.635	-1	17.083	1492.3	-1	-1	1	0	0.026180000000000002	0.034908999999999996
TCGA-CN-6021	HNSC_4	1	4944.5	1573.2	15943.0	0	10525.0	244.24	7595.3	1888.0	187.76	8720.0	237.18	7789.2	80304.0	58.824	237.65	6017.4	0.08587	11985.0	231920.0	1630.1	772.71	96.471	175.07	413.18	114410.0	342.59	799.06	1018.4	327.53	491.29	188540.0	1433.9	41.412	409.88	3866.3	490.82	655.06	1.8824	0.59424	0.099484	254.12	119.06	714.82	2155.8	366.59	1108.0	369.41	10.167	550.59	248.47	14.118	410.82	643.29	0	0	514.35	39.529	0.0	68.235	74.49600000000001	989.18	2.3529	528.0	17.412	18.352999999999998	8.9412	0.045531999999999996	117.18	70.118	22.612	1718.1	1.8824	4412.2	1604.7	2410.8	19.294	1422.6	388.71	8.0	279.53	103.53	190.38	0	0	1.8824	2568.5	92.706	5.4118	340.24	276.71	0.4706	72.0	266.82	86.118	458.82	54.338	902.12	0.0	79.529	120.47	1.4118	4669.6	0.030233999999999997	493.18	0.021825999999999998	0.11166	0.0	221.65	61.176	2896.0	12.235	80.941	1.227	5.7844	169.41	238.92	0.042612	36.235	54.231	565.65	132.71	42.824	138.82	0.048221	290.35	1.5776	0	9.8824	1508.2	-1	-1	0	-1	0.021961	0.055276
TCGA-CN-6022	HNSC_2	1	124040.0	12.593	50594.0	0	5684.4	65.926	32190.0	1.7556	1550.7	1118.5	2294.1	27.406999999999996	38758.0	330.74	1427.4	4.4444	0.05209400000000001	1910.4	4628.1	24.444000000000003	1496.3	338.89	402.87	1961.1	585.18	1092.6	9831.6	3930.4	855.93	471.11	25412.0	40.37	255.93	282.22	508.15	68.889	1381.1	3.7037	0.060658000000000004	0.1083	178.89	158.89	106.3	13749.0	696.67	357.16	103.7	1.8216	638.89	23.333000000000002	7.037000000000001	3550.4	2.5926	0	0	615.18	206.3	0.0	38.519	379.38	5404.4	3.7037	233.33	60.74100000000001	337.41	20.741	0.063164	1335.2	123.7	1.3359	4367.4	20.37	10381.0	110.74	1818.5	49.63	530.0	8.1481	28.518	274.07	337.78	358.73	0	0	1.4815	8.5185	305.56	53.148	292.59	1240.7	5.1852	770.74	184.44	121.48	4255.9	16.516	672.22	10.37	15.185	36.667	2.2222	267.78	0.049738	1029.3	0.10453	0.11175999999999998	4.8148	205.56	62.963	1060.7	14.074000000000002	163.33	2.5503	40.805	59.63	406.35	0.031795	27.037	75.085	17.407	270.74	78.148	214.07	0.0585	487.04	2.4288	-1	84.815	479.26	0	0	0	0	0.024161000000000002	0.044456
TCGA-CN-6023	HNSC_3	1	7416.4	26.035999999999998	6740.8	1	2334.4	1114.3	5790.5	3072.2	129.95	17302.0	166.18	10441.0	507.81	19.244	374.01	10856.0	0.07395	8153.8	3192.2	11.773	801.66	242.25	341.03	2219.2	11124.0	475.44	816.17	1237.7	353.63	592.71	13553.0	3770.0	732.17	1346.8	2156.4	750.74	1978.3	9.0559	0.41036999999999996	0.055148	435.37	195.38	577.32	1478.4	287.98	1295.6	833.15	34.768	323.52	195.61	124.07	212.59	21.281999999999996	0	0	302.47	9.5087	0.6792	160.74	140.13	727.42	6.3392	1029.7	56.373000000000005	341.18	3.3960000000000004	0.038120999999999995	190.85	141.05	11.325999999999999	1780.6	14.489	2851.3	1199.9	3408.7	3.1696	639.58	37.582	44.148	584.34	769.75	369.71	0	0	7.0184	17.206	144.9	31.485	467.29	419.29	2.2640000000000002	132.9	112.75	165.95	25.809	7.6385	625.99	11.32	36.677	2031.5	3.3960000000000004	50.261	0.066049	1454.2	0.038735000000000006	0.11725999999999999	0.0	308.36	73.127	3281.2	17.433	61.128	1.5804	5.7947	184.06	331.48	0.036112	108.22	12.751	379.22	428.57	100.52	192.44	0.051176	631.43	1.8438	0	59.996	68.825	0	0	1	0	0.12903	0.060646000000000005
TCGA-CN-6024	HNSC_3	1	54196.0	109.41	36654.0	1	6470.6	118.53	10930.0	1129.1	587.44	2767.9	1057.2	11422.0	284180.0	169.76	422.89	3084.4	0.045335	5966.5	136100.0	115.06	1781.8	316.08	107.15	2292.5	14040.0	564.43	6558.3	1573.0	79.455	120.7	88222.0	3522.5	13.46	190.6	1778.8	469.35	332.58	4.776	0.63617	0.078093	317.38	161.08	991.23	10114.0	434.61	236.45	584.84	1.9445	319.12	48.628	36.905	1757.5	19.538	0	1	215.79	15.63	1.3025	89.007	160.81	3065.7	3.0392	201.46	54.272	124.61	16.933	0.23281	494.53	19.538	10.111	2658.5	11.722999999999999	25372.0	337.36	1926.0	379.91	366.88	6.5127	2.6051	132.86	145.45	564.04	0	0	2.6051	2409.7	101.16	11.389000000000001	321.73	460.66	0.4385	401.18	57.312	10.854000000000001	655.17	9.1389	1140.6	0.8684	80.757	346.91	0.0	778.05	0.045572	208.41	0.12897999999999998	0.11060999999999999	0.8684	242.71	89.441	2144.8	26.485	104.64	4.8611	18.667	25.182	311.81	0.034952	2.6051	31.283	59.048	63.824	33.431999999999995	125.48	0.1013	37.339	0.0	-1	6.9469	679.49	-1	-1	1	-1	0.37456	0.03784
TCGA-CN-6988	HNSC_4	1	7581.6	2368.6	10502.0	0	5236.5	847.94	2742.5	1297.0	216.51	3574.3	313.65	6601.9	112730.0	37.46	377.14	3303.2	0.05430599999999999	1966.7	35935.0	4606.0	1574.3	34.921	58.413000000000004	256.19	87265.0	142.22	1012.1	544.44	68.889	368.25	192780.0	2018.7	444.76	290.16	1018.1	38.413000000000004	415.56	0.6349	0.042931	0.046027	258.73	290.48	1021.9	1691.8	197.78	187.6	99.04799999999999	0.8228200000000001	372.06	2288.9	72.69800000000001	190.16	13613.0	0	0	125.71	10.475999999999999	0.0	56.508	322.82	849.84	8.5714	227.62	10.794	259.68	6.6667	0.036846	151.11	73.333	13.165	1515.9	1.2698	2685.7	545.08	713.02	1.5873	7957.5	254.29	19.683	378.1	80.317	150.31	0	0	0.6349	139.37	280.32	19.419	549.52	105.4	0.3175	49.206	106.98	20.0	237.46	35.107	686.35	8.254	76.825	591.11	1.2698	5432.1	0.04489	907.62	0.023327	0.105	25.714000000000002	349.52	117.78	14777.0	322.22	20.635	1.9199	4.3884	640.95	396.64	0.028216	31.111	1556.2	434.29	33.333	7.9365	55.238	0.073572	29.206	3.5656	-1	3.4921	2573.0	0	1	0	0	0.51974	0.087167
TCGA-CN-6989	HNSC_2	1	174620.0	95.943	88341.0	0	10793.0	63.748000000000005	50463.0	2485.3	1121.7	5623.0	3701.9	15671.0	102290.0	361.56	1611.4	4468.4	0.048249	7269.2	29892.0	7.405	730.84	359.31	518.07	5636.8	6584.7	1288.5	9580.2	3486.2	462.33	459.43	4569.0	686.41	54.411	409.85	1171.9	228.59	1518.3	3.2196	0.40543	0.15179	221.19	129.1	283.0	26647.0	1154.9	158.79	327.43	1.7899	890.21	10.947000000000001	20.927	1762.7	57.308	0	0	670.64	63.426	1.6098	67.611	75.686	8413.4	5.4733	669.35	104.64	363.81	21.249000000000002	0.17390999999999998	1482.0	242.43	0.7670899999999999	2498.1	15.454	16113.0	905.35	2112.0	218.61	342.56	30.908	24.469	354.15	500.97	272.7	0	0	8.0489	259.18	408.24	17.189	410.17	1224.1	4.1854	780.42	169.99	95.29899999999999	305.54	2.557	702.19	10.947000000000001	21.893	299.74	3.5415	37.347	0.048409	884.42	0.029616000000000003	0.10105	11.912	270.44	79.846	1249.2	15.132	138.76	0.7670899999999999	11.762	98.51899999999999	505.85	0.033235	18.03	22.276	97.875	305.54	136.19	290.41	0.067183	469.41	0.0	0	35.736999999999995	446.56	-1	-1	0	-1	0.25573	0.085898
TCGA-CN-6992	HNSC_3	1	25884.0	310.21	18004.0	1	7542.4	351.13	9412.9	5578.4	309.05	8126.8	890.31	21032.0	39254.0	50.493	718.8	12516.0	0.053345000000000004	7688.3	16491.0	47.011	936.16	171.21	228.22	1027.6	11041.0	322.98	1410.0	1039.5	237.09	242.31	46860.0	931.8	123.91	764.37	1588.5	467.79	740.28	2.6117	0.10496	0.067017	316.02	205.46	790.48	3805.0	465.47	545.42	851.13	4.3117	558.91	62.972	17.702	440.8	1066.5	0	0	274.81	24.375999999999998	0.2902	78.061	178.45	1532.5	4.9333	836.33	76.90100000000001	293.38	6.6744	0.056902	327.92	54.266000000000005	6.9466	2191.2	6.093999999999999	4078.3	1327.3	1979.7	34.243	259.14	704.88	25.247	427.45	265.52	341.06	0	0	4.0627	15836.0	206.91	12.673	800.35	410.04	8.4388	177.31	94.89299999999999	64.132	65.583	97.012	699.94	1.1608	33.952	439.06	3.1921	350.26	0.045659	849.39	0.021715	0.093001	4.3529	461.4	49.042	5273.1	260.3	70.226	4.7907	11.019	1935.0	315.75	0.048829000000000004	16.541	85.116	316.02	121.88	42.658	96.344	0.0514	184.85	3.114	-1	35.984	2626.8	-1	-1	0	-1	0.33414	0.12582000000000002
TCGA-CN-6994	HNSC_3	1	72010.0	109.9	43122.0	1	23054.0	430.79	14617.0	183.76	540.7	4974.6	2766.2	812.86	433910.0	138.93	811.82	581.13	0.044167000000000005	9597.7	354760.0	38.361999999999995	2035.2	73.095	238.44	1493.0	14179.0	437.01	3049.8	996.37	169.52	244.69	94712.0	1444.3	36.806999999999995	636.6	1152.4	74.132	1060.7	1.0368	0.12529	0.059910000000000005	114.05	75.168	1711.2	11397.0	705.03	167.56	10.368	1.2989	559.36	43.54600000000001	20.218	928.98	32.141	0	1	3209.4	370.66	0.5184	41.472	247.7	2891.1	8.8129	122.86	33.696	198.55	25.401999999999997	0.11202999999999999	448.94	47.175	3.6369	2473.3	28.511999999999997	7396.1	49.766999999999996	1605.5	460.86	1032.7	0.5184	34.733000000000004	274.24	141.01	383.24	0	0	1.5552	1256.6	168.48	9.4712	338.0	442.72	4.1472	209.95	88.647	43.028	4352.5	2.0782	807.15	3.1104	63.245	71.021	0.0	565.06	0.046947	590.46	0.16992000000000002	0.079968	0.5184	258.68	82.945	3196.0	86.055	57.023999999999994	2.4679	20.262	12.96	227.19	0.029985	20.736	112.53	483.67	105.24	38.88	75.687	0.25983	208.4	0.12989	-1	39.399	1112.5	-1	-1	-1	-1	0.25497	0.10615999999999999
TCGA-CN-6995	HNSC_1	1	11878.0	26.109	11827.0	0	11389.0	20.721	8448.7	1.666	239.95	2062.2	442.19	455.86	289340.0	149.19	1634.1	525.9	0.070937	126.81	89303.0	15.334000000000001	2834.2	91.17299999999999	308.53	414.84	194.36	433.49	1014.1	1046.4	169.08	622.05	89103.0	55.118	300.87	78.74	198.09	133.86	1688.8	0.8288	0.21871	0.07836	183.59	56.776	370.91	2405.7	162.04	788.25	2.0721	2.5616	234.56	7.0452	0.8288	1360.1	26.936999999999998	0	1	514.71	69.209	0.8288	21.136	348.38	1279.3	6.6308	290.92	47.244	469.95	15.334000000000001	0.036641	187.32	155.41	0.91486	1765.0	2.9010000000000002	3418.2	3.3154	1252.8	3.3154	422.3	16.991	16.991	111.89	133.03	48.068999999999996	0	1	1.6577	259.43	34.397	6.1376	79.983	347.29	1.6577	217.99	109.82	88.272	6528.4	12.259	879.82	0.4144	19.892	14.919	2.9010000000000002	254.46	0.051979	1060.1	0.3677	0.09729299999999999	4.9731	169.5	31.496	2622.9	31.496	72.109	5.4892	4.7573	49.316	393.82	0.028343	28.595	387.9	234.98	170.33	80.812	106.51	0.10088	377.12	1.0978	-1	31.496	2111.1	-1	-1	-1	-1	0.028986	0.05636
