PCPG	Labels	N:GEXP::MGST1:4257:	N:GEXP::ACSF2:80221:	N:GEXP::SFXN3:81855:	N:GEXP::NDUFA4L2:56901:	N:GEXP::CELF4:56853:	N:GEXP::STAR:6770:	N:GEXP::RHPN2:85415:	N:GEXP::RET:5979:	N:GEXP::CHST11:50515:	N:GEXP::NAV1:89796:	N:GEXP::AQP1:358:	N:GEXP::CPB1:1360:	N:GEXP::SHC3:53358:	N:GEXP::PTN:5764:	N:GEXP::EGFLAM:133584:	N:GEXP::CYP17A1:1586:	N:GEXP::TRIM14:9830:	N:GEXP::MTF2:22823:	N:GEXP::CNTNAP4:85445:	N:GEXP::CYP11A1:1583:	N:GEXP::CYP21A2:1589:	N:GEXP::CDH23:64072:	B:MUTA:nons:HRAS::	N:GEXP::SALL4:57167:	N:GEXP::RGS5:8490:	B:MUTA:COMP:EGFR::	N:GEXP::NTNG2:84628:	N:GEXP::TBL1X:6907:	N:GEXP::CRYBB1:1414:	N:GEXP::EPAS1:2034:	N:GEXP::PLAGL1:5325:	N:METH:cg06344807:RP11-452I5.2:TssU524:Island	N:GEXP::BMP1:649:	N:GEXP::SLC4A10:57282:	N:GEXP::FAR2:55711:	N:GEXP::ADORA2A:135:	N:GEXP::EFNB3:1949:	N:GEXP::THEM5:284486:	N:MIR::hsa-miR-202-5p:Corrected:	N:GEXP::PTPRO:5800:	N:GEXP::INHA:3623:	N:METH:cg24912904:ACTN3:TssU96:Shore	N:GEXP::EML4:27436:	N:GEXP::MID1IP1:58526:	N:GEXP::KCNB2:9312:	N:METH:cg08473199:WNT10A:TssU70:Island	N:GEXP::ASTN1:460:	N:MIR::hsa-miR-139-5p:Corrected:	N:GEXP::PNMT:5409:	N:GEXP::ALAS1:211:	N:GEXP::AADAC:13:	N:GEXP::TCHP:84260:	N:GEXP::OPRM1:4988:	N:GEXP::BCHE:590:	N:GEXP::ZNF423:23090:	N:GEXP::BLMH:642:	N:GEXP::ABTB2:25841:	N:GEXP::FLRT1:23769:	N:GEXP::GLP1R:2740:	N:METH:cg20420826:ATP1A1:TssD1:Island	N:METH:cg22395573:ARHGDIA:TssU851:Island	N:GEXP::DKK3:27122:	N:GEXP::USH2A:7399:	N:GEXP::KCNK13:56659:	N:METH:cg17808823:TMEM154:TssD223:NA	N:GEXP::EIF4E3:317649:	N:GEXP::MC2R:4158:	N:METH:cg16159491:MMP11:TssD253:Island	N:GEXP::CD83:9308:	N:GEXP::JAKMIP1:152789:	N:METH:cg24390938:ALDH3B1:TssU57:NA	N:GEXP::AQP6:363:	N:METH:cg14841337:CD247:TssD62422:Shore	N:METH:cg15573040:ST8SIA2:TssD999:Island	N:MIR::hsa-miR-1185-1-3p:Corrected:	N:GEXP::ALG3:10195:	N:GEXP::CPN2:1370:	N:GEXP::FDXR:2232:	N:METH:cg00414166:ALDH3B1:TssU130:NA	N:GEXP::GSTA3:2940:	N:GEXP::KDM3A:55818:	N:MIR::hsa-miR-138-5p:Corrected:	N:METH:cg11102611:B3GNT5:TssD79:Island	N:GEXP::RGS4:5999:	B:MUTA:COMP:EPAS1::	N:GEXP::AKAP7:9465:	N:METH:cg22627800:PLEKHA6:TssD13758:NA	N:METH:cg21714809:ARAP1:TssD265:Island	N:METH:cg16256504:WNT6:TssU388:Island	N:METH:cg22372709:NA:NA:Island	N:GEXP::MGC14436:84983:	N:GEXP::VGLL1:51442:	N:GEXP::P4HA1:5033:	N:METH:cg02453208:LRRC71:TssD775:Shore	N:GEXP::DGCR9:25787:	N:METH:cg20584198:STAC3:TssD7278:Shore	N:GEXP::PROK2:60675:	N:GEXP::EPHB1:2047:	N:METH:cg05362405:PSMB9:TssD413:Island	N:GEXP::ABCD4:5826:	N:GEXP::CLIP2:7461:	B:MUTA:COMP:RXRA::	N:METH:cg23473081:EMP1:TssU82:NA	N:GEXP::CYP11B1:1584:	N:GEXP::FAM166B:730112:	N:GEXP::UPF1:5976:	N:GEXP::SHB:6461:	N:GEXP::MGC12982:84793:	N:METH:cg02580197:SLITRK3:TssU217:NA	N:METH:cg13286351:C11orf45:TssU106:NA	I:CNVR::NMD3:51068:	I:CNVR::IFITM5:387733:	I:CNVR::ARHGEF3:50650:	I:CNVR::ZCCHC16:340595:	I:CNVR::KBTBD11:9920:	N:MIR::hsa-miR-670-3p:Uncorrected:	N:METH:cg03477792:SOWAHB:TssU273:Island	N:METH:cg06499892:NA:NA:Island
TCGA-QR-A6GS	PCPG_1	2.7102	37.943000000000005	1434.1	3315.0	3757.9	15.874	10.841	14757.0	448.35	3524.5	3471.8	0.3872	118.09	2148.8	1002.4	3.0974	830.74	195.14	11.615	2.7102	15.011	13.164000000000001	0	63.11	140260.0	0	219.53	276.44	62.336000000000006	5277.6	64.271	0.033213	737.96	1.1615	503.67	249.34	1271.5	86.34100000000001	-0.11771	603.22	34.846	0.026855	1771.0	1219.6	308.58	0.018098	5130.5	47.395	8923.3	875.02	0.3872	808.43	137.84	1508.0	1007.0	384.08	20.133	4465.7	48.784	0.035914999999999996	0.032719	38611.0	57.68899999999999	88.27600000000001	0.034324	1349.8	0.0	0.024893000000000002	136.67	1002.0	0.044975	30.974	0.035551	0.015578999999999999	0.6962	461.9	0.0	290.38	0.036941	0.0	895.15	56.795	0.013696000000000002	4215.6	0	151.77	0.034651	0.036406	0.048386	0.061863	174.23	0.3872	284.96	0.041987000000000003	14.325999999999999	0.024184	11.615	104.92	0.041331	363.95	2405.5	0	0.023829	0.7744	3.4846	7277.4	377.88	13.937999999999999	0.072904	0.046870999999999996	0	0	0	0	0	0.69322	0.062483000000000004	0.046130000000000004
TCGA-QR-A6GT	PCPG_2	53.203	214.07	2253.8	13186.0	488.46	2.5135	198.99	67.865	374.52	2025.1	10298.0	0.8378	2.9324	448.67	3874.6	0.4189	493.91	240.46	838.68	7.5406	18.307000000000002	102.22	0	1.2568	96434.0	1	4248.3	2277.7	28.068	12958.0	344.72	0.50151	1715.1	319.64	422.2	1133.2	1875.5	1.2568	-0.13118	80.014	2120.2	0.3788	927.91	639.69	51.108000000000004	0.55006	20.526999999999997	89.946	23.041	806.42	0.0	380.01	0.0	261.41	186.0	1011.3	23.878	335.56	1.6757	0.43972	0.34317	6154.0	8.3784	142.85	0.58143	439.03	0.0	0.36985999999999997	410.54	3.3514	0.31966	1.2568	0.6312800000000001	0.501	1.3780000000000001	533.71	0.0	313.35	0.16442	0.0	1132.3	1.0286	0.39113000000000003	16222.0	1	186.0	0.37746999999999997	0.59043	0.38928	0.35156	0.0	0.0	1848.3	0.53065	524.91	0.49718999999999997	0.8378	112.27	0.47858	625.45	1436.9	1	0.20922	0.0	0.0	2120.2	144.95	108.08	0.67429	0.50037	-1	0	-1	-1	-1	2.8299	0.43362	0.53442
TCGA-QR-A6GU	PCPG_2	2.1786	133.44	2825.2	7579.0	947.17	19.063	696.08	1182.5	83.333	1283.2	3418.1	0.0	7.0806	868.74	9026.7	6.8464	616.56	364.92	1422.7	2.7233	22.936	68.083	0	0.5447	190290.0	1	2163.4	4023.4	69.717	21430.0	296.75	0.53005	655.77	920.48	564.79	1130.1	1964.6	1.0893	-0.24744000000000002	35.948	575.16	0.032791	471.68	350.22	33.769	0.15045	1823.5	70.15100000000001	1.6340000000000001	659.04	1.0893	369.28	4.3573	982.03	197.17	915.58	132.9	76.797	1.0893	0.24268	0.061364	6753.3	3.2680000000000002	51.198	0.59032	886.17	0.5447	0.10338	123.64	7.0806	0.25064000000000003	0.0	0.047879000000000005	0.34699	2.3163	496.19	0.0	143.79	0.094795	0.0	1431.4	4.5804	0.48796999999999996	31217.0	0	174.29	0.28756	0.61547	0.26739	0.45302	1.6340000000000001	0.0	1461.9	0.072741	196.08	0.4709	1.0893	35.403	0.11077000000000001	609.48	1223.3	0	0.45307	13.617	4.902	2851.8	163.4	55.011	0.51147	0.5879300000000001	-1	-1	-1	0	0	2.0339	0.091053	0.059505999999999996
TCGA-QR-A6GX	PCPG_2	0.9346	21.963	1672.9	7851.4	1616.4	20.093	443.46	5330.4	89.72	2140.2	4046.8	0.0	8.8785	139.72	3485.5	2.0748	295.79	142.06	26.636	16.355	11.921	17.757	0	0.9346	280390.0	0	1189.2	4749.5	6.0748	12429.0	303.13	0.10471	407.01	874.3	463.42	751.86	2368.7	0.0	-0.24744000000000002	7.0093	549.53	0.047447	506.54	700.93	14.953	0.02412	1222.0	114.4	20.093	897.66	0.0	546.29	2.3364	50.467	233.18	620.09	359.81	1538.3	0.4673	0.039468	0.032138	8160.8	2.3364	263.55	0.071117	987.38	0.0	0.030226999999999997	215.42	1.4019	0.031666	1.4019	0.11522	0.041723	0.012575	442.52	0.0	284.58	0.035802999999999995	0.0	1294.4	4.5275	0.040066000000000004	25851.0	0	392.06	0.12857000000000002	0.08064099999999999	0.4163	0.46876999999999996	1.8692	0.0	541.59	0.072784	189.72	0.10394	0.4673	78.505	0.49238999999999994	344.39	1557.0	0	0.3835	0.0	0.9346	2020.1	97.196	11.682	0.068288	0.21466999999999997	0	0	0	1	-1	10.339	0.07245399999999999	0.075752
TCGA-QR-A6GY	PCPG_3	0.9075	9.982999999999999	1571.9	17918.0	3972.8	12.252	3.1764	14509.0	196.94	2191.3	1743.8	0.0	11.344000000000001	108.45	271.36	0.0	422.59	277.25	0.4538	39.931999999999995	5.6222	8.1679	0	4.0839	142890.0	0	441.97	747.82	1.3613	6207.6	31.31	0.039793	848.1	0.4538	628.85	224.15	68.066	13.613	-0.19508	1.3613	1239.7	0.020102000000000002	646.17	1619.5	5.4453	0.021684000000000002	4079.4	568.66	1217.5	627.11	0.0	499.17	0.9075	5.4453	2451.7	274.08	1283.7	4372.1	0.4538	0.035926	0.030335	28560.0	1.3613	9.0754	0.041933	160.18	0.0	0.022941999999999997	107.09	2822.0	0.034026999999999995	10.437000000000001	0.050689	0.014763	-0.17664000000000002	654.34	0.0	57.175	0.040598	0.0	653.88	11.238	0.014884	1768.3	0	289.51	0.10974	0.034111	0.029905	0.05455	6.8066	1.3613	167.44	0.043238	1.8151	0.027093	0.0	42.201	0.042338	317.19	1376.7	0	0.020324000000000002	0.0	0.9075	4435.6	793.65	23.142	0.062954	0.049204000000000005	0	0	-1	0	0	0.0	0.10873	0.17327
TCGA-QR-A6GZ	PCPG_2	1.7719999999999998	89.781	2466.0	75721.0	1640.3	14.175999999999998	139.4	3505.0	152.98	1283.5	56480.0	1.1813	17.72	2487.3	4981.1	0.0	300.65	301.83	678.68	0.5907	74.53	518.01	0	4.1347	124970.0	1	2707.0	1483.8	105.14	26719.0	255.12	0.46031000000000005	1633.8	142.35	186.65	4242.8	2547.0	0.0	-0.005686	125.81	397.52	0.24699000000000002	496.16	513.88	55.523	0.55271	702.3	109.73	298.88	553.46	0.0	432.96	1.7719999999999998	73.243	633.2	835.79	16.539	752.51	0.0	0.19860999999999998	0.1562	7391.0	3.5439999999999996	311.28	0.23874	421.74	0.0	0.21355	134.67	68.517	0.13964000000000001	12.404000000000002	0.13161	0.028975	3.7198	713.53	0.0	362.08	0.18395	0.0	1694.0	7.8509	0.014503	15492.0	0	79.74	0.14207999999999998	0.057435	0.17218	0.17238	18.311	0.0	1080.9	0.088899	262.26	0.06055700000000001	0.5907	19.492	0.30745	568.81	1608.4	0	0.22429000000000002	0.0	6.4973	3252.8	301.24	51.388000000000005	0.06585	0.057683000000000005	-1	-1	-1	0	1	11.865	0.22769	0.047088
TCGA-QR-A6H0	PCPG_2	5.227	112.82	1620.0	39565.0	564.52	16.988	203.42	24.828000000000003	164.22	1031.5	47672.0	0.0	3.0491	1983.2	1709.2	1.8861	399.0	168.57	72.743	0.8712	69.376	214.75	0	3.4847	91906.0	1	1132.5	1929.2	85.811	44337.0	98.007	0.5434899999999999	578.02	3064.4	59.641000000000005	2164.9	4586.3	0.4356	0.7649600000000001	30.927	412.5	0.11108	504.41	341.5	2.6135	0.5472899999999999	920.4	448.47	10.89	703.04	0.0	393.77	0.0	483.94	366.76	1059.8	60.111000000000004	172.06	7.405	0.23296	0.26752	3581.0	0.8712	3.9203	0.42055	1451.4	0.0	0.41878999999999994	203.85	368.51	0.34813	47.043	0.30606	0.44333	0.24254	432.1	0.0	601.11	0.45452	0.0	998.8	2.8992	0.33529000000000003	13174.0	0	131.55	0.17371	0.11402999999999999	0.17952	0.35798	1.7423	0.4356	493.08	0.31840999999999997	123.27	0.063044	3.4847	52.27	0.28097	904.72	1432.7	1	0.05209400000000001	0.0	2.1779	2018.5	319.72	54.013000000000005	0.095736	0.36875	-1	0	0	0	0	2.7251	0.22523	0.10722999999999999
TCGA-QR-A6H1	PCPG_1	6.6667	28.889	2627.2	1202.2	3155.0	130.0	83.333	38473.0	325.56	2044.4	1170.6	4.4444	109.44	270.0	2361.7	203.99	1089.4	99.444	0.0	56.667	66.672	10.556	0	111.67	232210.0	0	231.11	365.0	47.778	4163.3	31.666999999999998	0.034218	456.11	0.0	559.98	238.89	23.333000000000002	19.444000000000003	0.18444000000000002	42.778	79.444	0.022581	1444.4	1179.4	328.89	0.016819999999999998	4723.3	59.018	3469.4	779.44	3.3333	1010.0	100.56	765.0	892.22	422.22	801.67	3097.2	34.444	0.033832	0.031576	27496.0	71.111	39.444	0.038774	2133.9	2.7778	0.026008999999999997	422.78	3495.6	0.049932	58.888999999999996	0.044531	0.012841	2.2156	352.78	0.0	322.22	0.055386000000000005	2.2222	788.33	30.081	0.013603	4576.1	0	188.89	0.033406	0.045137000000000004	0.039221	0.039682999999999996	73.333	0.0	423.89	0.048748	17.778	0.037219999999999996	284.44	26.666999999999998	0.032835	265.56	1829.4	0	0.043494	42.778	7.7778	15093.0	220.0	10.0	0.068124	0.047192000000000005	-1	0	0	0	0	6.1065	0.059474	0.048737
TCGA-QR-A6H2	PCPG_3	1.2415	21.105	1138.4	6289.9	4068.3	47.176	55.86600000000001	11616.0	232.15	940.41	2568.6	0.0	107.39	47.79600000000001	378.65	0.0	453.61	83.178	3.7244	34.760999999999996	16.003	6.8281	0	0.6207	44067.0	1	349.47	617.01	1.2415	3147.1	7.4488	0.043612	410.3	1.2415	243.3	51.521	73.867	11.173	0.01693	4.9659	54.004	0.024082	681.56	1256.4	388.58	0.019402000000000003	2550.0	266.92	4926.1	1030.4	0.0	535.07	6.2073	5.5866	399.13	947.86	321.54	1544.4	3.1037	0.036663999999999995	0.035952	7887.0	1.8622	3.1037	0.034652999999999996	644.94	0.0	0.023029	189.32	224.71	0.083129	31.656999999999996	0.049088	0.01574	0.68184	679.7	0.0	404.1	0.095066	0.0	545.0	2.4769	0.016867	2153.3	0	276.23	0.0439	0.056237999999999996	0.049655	0.066165	183.12	1.2415	353.82	0.053341	3.1037	0.028762	6.8281	68.281	0.039576	350.71	947.86	0	0.031674	0.0	6.8281	3287.4	627.56	4.3451	0.047120999999999996	0.051127	0	-1	0	0	0	4.5031	0.042076	0.058873
TCGA-QR-A6H3	PCPG_2	6.1256	98.009	1602.3	65542.0	1245.2	11.376	251.15	45.504	115.51	634.43	28465.0	0.0	4.3754	2873.8	4902.2	8.5496	301.03	133.01	593.31	0.8751	141.89	115.51	0	1.7502	27199.0	1	759.57	1366.9	423.54	15938.0	35.003	0.50048	622.18	324.65	38.504	11965.0	7299.9	0.8751	0.26345999999999997	137.39	93.634	0.3385	570.55	121.64	0.8751	0.50417	320.28	190.22	8.7508	643.18	0.0	300.15	0.0	246.77	128.64	1066.7	55.13	511.05	5.2505	0.37331	0.094476	4674.7	0.8751	45.504	0.5172899999999999	927.59	0.0	0.50392	221.4	68.256	0.41351000000000004	49.88	0.38595999999999997	0.37648000000000004	1.7542	1232.1	0.0	856.71	0.5006	0.0	737.69	5.9202	0.40399999999999997	6256.0	0	84.008	0.12044	0.13726	0.31565	0.39853	6.1256	0.0	876.83	0.3538	303.65	0.36125999999999997	1.7502	47.254	0.058537	926.71	2279.6	1	0.072854	0.0	3.5003	1946.2	294.9	69.132	0.073925	0.45663000000000004	0	0	0	0	0	7.2367	0.15353	0.068334
TCGA-QR-A6H5	PCPG_2	0.774	54.567	2532.1	27080.0	1435.8	5.417999999999999	364.94	2760.8	210.91	1918.3	62508.0	5.031000000000001	21.671999999999997	1677.6	8712.9	0.387	448.14	397.45	1339.4	5.417999999999999	11.815	1010.5	0	12.384	142930.0	0	4842.5	2402.5	116.49	36425.0	85.139	0.12011	1306.5	751.55	452.74	5098.7	3452.0	5.031000000000001	0.057722	489.16	248.84	0.060748	595.98	431.89	168.34	0.082205	1472.5	132.92	59.597	681.12	0.0	515.52	13.158	953.17	719.04	993.81	10.449000000000002	700.85	4.257	0.09714400000000001	0.05562	4710.1	46.44	368.81	0.058106	392.42	0.0	0.10178	143.96	44.505	0.068992	19.737000000000002	0.12982	0.019897	4.6889	303.41	0.0	431.89	0.080545	0.0	1935.0	10.548	0.016666999999999998	29042.0	0	120.74	0.056225	0.066952	0.08909199999999999	0.088898	17.802	0.0	2206.7	0.068104	461.3	0.026491000000000004	5.417999999999999	12.384	0.053114999999999996	544.5	1559.2	0	0.16993	0.0	2.7089999999999996	3762.0	217.88	25.155	0.08040499999999999	0.047718	-1	-1	-1	0	0	4.7891	0.10452	0.050386
TCGA-QR-A6H6	PCPG_2	1.5692	221.66	2321.7	7535.9	636.33	5.1	574.74	1003.5	47.861999999999995	862.69	21967.0	0.0	11.377	1169.5	8539.0	2.4323	431.54	276.19	675.95	38.054	19.863	36.485	0	6.6693	99049.0	0	1711.7	3142.0	12.554	17971.0	323.95	0.6756	473.52	59.631	471.38	592.27	3189.9	1.5692	-0.17323	5.1	123.97	0.055789	625.34	307.18	7.0616	0.33560999999999996	2439.0	213.27	5.1	984.31	0.0	403.32	0.0	297.76	210.28	1489.6	43.93899999999999	202.82	3.1385	0.25586	0.04645	6051.0	12.946	286.0	0.73087	970.97	0.0	0.38069000000000003	219.69	0.7846	0.17473	13.339	0.7309100000000001	0.47147	1.6372	420.17	0.0	480.19	0.30157	0.0	1727.3	9.0715	0.48751000000000005	16516.0	1	320.52	0.2191	0.63262	0.51495	0.13743	3.1385	0.3923	1058.8	0.12142	246.37	0.6268699999999999	0.0	79.639	0.49686	636.72	1732.4	1	0.34545	0.0	1.9616	3765.8	60.023	34.523	0.06437999999999999	0.6103	-1	-1	0	-1	0	1.0275	0.10255999999999998	0.10268
TCGA-QR-A700	PCPG_3	28.404	26.601	808.39	569.88	3280.0	218.67	58.611000000000004	4077.6	213.25	1230.8	2318.9	1.8034	214.61	39.224000000000004	1558.6	245.48	103.25	151.04	0.0	500.9	282.38	9.0171	0	3.6069	18894.0	0	601.89	1086.6	2.2543	4367.4	32.913000000000004	0.037571	416.59	4.5086	236.69	139.77	1014.0	13.977	-0.11118	245.27	932.82	0.030077999999999997	794.86	962.13	35.618	0.22209	3110.9	21.134	845.36	635.26	0.4509	551.42	25.699	8.5663	897.65	334.99	1074.4	871.51	3.6069	0.039539	0.087033	10029.0	9.0171	295.76	0.043459	770.99	9.9188	0.027239999999999997	240.31	633.45	0.066866	223.17	0.073584	0.018141	0.7660899999999999	773.67	4.5086	81.605	0.038711	0.4509	1184.8	2.3335	0.018976	1748.0	0	199.28	0.19852999999999998	0.05941900000000001	0.058063	0.062	15.329	1.8034	668.62	0.045317	59.062	0.16221	7.2137	122.63	0.52751	306.13	433.72	0	0.030948000000000003	62.669	6.312	3452.2	1169.5	4.9594	0.063088	0.06149299999999999	-1	0	-1	0	-1	2.4875	0.046991000000000005	0.071702
TCGA-QR-A702	PCPG_1	0.9634	10.116	1672.0	2013.5	3801.5	46.243	92.96700000000001	15231.0	162.81	2347.3	1355.5	0.0	149.33	11335.0	3335.3	1.5125	909.76	162.33	171.0	69.36399999999999	13.482999999999999	9.6339	0	88.15	145440.0	1	184.49	701.35	0.9634	4441.7	26.493000000000002	0.075619	460.5	113.68	626.59	69.846	1035.7	37.091	-0.09203099999999999	79.962	57.803000000000004	0.019339	1464.8	554.91	218.69	0.025227	3781.3	39.836999999999996	1760.1	883.91	0.0	1210.5	146.92	1032.8	453.28	321.77	10.597000000000001	3357.4	62.62	0.038275	0.039619999999999995	17037.0	7.2254	8.1888	0.045712	1615.7	0.0	0.025422999999999998	361.75	1388.7	0.050536000000000005	59.248999999999995	0.049301	0.012804	1.1531	357.42	0.0	290.46	0.043142	0.0	930.64	27.410999999999998	0.013588	1947.5	0	141.62	0.038375	0.054252	0.086042	0.099483	225.43	0.9634	280.83	0.047452999999999995	20.230999999999998	0.035203	34.2	11.561	0.048326	412.81	1410.4	0	0.048467	0.0	2.8902	5276.0	401.73	4.817	0.0829	0.030839	-1	-1	0	-1	0	0.30458	0.06994	0.05429
TCGA-QR-A706	PCPG_2	1.6456	60.34	2104.2	25721.0	1294.0	17.553	190.89	69.117	149.75	1430.1	27227.0	6.034	21.941999999999997	2574.3	5668.7	0.0	480.24	445.97	931.43	2.1942	58.925	908.39	0	12.068	150420.0	0	2578.7	1245.8	147.56	41836.0	121.21	0.094557	1091.6	575.97	282.91	1737.8	1239.2	8.7767	0.64594	360.94	873.29	0.034845999999999995	978.06	581.46	168.4	0.095593	1540.3	148.92	535.93	623.15	0.0	464.62	82.28200000000001	111.9	429.51	713.66	19.199	981.35	4.3884	0.060617	0.049634	10727.0	4.3884	145.91	0.050961	606.69	0.0	0.071559	173.34	7.6796	0.2364	32.364000000000004	0.048652999999999995	0.024087	1.6401	533.19	0.0	270.43	0.1236	0.0	1601.2	12.220999999999998	0.017349	17290.0	0	138.23	0.073624	0.13629000000000002	0.056544000000000004	0.077601	32.913000000000004	0.5485	1603.4	0.24336	121.78	0.060725	1.6456	44.981	0.042087	515.09	1074.0	0	0.048173	0.0	1.0971	2156.3	284.15	22.49	0.067215	0.068454	0	-1	0	-1	0	8.8218	0.14306	0.076228
TCGA-QR-A70C	PCPG_3	1.3342	23.349	716.48	6393.6	4898.6	70.714	85.39	34943.0	252.84	2018.0	5236.8	0.0	3.3356	1027.3	847.9	0.0	116.08	440.96	0.6671	0.0	45.47	569.71	0	2.0013	67934.0	1	963.31	547.7	4.0027	15610.0	226.53	0.040887	1042.7	1.3342	154.5	501.0	85.39	4.0027	0.098058	7.3382	352.24	0.026072	685.12	798.53	69.38	0.018385	609.07	1125.3	98.065	480.99	0.0	330.31	0.0	32.688	1552.4	648.43	679.79	2853.9	7.3382	0.09348200000000001	0.030764	20167.0	4.6698	296.87	0.038412	316.88	0.0	0.025197999999999998	189.46	1224.2	0.037793	21.348000000000003	0.053486	0.013895	0.1413	525.68	0.0	378.25	0.045029	0.0	776.52	19.926	0.014646000000000001	5134.8	0	1022.7	0.05952	0.060684	0.052754999999999996	0.077209	1.3342	6.6711	219.48	0.056376	3.3356	0.035463999999999996	0.6671	557.71	0.046984	362.24	940.63	0	0.023316	0.0	1.3342	3246.8	917.28	192.79	0.073712	0.060612	0	0	-1	0	0	0.5506	0.14556	0.092123
TCGA-QR-A70D	PCPG_2	2.1719999999999997	26.064	2313.2	11959.0	1187.2	7.8193	291.49	1377.5	50.825	954.82	3701.6	0.0	16.073	1622.5	15688.0	1.3901	531.71	177.67	582.1	0.4344	30.0	29.105	0	5.2129	161990.0	1	2143.3	4474.8	25.195	15438.0	374.38	0.40069	394.87	1110.8	442.48	1416.6	2291.5	0.0	-0.19154000000000002	52.997	967.42	0.4093	755.0	167.68	151.61	0.65963	4677.7	226.81	44.744	618.16	0.0	593.51	1.7376	317.98	122.94	858.82	50.825	359.69	1.3032	0.22651999999999997	0.045893	13638.0	6.9505	113.81	0.75262	1045.2	0.0	0.65178	429.19	39.531	0.50135	0.8688	0.73278	0.57999	2.3634	244.14	0.0	428.76	0.16759000000000002	0.0	1747.6	12.022	0.49838999999999994	18451.0	0	354.04	0.49318	0.5938	0.6090399999999999	0.42996999999999996	5.2129	0.0	996.52	0.054342999999999995	465.25	0.47095	0.8688	18.245	0.046923	546.92	1730.7	0	0.040570999999999996	0.0	2.1719999999999997	2680.7	44.744	25.63	0.67507	0.62434	-1	0	-1	0	0	5.4276	0.057513	0.08654099999999999
TCGA-QR-A70E	PCPG_2	3.0283	106.66	1309.9	12461.0	2356.3	65.949	776.58	7185.4	106.33	1147.4	708.66	0.3365	32.638000000000005	5051.1	6600.3	1.716	730.49	224.43	664.2	19.852	38.681	35.666	0	86.81	115000.0	0	308.88	2089.5	8.0754	9436.7	138.96	0.22876999999999997	679.0	1188.4	324.28	1086.0	6272.5	1.3459	-0.24744000000000002	6.7295	240.91	0.026216000000000003	1240.9	602.62	11.777000000000001	0.040021	1482.8	261.04	328.06	997.64	0.0	628.26	2.0188	18.17	452.56	1175.3	20.861	1893.7	47.106	0.10522000000000001	0.36122	12676.0	1.0094	246.3	0.076923	1390.3	0.0	0.028599	222.41	746.97	0.78049	70.99600000000001	0.05608200000000001	0.016857	3.1766	864.07	0.0	259.76	0.12109	0.0	1874.2	12.927	0.015625	15920.0	0	59.556000000000004	0.30978	0.18815	0.058573	0.12345	28.264	0.3365	1121.5	0.068013	236.21	0.035801	1.0094	115.07	0.049425	502.02	1742.3	0	0.37677	0.0	1.0094	3074.4	206.93	16.487000000000002	0.051102999999999996	0.064064	0	0	0	0	0	3.7533	0.083219	0.039822
TCGA-QR-A70G	PCPG_4	3862.6	574.66	1301.6	599.05	1173.7	36255.0	16.657	30545.0	197.5	1440.8	585.71	509.22	56.513999999999996	142.77	417.61	88283.0	745.39	289.71	106.48	11587.0	11929.0	134.44	0	1.1898	81774.0	0	52.35	589.53	13.087	8746.0	292.68	0.031965	1038.1	51.16	3436.6	224.26	51.755	1.7847	8.463	690.07	1338.5	0.026826999999999997	662.11	627.6	8.9233	0.022527000000000002	656.16	1691.5	14845.0	10062.0	1076.2	627.01	4.1642	86.853	748.96	697.2	1514.0	2962.5	0.5949	0.04081	0.033368	59036.0	35.098	6.5437	0.072102	839.98	1252.2	0.090665	470.55	1001.8	0.078924	12.493	0.060013	0.013087	0.97715	428.32	7.1386	2624.6	0.036679	273.65	1173.7	4.1994	0.019437	663.3	0	420.58	0.079162	0.041257999999999996	0.059477999999999996	0.08177000000000001	4.7591	0.0	438.43	0.062242	25.58	0.03391	6.5437	139.8	0.04253	338.49	499.11	0	0.027097000000000003	17844.0	1812.6	4129.1	606.19	247.47	0.046508	0.0541	0	0	0	0	0	0.49713	0.048916	0.06110499999999999
TCGA-QR-A70H	PCPG_3	8.1579	1.4396	778.84	2552.9	9095.6	145.4	130.53	43349.0	254.81	1582.6	291.77	1.4396	40.31	76.781	265.37	149.74	212.11	146.84	0.0	18.715	51.773999999999994	1092.1	0	0.0	24346.0	0	167.0	590.73	1.4396	14498.0	376.53	0.034318	227.94	0.4799	93.965	431.88	15.356	20.635	0.072965	8.6378	59.505	0.026472000000000002	708.78	1414.2	356.55	0.013622	2190.6	381.72	196.75	979.43	0.9598	497.21	53.266999999999996	0.9598	12347.0	266.33	692.46	6204.8	16.796	0.033546	0.024835	26186.0	6.2384	79.66	0.039827999999999995	1839.5	2.3994	0.02311	139.16	1768.3	0.059395	16.316	0.042885	0.014449000000000002	-0.24045	963.12	0.9598	151.16	0.040175999999999996	0.9598	768.76	0.53287	0.014153	2842.8	0	556.66	0.03611	0.053694000000000006	0.046542	0.047417	2.3994	1.9195	275.45	0.045556	97.415	0.035901999999999996	0.4799	618.56	0.40681	165.56	1149.3	0	0.036104000000000004	31.671999999999997	5.7585	4227.7	971.75	298.0	0.05651900000000001	0.056391	0	0	0	-1	0	0.0	0.06225599999999999	0.056612
