SARC	Labels	B:MUTA:COMP:TP53::	N:GEXP::ATP1B1:481:	N:GEXP::MDM2:4193:	N:GEXP::MAPK10:5602:	N:GEXP::DAB2:1601:	N:GEXP::EPM2AIP1:9852:	N:GEXP::KCNH2:3757:	N:GEXP::ITGB1BP2:26548:	B:MUTA:COMP:MACF1::	N:GEXP::MYH11:4629:	N:GEXP::CDK4:1019:	N:GEXP::TSPAN31:6302:	N:GEXP::PAPSS2:9060:	N:GEXP::COL4A5:1287:	N:GEXP::SPATA18:132671:	N:GEXP::NFASC:23114:	N:GEXP::CTDSP2:10106:	N:GEXP::ACTG2:72:	N:GEXP::EGF:1950:	N:GEXP::LMOD1:25802:	N:GEXP::PGD:5226:	N:GEXP::SYNPO2:171024:	N:GEXP::FRS2:10818:	N:METH:cg24549639:MDM2:TssU476:Shore	N:GEXP::MARVELD2:153562:	N:METH:cg05258214:STK19:TssU25:Shore	N:GEXP::CNN1:1264:	N:GEXP::S100A10:6281:	N:GEXP::CSRP1:1465:	N:GEXP::KYNU:8942:	N:GEXP::SPEG:10290:	N:GEXP::YEATS4:8089:	I:CNVR::MDM2:4193:	N:GEXP::FKBP9:11328:	N:MIR::hsa-miR-26a-5p:Corrected:	N:MIR::hsa-miR-3913-5p:Corrected:	N:GEXP::MYLK:4638:	N:GEXP::CCT2:10576:	B:MUTA:COMP:PIK3CB::	N:GEXP::PPP1R12B:4660:	N:MIR::hsa-miR-143-3p:Corrected:	N:GEXP::ASAP3:55616:	N:GEXP::KCNMB1:3779:	N:GEXP::METTL1:4234:	N:GEXP::AKAP1:8165:	N:MIR::hsa-miR-145-3p:Corrected:	N:GEXP::SORBS1:10580:	N:GEXP::TBC1D1:23216:	N:GEXP::C9orf122:158228:	N:GEXP::CYP27B1:1594:	N:MIR::hsa-miR-145-5p:Corrected:	N:GEXP::RAMP1:10267:	N:GEXP::RBM24:221662:	N:GEXP::C10orf28:27291:	N:GEXP::LOC728264:728264:	N:GEXP::LHX2:9355:	N:GEXP::MARCH9:92979:	N:GEXP::C15orf52:388115:	N:GEXP::ANXA2P3:305:	I:CNVR::FAS:355:	N:GEXP::RBM20:282996:	N:GEXP::C6orf155:79940:	N:GEXP::SLC35E3:55508:	N:GEXP::ADPGK:83440:	N:METH:cg25533943:MAP3K14-AS1:TssD1:Island	N:MIR::hsa-miR-490-3p:Corrected:	N:GEXP::C6orf147:387097:	N:GEXP::FAM119B:25895:	N:GEXP::TSFM:10102:	N:GEXP::LOC401093:401093:	N:GEXP::CAP2:10486:	N:GEXP::FBXL22:283807:	N:GEXP::NPAS4:266743:	N:GEXP::RYR3:6263:	N:GEXP::MYOCD:93649:	N:GEXP::BCAN:63827:	I:CNVR::SCHIP1:29970:	N:METH:cg03577153:ZNF350:TssU63:NA	N:METH:cg21729847:RBM6:TssU207:Shore	N:METH:cg11345918:KRTAP5-AS1:TssD1285:Shore	N:GEXP::DNAH14:127602:	I:CNVR::ELMO1-AS1:100861514:	N:METH:cg16154073:CMTM7:TssU43:Island	I:CNVR::H6PD:9563:	N:GEXP::LEFTY1:10637:	N:GEXP::RPRD1A:55197:	I:CNVR::PSEN2:5664:	I:CNVR::ZCCHC5:203430:	I:CNVR::KERA:11081:	I:CNVR::PPDPF:79144:	N:METH:cg24526499:EFNA1:TssD17:Island	N:METH:cg05270922:NA:NA:NA	N:METH:cg16346212:SEMA3A:TssU37:NA
TCGA-3B-A9I1	SARC_1	1	3942.6	1244.5	601.29	2202.6	1385.4	694.93	6.1287	0	92560.0	2952.0	380.66	113.04	408.58	15.662	218.58	4028.3	9032.4	353.42	7915.2	1495.1	7974.1	566.9	0.14157999999999998	1.0215	0.038881	7840.6	259.79	31079.0	118.49	3928.2	288.39	0	1341.5	1135.2	2.1531	82927.0	2627.2	0	15936.0	1397000.0	827.72	4250.6	181.48	2372.5	389.29	161.39	5716.7	143.0	3.0644	7872.0	756.21	2441.6	327.89	4391.2	117.81	296.56	671.09	14.981	0	1765.4	5.1073	120.87	504.89	0.049593	0.48246999999999995	29.646	250.6	480.08	1139.4	648.62	37.974000000000004	35.07	177.39	1.0215	13.619000000000002	1	0.052213	0.28779	0.054082000000000005	114.06	0	0.13099	1	157.64	1970.0	0	0	0	0	0.060474	0.5928399999999999	0.075365
TCGA-3B-A9I3	SARC_1	1	6888.5	1027.3	1329.2	799.51	565.96	1959.4	862.12	0	336110.0	1682.2	714.65	426.32	3043.6	159.82	476.97	3703.8	127130.0	68.376	25283.0	1379.0	17349.0	537.95	0.14517	175.88	0.040182	53047.0	3040.3	103650.0	112.04	5047.5	236.02	-1	3663.5	1233.7	1.4709999999999999	144250.0	2195.4	0	25430.0	827770.0	596.44	3214.9	253.32	6896.5	306.39	9393.9	6799.7	44.898	24.302	13468.0	950.26	493.46	296.98	4985.7	291.63	350.94	477.81	30.480999999999998	-1	81.969	7.4143	142.11	533.89	0.027098	39.241	32.231	182.47	458.04	3217.8	825.04	1129.9	192.36	565.13	3525.1	10.298	1	0.046911	0.13944	0.044826	16.887999999999998	0	0.12277	1	21.357	1236.5	1	0	-1	1	0.037442	0.34283	0.08019
TCGA-3R-A8YX	SARC_3	0	450.66	13278.0	30.506	2985.0	452.15	0.0	3.3431	0	13.722999999999999	30980.0	4229.4	3526.5	1779.4	28.834	2.5073	29811.0	15.044	2.0894	49.31	3647.7	74.80199999999999	3323.4	0.21873	0.4179	0.23872	33.431	6269.9	4968.2	597.99	330.55	1045.1	1	4789.4	3777.1	4.9953	3002.5	34867.0	0	278.73	49586.0	704.55	7.5219	3705.0	992.06	8.9619	32.595	1256.6	0.0	62.265	378.38	7.9398	3.3431	318.01	49.31	15.044	1507.7	373.17	76.473	0	0.8358	1.6715	6886.3	1014.6	0.6998800000000001	0.15556	3.3431	2872.5	4815.7	30.531	3.761	1.6715	0.4179	5.0146	2.0894	6.2683	1	0.056492999999999995	0.16371	0.21111	55.161	0	0.078426	1	7.3799	972.84	-1	1	0	1	0.023915000000000002	0.021601	0.053757000000000006
TCGA-DX-A1KU	SARC_3	0	781.73	30663.0	442.85	4364.2	242.96	4.7847	23.392	0	1843.7	40365.0	14505.0	6123.9	1700.7	472.09	39.144	64897.0	14382.0	45.72	1835.2	2592.8	2903.2	8479.0	0.11542000000000001	2.1265	0.051613	1245.1	5631.1	8614.6	159.49	71.23899999999999	1165.3	1	8094.1	8795.1	13.345	23076.0	24681.0	0	2571.0	65170.0	882.51	730.46	6962.2	749.6	104.44	1946.8	3222.8	0.0	566.19	4551.6	355.13	123.87	347.69	213.19	4.2531	2948.4	47.315	34.556	1	1350.9	11.164000000000001	4966.0	1073.8	0.016597	0.15556	4.8325	3683.7	5457.2	355.3	900.05	62.871	18.076	12.759	354.6	11.164000000000001	0	0.059945000000000005	0.043191	0.050407	56.353	0	0.08782000000000001	0	3.1951	945.77	0	0	0	1	0.027355	0.026043	0.040273
TCGA-DX-A1KW	SARC_3	0	228.21	23221.0	45.815	7512.8	590.75	601.32	1.7621	0	433.94	90363.0	8490.3	3852.4	413.66	228.63	40.968999999999994	34186.0	1058.2	1.3216	422.03	3194.3	1167.8	12812.0	0.31371	10.132	0.10196000000000001	1019.8	5922.0	2852.0	22.026	674.89	930.84	1	9001.3	7144.6	22.064	2458.1	13229.0	0	1387.2	21729.0	2381.9	19.824	8937.9	496.04	10.472000000000001	426.87	2806.6	0.0	551.1	799.25	64.317	5.2863	319.38	22.467	295.6	3973.1	29.515	54.185	0	12.335	13.655999999999999	3059.9	1842.3	0.76982	3.0869999999999997	0.4405	8356.0	4309.2	71.987	11.454	16.250999999999998	4.8458	6.1674	11.894	23.348000000000003	-1	0.06614199999999999	0.041107	0.064172	15.418	0	0.088568	0	1.7621	395.15	0	0	-1	1	0.015898	0.019022999999999998	0.050395
TCGA-DX-A1KX	SARC_2	0	358.07	597.04	18.849	15168.0	317.88	241.47	1.0188	0	427.84	3157.9	478.35	1660.7	10.698	5.0942	40.983000000000004	7956.7	306.16	0.0	196.13	3424.3	797.25	434.54	0.054113999999999995	6.1131	0.2053	669.38	11502.0	6577.7	106.98	78.961	236.88	0	7534.4	1246.8	3.0832	926.6	1792.2	0	1011.7	61379.0	2202.2	33.622	542.54	622.52	13.269	122.26	1561.9	1.0188	62.15	564.82	14.264000000000001	2.5471	262.86	19.358	1.0188	359.65	92.715	133.98	-1	10.698	4.0754	181.35	1396.5	0.014204	0.81619	3.1686	281.71	450.33	65.553	16.302	9.6791	0.0	10.187999999999999	0.5094	5.6037	-1	0.055232	0.024513999999999998	0.071642	1.5283	1	0.09095299999999999	-1	3.5660000000000003	481.41	-1	0	0	1	0.020294	0.020413999999999998	0.032026
TCGA-DX-A1KY	SARC_3	0	3383.3	13943.0	288.37	1690.8	1067.4	1387.2	0.0	0	15.338	2168.0	304.07	716.67	3056.4	947.19	5.4087	6862.6	61.89	1.3454	5.8303	1924.4	59.2	3348.8	0.13195	1.7939	0.026095999999999998	17.491	11028.0	339.05	6.7272	259.22	700.53	1	9307.3	1354.9	8.869	4086.9	7836.8	0	368.2	14554.0	1159.8	13.005999999999998	345.33	900.55	2.6923	696.94	2108.8	1.3454	31.394000000000002	154.52	33.635999999999996	149.34	469.56	23.77	496.02	109.88	22.424	53.369	0	15.697000000000001	25.563000000000002	1572.4	1559.7	0.91176	2.7104	9.0683	246.66	413.05	185.2	256.98	4.9333	0.4485	56.50899999999999	15.248	42.606	1	0.09375599999999999	0.019219999999999998	0.045763	64.133	1	0.088286	0	7.4134	1135.5	-1	1	0	1	0.028936	0.9634299999999999	0.44927
TCGA-DX-A1KZ	SARC_3	0	2256.7	43533.0	497.76	19080.0	368.71	20.428	2.4913	0	289.41	97395.0	23408.0	1674.1	485.3	977.08	20.962	14348.0	123.07	1.4948	100.15	2687.6	788.74	628.8	0.19598	33.881	0.038531	28.401	5210.3	1879.9	438.46	9.4669	203.79	1	12906.0	4744.9	1.9261	2190.3	2157.4	0	326.36	19864.0	2617.8	49.327	8745.4	601.39	8.535	143.5	1678.1	0.0	385.15	462.54	3.4878	14.948	291.98	91.181	1.4948	9656.7	131.54	65.77	0	9.9651	5.9791	219.23	1601.1	0.66271	0.15556	14.948	2575.0	7877.4	58.989	322.87	5.7748	0.0	8.9686	3.4878	17.937	0	0.10124	0.028727	0.061142999999999996	24.913	1	0.11817000000000001	0	5.4908	643.75	-1	1	0	1	0.0239	0.021687	0.044225
TCGA-DX-A1L0	SARC_3	0	2385.7	39055.0	735.39	18279.0	501.08	294.37	0.0	0	437.66	66788.0	8510.8	3892.3	244.59	584.42	132.23	69253.0	401.51	2.1645	114.18	3827.9	1823.6	14660.0	0.13844	4.8701	0.34419	169.91	2883.7	2517.3	34.091	165.58	2771.6	1	9253.8	11563.0	37.626999999999995	1203.5	32146.0	0	1391.2	16997.0	2148.3	12.446	5932.4	894.48	7.5684	429.11	3280.8	0.0	310.06	491.51	17.857	57.358999999999995	309.52	66.017	139.61	8011.4	55.195	38.961	-1	15.152000000000001	6.4935	2729.4	1548.9	0.33337	0.15556	2.7056	622.84	474.57	79.74600000000001	71.97	16.775	0.0	8.1169	8.1169	7.5758	-1	0.58958	0.014611	0.28288	4.8701	0	0.074912	0	100.11	615.26	-1	1	1	1	0.022547	0.026335	0.047080000000000004
TCGA-DX-A1L1	SARC_3	0	361.23	25693.0	8.6629	19336.0	588.7	17.326	1.5066	0	62.026	1715.6	620.72	1501.7	4.5198	3.7665	18.791	4977.4	12.052999999999999	1.1299	12.806	2758.9	2728.4	15562.0	0.12553	134.84	0.42045	184.18	5751.4	1999.6	219.59	4.8964	5110.0	1	2770.6	1136.8	16.092	179.66	52795.0	0	913.75	12813.0	2495.3	50.093999999999994	198.87	577.02	2.7018	77.21300000000001	1230.9	0.0	13.183	290.84	28.249000000000002	2.6365	408.29	13.183	9.0395	163.47	77.21300000000001	85.499	0	5.2731	8.2863	188.32	1502.6	0.023534	0.15556	7.2354	143.88	259.89	62.798	3.3898	2.2599	0.7533	23.351999999999997	0.0	1.8832	-1	0.07189	0.036307	0.24067	1.5066	0	0.071342	0	15.024000000000001	943.88	-1	1	1	1	0.027325	0.23233	0.037239
TCGA-DX-A1L3	SARC_3	0	1302.4	70492.0	17.155	18674.0	573.88	7.7476	0.0	0	58.483999999999995	58049.0	20514.0	4974.5	576.65	334.26	32.424	88954.0	105.15	0.0	158.27	3378.0	736.58	14354.0	0.19837	1.6602	0.17523	159.38	10351.0	2423.9	142.78	89.65100000000001	5837.9	1	9770.9	7737.4	28.682	1700.0	65723.0	0	376.31	16844.0	1660.2	16.602	10251.0	404.54	8.0354	70.836	1907.0	0.0	1410.6	380.0	4.9806	4.9806	432.76	32.097	1.1068	2949.1	74.71	82.45700000000001	0	4.4272	8.8545	13023.0	2049.0	0.6411399999999999	0.65878	0.0	10264.0	6723.3	109.28	9.9613	8.3011	1.1068	17.155	0.5534	1.1068	0	0.065759	0.021526	0.068578	48.146	0	0.09492300000000001	0	3.3204	389.6	0	0	0	0	0.015761	0.016519	0.043200999999999996
TCGA-DX-A1L4	SARC_3	0	1424.5	24608.0	22.337	9929.6	521.64	9.1977	9.8547	0	1118.4	35570.0	11150.0	3991.8	57.157	231.26	109.33	33369.0	815.97	3.2849	335.06	4968.1	1043.3	8848.2	0.14444	5.9128	0.036386	1669.4	5404.3	6704.5	453.97	129.43	2104.3	1	6165.1	3893.2	16.034000000000002	8064.4	45499.0	0	454.63	44484.0	985.47	168.19	5242.7	342.94	24.914	237.17	3219.8	0.0	6182.8	1793.3	116.94	26.279	270.68	68.32600000000001	3.2849	2254.1	128.11	146.51	0	32.192	3.9419	192.5	2253.1	0.28643	0.15556	2.0366	7533.6	6049.5	84.77600000000001	108.4	22.029	0.657	13.14	9.1977	0.657	0	0.071674	0.043459	0.05935	29.564	0	0.079603	0	1.7344	765.38	0	0	1	0	0.041260000000000005	0.021998	0.07904
TCGA-DX-A23R	SARC_3	0	3001.9	61172.0	730.13	3193.6	921.74	362.24	1.2102	0	45.986000000000004	88814.0	4937.1	2520.0	7339.6	1384.8	32.013000000000005	55463.0	70.99600000000001	16.942	66.96300000000001	3605.9	574.42	10630.0	0.14352	10.488	0.083192	90.359	786.61	1569.2	18.555999999999997	458.65	450.99	1	7568.8	8079.9	16.916	577.25	22334.0	0	399.76	13186.0	3436.9	12.102	8119.0	599.03	6.3197	1688.6	1293.7	0.0	829.77	356.74	27.43	106.5	538.52	22.186	716.82	5645.0	15.329	22.59	0	36.708	4.4373	622.02	1409.0	0.023	1.9143	6.906000000000001	3403.0	3213.8	21.206	92.376	22.368000000000002	0.0	18.959	107.3	10.892000000000001	-1	0.08393300000000001	0.022386	0.032799	43.566	1	0.07328	0	21.424	799.11	0	-1	1	1	0.036784	0.063715	0.075559
TCGA-DX-A23T	SARC_3	0	551.65	18810.0	223.56	11653.0	317.24	10.345	2.8736	0	1244.5	44847.0	10924.0	2245.4	28.160999999999998	301.15	111.79	26212.0	882.18	12.069	450.57	13955.0	910.35	2825.9	0.13367	14.368	0.047846	251.15	7454.6	4729.3	292.53	87.931	1239.1	1	4579.9	7619.1	13.107000000000001	1740.8	27863.0	0	522.41	41614.0	2579.9	140.81	3399.4	402.3	26.576	195.4	1698.3	0.0	266.09	2147.8	26.436999999999998	26.436999999999998	287.93	93.103	2.8736	2284.5	60.345	72.98899999999999	0	60.919	2.8736	540.23	1666.4	0.04143	0.8889299999999999	1.1494	1332.2	2201.2	54.068999999999996	63.793	2.8736	0.0	2.8736	7.4713	8.6207	0	0.06439500000000001	0.044636	0.10999	4.5977	0	0.075666	1	0.5747	744.25	0	0	0	0	0.048336000000000004	0.015354	0.049984
TCGA-DX-A23V	SARC_3	0	1613.0	31218.0	247.21	16139.0	655.84	44.162	0.5076	0	228.77	73137.0	26859.0	4325.4	57.36	1756.3	40.868	40132.0	56.345	4.5685	302.54	4298.0	1590.4	4012.7	0.10805999999999999	4.0609	0.13097	509.64	5986.3	1920.8	206.6	173.6	1442.1	1	10229.0	8781.3	17.024	386.29	32681.0	1	894.92	11718.0	1728.9	30.965	7864.5	474.11	22.534000000000002	135.03	1407.6	0.0	123.35	836.52	17.259	7.6142	289.85	41.623999999999995	5.0761	4101.0	35.533	44.67	0	3.5533	11.675	1657.9	1883.9	0.020447	0.62915	0.5076	4880.7	5418.8	64.777	10.152000000000001	11.168	0.0	3.5533	0.5076	1.5228	0	0.059071000000000005	0.033	0.061984000000000004	37.056	0	0.05354400000000001	0	12.411	679.19	0	0	1	0	0.027448	0.025141999999999998	0.044318
TCGA-DX-A23Y	SARC_3	0	1097.2	38929.0	5.7199	13867.0	815.75	34.76	0.0	0	82.292	63173.0	29708.0	2378.6	1.76	311.52	15.008	78375.0	297.88	0.44	455.83	2236.9	341.88	7172.8	0.45071000000000006	129.8	0.41855	375.76	7850.4	2238.3	198.44	445.28	2321.9	1	3043.4	23324.0	8.951	412.72	18835.0	1	586.95	19180.0	2178.0	39.6	4594.9	693.43	28.814	97.23899999999999	1778.9	0.0	740.95	950.46	6.5999	0.0	353.76	99.87899999999999	32.56	6391.4	116.6	67.759	-1	11.0	3.08	2494.3	2127.5	0.71721	1.0691	0.88	3947.2	4498.9	63.50899999999999	5.7199	5.2799	2.64	19.36	3.08	0.0	-1	0.062015	0.043218	0.16583	0.44	-1	0.17362	0	20.684	679.35	0	1	1	1	0.061492	0.19086	0.054144000000000005
TCGA-DX-A240	SARC_3	0	3756.4	33460.0	368.14	3475.6	703.28	65.46	6.7139	0	1093.4	52142.0	10434.0	2727.0	219.88	1172.1	137.48	43781.0	12520.0	11.749	487.88	1624.2	545.5	1249.9	0.24644000000000002	5.5949	0.060997	3251.8	8277.7	4785.9	27.415	1146.4	1320.4	1	17781.0	5303.0	3.6181	1098.8	4619.2	0	658.52	11533.0	394.44	45.878	9942.7	442.0	20.500999999999998	217.64	1386.4	0.0	224.36	1095.3	187.43	16.785	543.83	163.93	1.119	6309.4	64.34100000000001	111.9	0	19.582	2.238	3651.8	2037.9	0.081256	0.49038999999999994	12.012	10483.0	5875.2	126.57	181.84	15.530999999999999	17.904	18.463	24.058000000000003	5.5949	0	0.067151	0.10265	0.061208000000000005	94.554	0	0.19757	0	8.3924	820.21	0	-1	1	0	0.047857	0.026499	0.057205
TCGA-DX-A2IZ	SARC_3	0	336.72	42151.0	713.99	3985.9	1062.1	24.586	1.9669	0	61.146	35176.0	22081.0	186.86	924.94	473.04	180.94	43365.0	105.23	0.4917	29.504	2572.7	261.11	4073.5	0.18864	70.317	0.15005	13.767999999999999	1288.8	2417.8	16.719	505.49	4610.9	1	2702.5	17463.0	13.325	2982.8	16394.0	1	1475.7	58306.0	2121.3	8.8511	7625.2	995.25	22.052	178.0	462.71	5.409	600.4	1580.3	9.8345	51.631	493.69	222.75	59.99100000000001	12371.0	29.011999999999997	77.693	0	4063.1	43.763999999999996	2916.4	1648.8	0.014553	1.6737	1.4752	4726.0	7240.2	102.88	312.74	16.227	7.3759	262.58	95.395	2.9504	0	0.088822	0.083737	0.089862	121.95	0	0.083429	0	58.85	1477.6	0	0	1	1	0.025901999999999998	0.95554	0.054972
TCGA-DX-A2J0	SARC_3	0	2725.2	9095.4	143.06	4146.5	1399.5	118.66	2.8709	0	370.73	75315.0	16204.0	2081.9	91.868	256.46	64.494	36794.0	562.69	0.4785	122.49	2791.9	4040.8	7181.5	0.12195999999999999	3.8278	0.074798	2535.0	1522.5	4670.9	16.268	698.1	1320.1	1	5397.7	17345.0	6.9365	990.45	9642.8	1	505.75	120030.0	1524.0	24.881	5359.0	943.08	15.74	172.73	1724.4	0.0	3835.5	829.95	188.04	12.919	671.31	379.43	3.8278	14859.0	142.11	81.34100000000001	0	19.139	6.2202	148.33	2216.8	0.83857	0.15556	1.9139	10884.0	3777.6	69.083	63.159	33.493	1.4354	8.1341	1.9139	9.0911	0	0.35836	0.030173000000000002	0.083848	21.053	0	0.09263500000000001	1	22.967	353.12	-1	-1	-1	0	0.018299	0.060825	0.042285
TCGA-DX-A2J1	SARC_3	1	1045.2	17261.0	75.572	11200.0	416.71	9.0474	12.773	0	329.98	94407.0	12873.0	1225.1	97.39200000000001	672.7	24.401	12136.0	250.66	1.5966	174.56	3024.5	276.74	2789.2	0.15212	4.7898	0.051176	328.37	6659.9	3913.8	392.76	697.18	1762.1	1	3615.8	5303.4	29.589000000000002	567.86	43781.0	0	232.04	87577.0	1311.9	157.0	16453.0	323.04	15.421	59.606	2449.7	1.0644	388.5	1415.1	22.351999999999997	11.175999999999998	331.03	108.57	8.5152	3578.0	126.13	68.653	0	25.013	8.5152	1063.9	2076.6	0.072382	0.15556	4.2576	3520.5	7258.6	50.239	20.756	6.9186	0.0	8.5152	1.5966	2.661	0	0.059243	0.028957	0.07950299999999999	30.866999999999997	0	0.09362000000000001	0	4.2576	402.87	0	0	0	0	0.047938999999999996	0.024784	0.031271
TCGA-DX-A2J4	SARC_3	0	951.7	36759.0	144.68	4495.6	588.61	929.69	8.1348	0	1509.4	112480.0	45087.0	2109.8	281.23	240.56	137.07	20369.0	1590.9	3.4863	757.12	3351.0	910.52	2524.7	0.22261	68.565	0.034611	882.04	6324.8	8955.8	124.93	274.84	1597.9	1	8357.9	12995.0	8.8579	1133.6	11593.0	0	524.11	148700.0	1369.5	69.146	8170.2	472.98	7.8263	284.72	1087.7	0.0	188.26	272.73	1688.5	26.148000000000003	421.85	128.41	0.5811	8475.3	66.241	39.512	0	40.093	0.0	3885.5	1713.0	0.020102000000000002	29.2	2.9053	6879.7	5161.5	118.98	171.99	26.897	13.945	240.56	9.2969	1.1621	0	0.099906	0.046037	0.061687	21.499000000000002	0	0.095678	0	7.5596	714.7	0	0	0	0	0.048496	0.018738	0.053797000000000005
TCGA-DX-A3LS	SARC_3	0	468.37	30591.0	4.2918	6479.1	295.75	1060.1	1.1705	0	275.05	30847.0	10172.0	3505.7	14.825999999999999	75.30199999999999	49.703	38164.0	138.12	0.7803	435.82	2809.2	112.37	3916.1	0.30888000000000004	14.436	0.047233	774.48	4246.2	4794.4	73.352	401.48	178.7	1	6862.3	4471.8	18.444000000000003	7780.7	20723.0	0	701.13	181560.0	669.14	61.256	5408.5	504.49	36.727	288.33	2462.7	1.5607	171.28	2620.6	57.745	106.52	300.04	126.02	1.1705	1508.0	284.04	63.986999999999995	0	33.164	5.8525	11300.0	1051.3	0.5436300000000001	0.5453	2.3409999999999997	2001.6	5368.7	130.57	518.92	2.7312	1.5607	6.6329	300.82	16.777	0	0.08343300000000001	0.05520599999999999	0.096964	68.279	0	0.093689	0	3.2969	1193.1	1	0	1	-1	0.049877	0.17634	0.061526
TCGA-DX-A3LT	SARC_3	0	766.27	46315.0	5.1993	7733.5	613.95	38.562	0.4333	0	7.9679	58289.0	18671.0	2185.0	7.3657	390.81	4.2418	39423.0	430.68	0.0	349.65	3026.4	62.825	8955.8	0.20826	1.7331	0.073702	0.0	10324.0	3289.4	118.28	573.22	2838.8	1	7052.0	8063.2	32.828	714.9	127170.0	0	275.13	63267.0	3563.7	29.896	10333.0	419.41	16.458	58.059	1111.8	0.8666	214.91	731.84	25.997	0.0	362.65	29.896	140.81	2040.7	31.629	113.52	0	6.0659	1.7331	156.85	1207.7	0.65817	0.15556	0.8666	5043.3	7890.8	32.461	77.99	9.9653	0.0	5.1993	0.0	3.8995	-1	0.14887999999999998	0.10533	0.044854000000000005	105.72	1	0.09787699999999999	1	19.775	452.34	1	0	0	0	0.035588	0.021266999999999998	0.037135
TCGA-DX-A3LU	SARC_3	0	1319.9	48661.0	13.319	11927.0	362.93	81.57600000000001	0.5549	0	86.18799999999999	101810.0	22913.0	1189.2	12.764000000000001	564.37	14.982999999999999	12101.0	284.68	0.0	130.97	4239.2	364.04	2446.2	0.27604	57.714	0.054054	1634.8	12961.0	4290.2	248.61	44.395	661.49	1	7431.2	15635.0	11.44	981.13	11731.0	0	806.88	73950.0	1788.6	74.917	10004.0	219.76	15.595	29.967	1631.0	1.6648	125.42	1402.8	66.593	2.2198	270.81	92.675	22.198	8643.7	47.725	66.038	0	5.5494	4.4395	64.373	1521.0	0.013257	0.8879299999999999	3.3296	3709.2	6779.7	30.294	0.5549	5.5494	2.7747	16.093	0.0	3.3296	0	0.07738400000000001	0.055529999999999996	0.077567	19.423	0	0.08555399999999999	0	14.895	381.8	0	0	0	0	0.03583	0.021134	0.046363
TCGA-DX-A3LW	SARC_3	0	1122.4	23756.0	634.2	6783.7	962.96	839.51	5.0297	0	293.39	27518.0	7440.8	1220.8	1406.0	967.99	45.725	32942.0	621.4	0.4572	423.41	2221.3	550.53	639.69	0.16817000000000001	1.829	0.18403	658.44	4335.6	3855.5	26.063000000000002	490.63	193.42	1	7048.5	11172.0	3.6696	842.71	2307.3	0	704.62	26716.0	1817.1	61.728	2506.6	748.06	18.249000000000002	208.96	2528.1	0.0	85.505	802.33	7.7732	24.691	249.66	74.074	24.691	2028.3	53.498000000000005	48.468	0	18.29	5.9442	228.62	1490.2	0.025606	6.7367	6.5158	2440.8	3116.6	55.551	19.662	58.07	2.2862	2.7435	1.3717	18.747	0	0.085824	0.035582	0.36819	8.2305	0	0.088864	-1	26.383000000000003	430.73	-1	-1	0	1	0.048616	0.029825	0.048952999999999997
TCGA-DX-A3LY	SARC_3	0	1124.3	19549.0	58.451	26015.0	543.77	0.0	0.8856	0	566.17	30868.0	12057.0	2173.8	23.912	78.377	57.548	11375.0	514.1	20.811999999999998	1164.2	2839.8	725.32	7071.2	0.24854	1.3284	0.22405999999999998	106.28	9557.6	9395.6	423.77	188.19	2054.2	1	5041.4	4172.6	15.046	643.85	40028.0	1	778.46	12455.0	2361.9	77.04899999999999	640.3	714.25	18.174	288.27	1821.3	0.0	24.355	827.24	8.4134	5.3137	421.56	124.87	3.5425	7369.7	311.3	85.02	0	19.484	5.7565	1444.0	2097.3	0.72324	0.3597	0.4428	818.76	1003.4	104.32	18.598	0.9166	5.7565	27.454	3.9853	9.299	1	0.073976	0.053943	0.16035	2.6569	-1	0.1552	0	5.7565	764.74	0	1	-1	0	0.069428	0.022188999999999997	0.06179400000000001
TCGA-DX-A3M1	SARC_3	0	1201.4	26372.0	196.34	6151.6	877.39	398.03	2.8753	0	20.936	47629.0	10702.0	1887.0	683.92	460.88	149.24	28200.0	107.21	53.81	199.22	2310.1	821.52	657.22	0.20407	0.4108	0.046127999999999995	24.235	5254.9	2963.7	49.702	161.84	2265.3	1	9970.0	9963.8	2.574	619.43	1955.2	0	512.63	74086.0	1579.8	9.8583	3345.2	705.69	17.385	218.94	1766.7	0.0	375.44	914.47	154.86	62.43600000000001	454.71	172.93	294.93	8994.9	114.6	57.096000000000004	0	22.592	6.983	1519.0	1396.5	0.8008	3.7007	12.100999999999999	3674.3	4241.5	25.496	64.079	19.86	0.0	13.555	0.0	27.932	-1	0.1635	0.024189	0.22443000000000002	9.8583	0	0.13007	0	26.223000000000003	629.7	0	0	0	-1	0.034457999999999996	0.075275	0.07170800000000001
