ESCC	Labels	N:GEXP::SPARC:6678:	N:GEXP::AKR1C3:8644:	N:GEXP::IGF2:3481:	B:MUTA:LOF:HIST1H3C::	N:GEXP::AKR1C1:1645:	N:GEXP::TUBB6:84617:	N:GEXP::KRT8:3856:	N:GEXP::SLPI:6590:	N:GEXP::C3:718:	N:GEXP::DSP:1832:	N:GEXP::MGST1:4257:	N:GEXP::CLCA2:9635:	N:GEXP::CLU:1191:	N:GEXP::AKR1C2:1646:	N:GEXP::C4A:720:	N:GEXP::TXNRD1:7296:	N:GEXP::UGT1A6:54578:	N:GEXP::GSTA1:2938:	N:GEXP::PPL:5493:	N:GEXP::CLDN1:9076:	N:GEXP::GAPDH:2597:	N:GEXP::LGALS3BP:3959:	N:GEXP::DHCR24:1718:	N:GEXP::SPRR3:6707:	N:GEXP::GNAS:2778:	N:GEXP::HSPB1:3315:	N:GEXP::HSP90AB1:3326:	N:GEXP::B2M:567:	N:GEXP::AKR1B10:57016:	N:GEXP::LAMB3:3914:	N:GEXP::EPS8:2059:	N:GEXP::PKM2:5315:	N:METH:cg08195943:TRH:TssD955:Island	N:GEXP::A2ML1:144568:	N:GEXP::MYL9:10398:	N:GEXP::SPRR1A:6698:	N:GEXP::LCN2:3934:	N:GEXP::C7:730:	N:GEXP::HLA-B:3106:	N:GEXP::TPT1:7178:	N:GEXP::KRT16:3868:	N:GEXP::SERPINA3:12:	N:GEXP::GJA1:2697:	N:GEXP::TUBB2A:7280:	N:GEXP::HLA-A:3105:	N:GEXP::ALDOA:226:	N:GEXP::KLK10:5655:	N:GEXP::RBP1:5947:	N:GEXP::LY6D:8581:	N:GEXP::UBC:7316:	N:GEXP::SMARCD3:6604:	N:GEXP::GPC3:2719:	N:MIR::hsa-miR-221-3p:Corrected:	N:GEXP::ACTG1:71:	N:GEXP::TMSL3:7117:	N:GEXP::CYP4F11:57834:	N:GEXP::MATN2:4147:	N:GEXP::HSP90AA1:3320:	N:GEXP::C6orf168:84553:	N:GEXP::OLFM1:10439:	N:GEXP::TMBIM6:7009:	N:GEXP::STK32B:55351:	N:GEXP::MYH14:79784:	N:MIR::hsa-miR-203a:Corrected:	N:GEXP::XIST:7503:	N:GEXP::SERPINB5:5268:	N:GEXP::SMARCA2:6595:	N:GEXP::RHOD:29984:	N:GEXP::NEFL:4747:	N:GEXP::MCF2L:23263:	N:GEXP::SPRR1B:6699:	B:MUTA:LOF:PODXL::	N:METH:cg23706497:OTX2:TssD123:Shelf	N:GEXP::WNK2:65268:	N:GEXP::CEL:1056:	N:GEXP::SHH:6469:	N:GEXP::IRF6:3664:	N:GEXP::FERMT1:55612:	N:GEXP::TCF4:6925:	N:GEXP::TMEM51:55092:	N:GEXP::NTS:4922:	N:METH:cg07222309:MIR3663HG:TssD3812:Shore	N:GEXP::GLI2:2736:	N:GEXP::RAB6B:51560:	N:GEXP::SEL1L3:23231:	N:GEXP::DSG2:1829:	N:GEXP::ALCAM:214:	N:GEXP::SCN9A:6335:	N:GEXP::NDRG4:65009:	N:METH:cg12049688:RNF220:TssD5833:Shore	N:GEXP::CALB1:793:	N:GEXP::SYNPO2:171024:	N:GEXP::C9orf167:54863:	N:GEXP::TUB:7275:	N:GEXP::LRIG1:26018:	N:GEXP::SYNM:23336:	N:METH:cg07344528:RP11-24M17.4:TssU30:NA	N:GEXP::BDKRB1:623:	N:GEXP::FAM83A:84985:	N:METH:cg17205316:OTX2:TssD1781:Island	N:GEXP::TLE2:7089:	N:GEXP::PI3:5266:	N:GEXP::UGT1A7:54577:	N:GEXP::PKN1:5585:	N:GEXP::RNF222:643904:	N:GEXP::CDC42BPA:8476:	N:GEXP::LRP1B:53353:	N:GEXP::KIAA1549:57670:	N:GEXP::FAM69B:138311:	N:METH:cg13880950:RNF220:TssD5725:Shore	N:GEXP::GNG5:2787:	N:METH:cg20701977:NA:NA:Island	N:GEXP::RHCG:51458:	N:GEXP::PPP2R2C:5522:	N:GEXP::GEFT:115557:	N:METH:cg14868994:RP11-89K21.2:TssU136:Shore	N:GEXP::NUCKS1:64710:	N:METH:cg27061249:PHACTR2:TssU151:Shore	N:MIR::hsa-miR-129-5p:Corrected:	N:GEXP::DSG1:1828:	N:GEXP::NPDC1:56654:	N:GEXP::DEPDC7:91614:	N:GEXP::ABHD2:11057:	N:GEXP::ABCA2:20:	N:METH:cg20264068:CR1L:TssD142:Island	N:METH:cg05372242:SFTA3:TssU507:Island	N:METH:cg26053083:CALCB:TssD69226:Island	N:METH:cg09427998:LINC01097:TssD2527:Shore	N:GEXP::EHD4:30844:	B:MUTA:LOF:PTPRD::	N:MIR::hsa-miR-5589-3p:Corrected:	N:GEXP::PHC3:80012:	N:METH:cg08749108:RP11-175E9.1:TssD7720:Shore	N:GEXP::KATNAL2:83473:	N:GEXP::CDC14B:8555:	N:METH:cg22009488:NA:NA:Island	N:METH:cg02427443:COMMD4:TssU31:Island	N:GEXP::LMBR1:64327:	N:GEXP::GATS:352954:	N:GEXP::CEP68:23177:	N:GEXP::FAM190A:401145:	N:GEXP::CABYR:26256:	N:GEXP::GANC:2595:	N:GEXP::COCH:1690:	N:GEXP::JAKMIP3:282973:	N:GEXP::DDX60L:91351:	N:GEXP::WDSUB1:151525:	N:GEXP::RGS9:8787:	N:METH:cg07214715:ST3GAL5:TssU210:Shore	N:METH:cg18807485:LHX5:TssD6993:Island	N:GEXP::PRKAA2:5563:	N:GEXP::SLCO4C1:353189:	N:GEXP::NUDT7:283927:	N:GEXP::RHOQ:23433:	N:GEXP::PANX2:56666:	N:GEXP::PITPNM1:9600:	N:GEXP::PRKG2:5593:	N:GEXP::AKR1C4:1109:	N:GEXP::RHOG:391:	N:GEXP::GNG10:2790:	I:CNVR::RHOV:171177:	N:METH:cg15438207:NA:NA:NA	N:METH:cg14475758:HLA-DMA:TssD6:NA	N:GEXP::SDK1:221935:	N:GEXP::MED8:112950:	N:METH:cg03778788:RP5-921G16.1:TssU70:Island	N:GEXP::LOC100130093:100130093:	N:GEXP::PNLIPRP3:119548:	N:METH:cg14971325:LINC01586:TssD49:Island	I:CNVR::MGA:23269:	N:METH:cg16899280:TGFB2-AS1:TssD442:Shore	N:GEXP::RPS6KB2:6199:	N:GEXP::GPR85:54329:	I:CNVR::RHOD:29984:	I:CNVR::NBAS:51594:	I:CNVR::PAXIP1-AS2:100132707:	I:CNVR::AKIRIN1:79647:	I:CNVR::SYT12:91683:	I:CNVR::GRB14:2888:	I:CNVR::C11orf86:254439:	I:CNVR::C3orf79:152118:	I:CNVR::GALNT3:2591:	I:CNVR::HIST2H2BA:337875:	I:CNVR::LINC00624:100289211:	I:CNVR::HIST2H2BF:440689:	I:CNVR::NDUFS5:4725:	N:METH:cg12311600:ARL17B:TssU305:Island	N:METH:cg24294989:CAMTA1:TssD895330:Island
TCGA-IG-A5S3	ESCC_1	9077.8	70.415	1309.6	0	112.35	1292.1	1890.8	1184.8	7120.7	16522.0	1608.5	3189.3	3271.7	84.863	1699.9	1620.9	80.411	3.8547	12405.0	9967.0	71052.0	7942.5	3598.3	28478.0	52128	4478.1	35708.0	40503.0	490.72	4809.0	2088.3	16073	0.51894	5717.1	4655.5	3080.3	1171.0	623.61	19921.0	51436.0	4878.8	219.84	12386.0	521.95	21187.0	15116.0	2647.4	480.44	1044.4	25132.0	613.85	166.4	197.39	63351.0	5849.6	1.4372	3031.8	26253.0	313.76	319.58	13177.0	117.2	2875.2	29431.0	9473.3	2010.7	6610.8	360.59	145.12	1997.5	2712.8	0	0.24866	839.9	24.674	187.75	2062.7	1104.2	746.41	243.54	23.088	0.5354399999999999	258.37	325.58	2087.5	3631.5	469.95	15.499	2297.4	0.29419	1.7982	9715.5	62.46	1378.9	2617.1	6267.1	0.21936999999999998	35.150999999999996	382.65	0.58103	471.71	3004.8	43.678999999999995	557.82	32.236999999999995	1559.1	18.887	1095.6	343.0	0.56319	1174.3	0.032389	9547.4	846.44	380.04	0.53798	18717.0	0.11677	7.7457	232.85	992.69	44.628	1405.3	4967.6	0.40364	0.55737	0.35373000000000004	0.5392	541.32	1	0	2447.0	0.23355	120.05	727.09	0.70673	0.31240999999999997	1945.9	181.53	963.34	151.21	164.04	725.9	159.88	124.03	2262.7	192.65	4.9331	0.041708999999999996	0.0748	322.63	29.743000000000002	94.94	1136.5	96.137	1001.1	42.347	0.036881	527.92	477.36	0	0.048333	0.30257	1061.8	452.32	0.022305000000000002	158.96	21.659000000000002	0.096802	0	0.033214	491.28	17.779	-1	1	1	0	-1	1	-1	1	1	1	1	1	0	0.030467	0.022672
TCGA-IG-A625	ESCC_1	10486.0	29744.0	391.81	0	59439.0	2418.5	2871.4	1307.0	3325.3	46776.0	4758.9	16757.0	115220.0	40199.0	1131.8	16958.0	3500.5	10489.0	10504.0	32232.0	37876.0	10183.0	15605.0	15317.0	19378	14091.0	44844.0	38028.0	50325.0	6186.0	2696.4	24000	0.021388	4116.2	2525.4	2166.5	315.65	441.67	11619.0	33501.0	1687.3	50.483999999999995	8179.9	957.07	12599.0	16244.0	1354.3	142.25	1150.4	50846.0	214.48	3609.7	299.34	74743.0	7908.2	9357.2	2860.3	24457.0	473.15	6234.9	13926.0	45.508	16096.0	37520.0	548.9	16826.0	8603.6	417.54	4590.4	702.74	447.62	0	0.2008	4964.1	457.66	13.812999999999999	2657.5	1175.5	8034.5	127.39	7232.6	0.5979399999999999	1177.1	1406.9	1363.5	9258.6	8848.9	3863.3	6188.3	0.71877	4.4287	3735.4	132.23	603.98	5034.1	2519.7	0.041969	76.997	326.46	0.47947	88.32700000000001	420.71	1273.4	1005.3	13.12	4155.4	146.91	539.91	522.82	0.62921	1019.8	0.027586000000000003	5036.7	2709.6	223.98	0.067744	21044.0	0.10702	14.074000000000002	290.52	1052.1	48.498000000000005	23109.0	2265.5	0.6673	0.38443	0.066888	0.037868	809.84	0	0	3352.8	0.03288	131.66	768.5	0.43431000000000003	0.24813000000000002	1382.1	461.83	977.45	130.87	3824.3	390.57	169.22	624.81	356.19	320.6	56.293	0.19454000000000002	0.062162	512.9	242.98	132.28	2073.7	2048.2	905.17	16.67	7.4583	673.4	589.58	0	0.037712999999999997	0.02371	1641.7	493.37	0.012253	69.51100000000001	6.097	0.091788	0	0.033637	418.96	39.062	0	0	0	0	0	0	0	1	0	1	1	1	0	0.46613999999999994	0.025093
TCGA-IG-A6QS	ESCC_2	14147.0	635.99	69.681	0	2983.8	6599.1	1273.6	1814.0	896.42	58902.0	3763.0	7872.7	1336.9	512.53	1571.4	1103.2	133.83	9.5175	1533.2	10806.0	78951.0	29711.0	5961.3	2.1094	16488	38257.0	51708.0	150320.0	4932.8	24501.0	206.25	54446	0.086844	155.09	1502.8	738.65	150.21	10.24	99883.0	49939.0	131520.0	1347.1	10244.0	5039.2	38476.0	31267.0	157.5	2365.8	14472.0	35350.0	38.471	13.453	397.56	60518.0	47702.0	128.45	324.63	54093.0	10.817	228.44	16438.0	15.434000000000001	131.59	53842.0	0.0	7701.8	195.69	1694.3	2691.0	44.662	6282.9	0	0.038495999999999996	520.23	11.224	0.0	2091.9	729.94	563.81	526.86	0.32175	0.043608999999999995	246.14	20.115	177.21	1541.9	365.04	5.7245	178.25	0.15675	1.4575	696.61	1488.4	7.6042	237.93	1121.1	0.018781	420.13	2439.7	0.077937	15.33	3516.2	4.5503	421.23	21.708000000000002	563.7	1.4721	6.5009	39.019	0.68171	2854.5	0.025041	3446.3	2012.4	60.585	0.046341	8535.4	0.063284	1.7361	994.71	290.74	446.45	1255.2	203.65	0.17697000000000002	0.40718000000000004	0.098871	0.039019	1645.6	0	0	1723.9	0.02094	5.2858	329.47	0.019688999999999998	0.018862	387.22	50.711000000000006	495.38	0.0034468000000000003	14.464	729.7	5.1479	4.4728	1435.6	107.73	4.499	0.13257	0.061777	10.158	1.6265	172.93	699.15	249.93	1643.8	5.8746	0.41202	1654.1	1103.3	0	0.041229	0.07049	319.69	781.09	0.039106999999999996	42.541000000000004	110.93	0.077936	0	0.029764999999999996	2151.7	5.6846	1	0	-1	0	1	0	1	1	0	0	0	0	0	0.014005000000000002	0.13216
TCGA-IG-A8O2	ESCC_1	3038.0	45505.0	1422.9	0	101210.0	756.36	25186.0	1035.3	1502.6	12503.0	2152.6	2578.3	99846.0	55613.0	4846.7	11138.0	11021.0	10240.0	2949.6	8525.7	62882.0	7118.6	13231.0	14.568	30467	32301.0	60284.0	46917.0	26650.0	11145.0	1212.6	20506	0.34083	3.8464	8259.8	101.97	284.06	530.94	82284.0	47400.0	104.64	48.386	851.36	577.09	65008.0	23451.0	2302.0	510.41	1455.9	47553.0	95.29799999999999	306.41	288.15	46943.0	13570.0	5580.6	2574.1	18551.0	314.67	1505.0	23234.0	8.5685	5206.8	3870.2	1.2437	3379.7	1574.2	781.73	25.822	1347.2	198.68	0	0.12251	2894.9	55.857	0.8441200000000001	1164.1	751.02	1687.1	210.31	45214.0	0.17335	1551.5	155.8	1638.2	2565.9	2435.2	124.57	1020.6	0.65601	0.0	2360.1	343.95	180.63	3494.6	4685.2	0.026139999999999997	44.943999999999996	435.47	0.20561	400.22	10.585999999999999	36.952	2050.1	0.32325	1393.2	51.102	434.47	104.62	0.84854	2534.4	0.032776	27.375	1574.3	592.07	0.6106199999999999	11853.0	0.14994000000000002	8.4751	17.602999999999998	904.32	131.47	9635.7	1533.5	0.54574	0.40003	0.20555	0.041989	529.59	0	0	1588.0	0.31353000000000003	155.36	526.57	0.17720999999999998	0.022535	824.33	173.4	1660.4	40.296	1550.1	374.52	152.42	278.28	333.71	272.66	30.045	0.057177	0.043035000000000004	115.22	80.889	126.21	854.95	803.51	1033.6	38.575	1.8879	1059.1	273.47	-1	0.048277999999999995	0.022965	1228.7	808.68	0.15954000000000002	54.518	0.44719	0.18074	-1	0.24702	915.31	63.982	0	1	0	1	0	1	0	1	1	1	1	1	1	0.01761	0.022267
TCGA-IG-A97H	ESCC_1	8106.1	2739.3	1642.8	0	2249.4	2527.9	132.92	8040.8	968.75	45184.0	97.14200000000001	17106.0	823.67	1944.2	267.34	3244.1	2288.7	0.96888	8906.4	5674.0	46282.0	12224.0	10160.0	9.7705	29203	33769.0	36400.0	87190.0	1263.7	20565.0	112.62	29093	0.08228099999999999	1143.2	540.97	641.7	4275.3	2.844	53107.0	32973.0	33963.0	680.07	7582.7	1809.7	29942.0	21178.0	767.06	3179.3	12966.0	52562.0	99.696	29.26	514.46	26688.0	31789.0	581.68	1205.0	39999.0	99.51899999999999	1510.3	12339.0	41.113	3235.1	15762.0	0.48386999999999997	4280.0	1560.3	1924.3	334.36	449.64	7573.5	1	0.37895	500.35	38.665	1.5234	2431.9	4276.2	1002.4	812.74	0.74579	0.45278	751.2	216.22	1361.6	2405.2	1965.2	215.38	155.0	0.57284	2.3204	57.98	119.77	404.3	483.62	316.76	0.028477	256.71	1077.4	0.39724	89.351	28690.0	5.2532	580.74	1.933	588.45	0.010121	60.056000000000004	254.55	0.37229	2414.5	0.029175	52.321000000000005	2688.5	290.1	0.30141999999999997	22663.0	0.15202000000000002	2.391	55.552	186.09	210.41	1173.1	781.8	0.053443	0.35514	0.088443	0.34421999999999997	1209.0	0	0	2737.4	0.23831999999999998	17.904	123.06	0.5261	0.21831	812.0	65.683	791.95	16.51	171.16	790.68	33.539	15.494000000000002	1342.8	253.04	1.6738	0.037561000000000004	0.16448	22.846	3.6689999999999996	84.294	1170.5	842.13	1139.5	5.5012	0.036881	1077.1	634.76	-1	0.060034000000000004	0.17189000000000002	408.14	911.21	0.054769000000000005	46.901	3.3369999999999997	0.17135999999999998	-1	0.46047	712.21	46.038999999999994	1	0	-1	0	1	1	1	1	1	1	1	1	0	0.010748	0.015163
TCGA-IG-A97I	ESCC_1	19964.0	550.17	462.06	0	129.13	6152.7	5253.1	3608.8	4544.0	41684.0	1006.1	10119.0	1552.7	269.53	1469.5	2677.7	366.98	116.3	6167.7	5777.7	86412.0	22740.0	16983.0	158.75	19481	24810.0	60941.0	69894.0	2528.2	19475.0	739.67	49341	0.56852	169.93	4895.6	406.41	2272.6	11.780999999999999	64996.0	61686.0	19338.0	8331.7	19327.0	829.39	49461.0	41964.0	1659.2	6817.1	21200.0	47939.0	275.57	972.51	191.67	150640.0	20882.0	0.37753000000000003	1304.6	42595.0	54.196000000000005	603.3	19667.0	153.98	11733.0	15632.0	0.96244	5966.0	1314.3	491.87	300.58	527.57	7727.1	0	0.64735	306.7	587.28	0.094967	4710.9	1450.6	889.53	404.39	90.064	0.32191	108.44	133.21	561.98	7565.9	3571.5	283.75	455.42	0.5899800000000001	9909.8	584.88	49.196999999999996	75.987	2067.1	806.73	0.019402000000000003	52.806999999999995	4931.3	0.46202	194.02	1197.0	17.526	1353.7	6.2101	867.49	8.8099	224.83	105.92	0.66046	1134.6	0.036688	1237.4	499.4	308.69	0.33735	11135.0	0.037758	1.5595	89.805	542.99	78.199	3320.7	1228.8	0.5027699999999999	0.59355	0.36741	0.08253300000000001	1388.9	0	0	3111.1	0.31566	5.9496	220.47	0.59475	0.018383	1145.2	108.33	879.91	60.166000000000004	44.411	510.68	150.33	135.16	1081.6	97.48899999999999	42.394	0.037654	0.085641	605.99	94.59	135.87	812.64	473.6	851.91	23.153000000000002	0.9713200000000001	1125.3	450.5	0	0.051311	0.095212	899.51	655.62	0.09481200000000001	50.089	40.878	0.16687000000000002	0	0.031132999999999997	495.14	9.6774	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0096822	0.014371
TCGA-JY-A6FD	ESCC_2	4395.8	187.9	279.51	0	353.05	7029.5	12936.0	3690.4	1066.0	85190.0	188.58	5556.2	6337.3	222.92	987.68	1296.3	6.6894	0.96888	28617.0	2933.0	71615.0	16281.0	11140.0	94492.0	22878	26464.0	32158.0	99509.0	2064.3	40834.0	326.84	55581	0.06791900000000001	10999.0	439.54	30255.0	2993.6	8.8481	46439.0	27373.0	149900.0	112.79	5902.3	2845.2	72046.0	27232.0	16781.0	1786.5	5321.9	48748.0	52.793	5.5098	1425.3	99542.0	20112.0	47.403	581.52	26686.0	41.878	13.402999999999999	19722.0	2.9933	3517.7	196150.0	4772.3	17790.0	1735.8	2761.7	154.99	37.409	32673.0	0	0.41658	41.14	21.163	0.0	4338.3	1242.0	631.22	410.6	713.76	0.062015999999999995	142.22	47.31	1028.6	5506.6	2840.6	13.835	179.76	0.059361000000000004	14019.0	174.83	1633.1	15.595999999999998	166.82	1212.7	0.025837	113.22	12659.0	0.19733	47.607	6615.3	0.50656	292.19	94.765	679.34	1.681	21.586	59.11	0.11894	1810.2	0.027456	24696.0	1547.5	59.931000000000004	0.072999	6705.6	0.051976999999999995	2.9254	2214.6	99.973	219.75	2437.2	264.53	0.10302	0.2485	0.27458	0.14025	1992.1	0	0	1514.0	0.031686	12.789000000000001	303.09	0.026511	0.013175	717.12	41.623999999999995	237.14	6.3186	51.44	795.46	50.119	0.13316	1607.4	82.064	2.0727	0.049192	0.063083	15.387	9.5241	32.304	685.99	173.42	1077.8	7.5661	0.036881	1301.3	298.31	0	0.041999	0.026507999999999997	311.62	893.39	0.022184	31.226	63.166000000000004	0.081052	0	0.036028	1453.4	5.5998	0	0	-1	0	0	0	0	0	0	0	0	0	0	0.014726	0.056198000000000005
TCGA-JY-A6FE	ESCC_2	6719.8	462.51	3363.0	0	2223.4	7359.6	184.75	1500.8	708.53	10666.0	1241.4	6.8947	1754.1	928.6	5334.7	6908.8	3339.0	0.96888	1150.6	16894.0	49619.0	13558.0	8014.2	28.345	42083	9560.4	38470.0	102450.0	132.79	14634.0	1306.6	43288	0.021494	0.0	14496.0	4.1913	11.995	10.866	94393.0	137540.0	98.824	8.6596	3110.7	3316.0	61035.0	26124.0	4.229	135.18	50.247	24128.0	256.41	31.096	929.59	125610.0	223980.0	64.91199999999999	362.22	38736.0	68.431	89.477	15077.0	19.781	34.784	169.06	0.8972600000000001	1277.2	1412.7	1071.0	1.3328	44.36	9.9998	0	0.034601	161.56	17.646	0.0	64.13	679.48	554.57	261.8	68.85	0.53205	392.19	230.98	5110.2	3128.1	1876.1	7.4291	262.64	0.038303	0.54967	117.72	2205.8	516.98	1521.6	1033.8	0.026882999999999997	53.141000000000005	1369.1	0.042814	53.263000000000005	232.25	3277.9	3570.3	0.77785	1399.3	0.010121	403.46	94.99700000000001	0.04092	1849.8	0.022047	10.379000000000001	77.007	519.42	0.044846	12260.0	0.037979	0.66384	5.6957	680.75	203.65	3121.7	1616.3	0.012701	0.43881000000000003	0.40071	0.12557000000000001	1265.4	0	0	1319.6	0.018614	3.6698	676.56	0.01845	0.016729	518.94	200.42	486.99	1.7262	217.22	317.18	1047.2	9.7038	832.06	101.72	5.5879	0.059035000000000004	0.045279	2.2174	2.82	15.968	1043.7	168.48	1268.6	0.0	0.036881	1928.2	1577.7	0	0.042943	0.027127999999999996	1081.8	961.97	0.043637	70.014	0.44719	0.055016999999999996	0	0.029276	806.5	23.676	1	0	-1	0	1	0	1	1	0	1	1	1	0	0.014313999999999999	0.020312
TCGA-KH-A6WC	ESCC_2	2507.4	1099.9	188.9	0	2178.3	10635.0	524.21	22281.0	1034.8	221730.0	3254.0	16546.0	5906.7	1822.8	789.21	636.73	1132.5	39.792	241870.0	2448.3	61889.0	9732.9	47125.0	804030.0	22258	63997.0	18960.0	44281.0	10483.0	2711.4	445.15	37714	0.11575999999999999	70852.0	2871.9	102370.0	6453.8	341.27	13304.0	73252.0	170410.0	35.821	6624.9	4294.5	20886.0	30989.0	11179.0	1576.4	20878.0	61963.0	83.68700000000001	9.2409	458.15	92852.0	18696.0	618.14	621.0	16457.0	54.869	114.37	22138.0	7.6402	10257.0	162780.0	0.50276	11096.0	2910.2	3713.0	619.37	275.38	79882.0	0	0.20309000000000002	113.29	144.68	0.53383	1835.2	2036.6	583.67	409.69	32.266999999999996	0.14649	85.23899999999999	159.97	293.11	1944.6	459.04	26.514	2600.7	0.26124	2.3905	1601.3	934.47	70.42399999999999	523.13	1462.3	0.019413	300.79	8971.0	0.18267	212.27	10177.0	1222.3	346.0	718.61	473.6	3.7447	28.309	63.647	0.2171	1637.5	0.030655	194000.0	5153.8	84.84899999999999	0.15886	5412.0	0.054447	1.6487	13803.0	309.01	238.35	2401.7	513.59	0.15308	0.20315999999999998	0.17139000000000001	0.06737	1410.3	0	0	1191.4	0.030642000000000003	19.447	238.9	0.06514500000000001	0.031604	612.79	83.795	468.0	8.8178	40.353	948.56	7.246	10.345	1195.0	258.29	4.2582	0.062192	0.06731000000000001	407.16	5.6965	60.263000000000005	445.63	201.81	1197.3	15.264000000000001	0.036881	1673.4	183.01	0	0.041211000000000005	0.023399	83.21	1149.1	0.045810000000000003	20.352	643.71	0.13997	0	0.036237	2332.1	8.3564	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013816	0.033358
TCGA-L5-A43H	ESCC_1	12261.0	6370.9	1446.1	1	11230.0	1865.4	8822.3	1344.3	3513.1	44105.0	873.54	8032.7	3709.1	14464.0	1003.1	10431.0	2533.1	486.95	10907.0	25172.0	52031.0	11061.0	7374.6	2464.2	16613	44060.0	31712.0	47694.0	5133.3	24858.0	1827.5	21743	0.6491	3288.5	3146.4	4917.2	2474.9	602.38	32955.0	39029.0	21041.0	208.62	7638.9	882.48	19837.0	19876.0	1338.5	2401.5	2882.6	42783.0	517.22	251.47	248.76	114970.0	19832.0	2162.0	1138.6	34698.0	731.68	821.12	14555.0	225.52	13209.0	26612.0	0.98892	9255.3	1985.1	221.04	952.51	1551.0	6817.1	0	0.50492	2356.2	9725.8	22.412	5109.6	1987.7	2352.0	183.71	8404.5	0.43255	392.39	1138.1	1641.8	7111.5	7977.0	456.64	2572.8	0.46451000000000003	772.41	1989.6	60.236000000000004	145.59	1945.0	1750.2	0.035816	83.994	991.67	0.5049899999999999	135.59	5684.7	38.5	997.54	1.1408	1707.2	89.27	534.33	221.74	0.29585	1034.1	0.051168	3491.3	599.41	451.12	0.25158	16236.0	0.10430999999999999	2.6782	48.526	560.13	17.182000000000002	9570.2	1337.3	0.46383	0.44835	0.43595	0.35511	1035.7	0	0	4787.3	0.20184000000000002	50.824	988.47	0.56822	0.14565	1636.8	164.91	855.87	195.94	134.38	312.17	732.68	137.04	226.15	172.04	33.686	0.14687	0.18916	279.07	128.27	93.23899999999999	1853.7	396.39	648.95	50.479	0.64771	647.94	562.6	-1	0.064171	0.021318	4536.5	497.94	0.11827	44.791000000000004	0.44719	0.082696	-1	0.20263	539.88	22.265	-1	1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	0.29447	0.020769
TCGA-L5-A43J	ESCC_1	22996.0	298.07	17815.0	0	620.1	3981.5	6140.6	4730.4	4046.1	22975.0	2017.5	25199.0	1947.7	1792.0	1519.4	2284.2	599.66	1.5747	3160.1	40444.0	100610.0	11522.0	5473.5	40.41	32726	19622.0	28632.0	38648.0	344.74	13538.0	1733.4	56609	0.2807	115.55	2976.3	255.19	154.89	15.277000000000001	19577.0	56466.0	23164.0	404.1	8232.5	309.93	14462.0	38907.0	422.43	1486.1	722.72	41533.0	339.35	1058.4	403.29	108430.0	26611.0	33.751999999999995	149.45	61586.0	54.898	1834.3	17968.0	53.891999999999996	1780.9	10619.0	0.26666	12582.0	2111.3	844.35	452.29	136.91	1227.0	0	0.75637	28.429000000000002	146.12	1.3966	3091.0	3030.0	1017.9	177.19	0.26924000000000003	0.7017	48.299	237.33	2098.7	16999.0	12182.0	347.74	680.11	0.10031	110.51	2137.4	307.35	204.15	1127.8	872.77	0.046617	43.262	2846.8	0.031671	525.74	1422.7	20.554000000000002	1245.7	0.77484	898.31	0.32093	551.54	163.16	0.29498	1580.1	0.034293000000000004	951.02	577.6	225.41	0.30729	4575.8	0.077181	2.4067	88.948	604.11	210.33	5047.6	1684.9	0.21191	0.78268	0.31095	0.050058	982.88	0	0	2286.6	0.022459	22.011	639.62	0.39216999999999996	0.17564000000000002	1315.7	96.20100000000001	848.75	1.0972	92.494	235.15	96.83200000000001	29.195	476.94	154.33	13.649000000000001	0.12467	0.092443	37.609	3.675	77.587	1569.0	487.55	2556.7	18.325	0.35593	659.03	760.87	0	0.0573	0.022361000000000002	313.29	645.53	0.49585	27.636999999999997	1.3378	0.07734500000000001	0	0.023862	932.98	174.34	1	1	1	0	1	1	1	1	1	0	0	0	0	0.028572000000000004	0.01852
