LUSC	Labels	N:GEXP::AKR1C3:8644:	B:MUTA:LOF:HIST1H3C::	N:GEXP::AKR1C1:1645:	N:GEXP::TNFSF13B:10673:	N:GEXP::CLCA2:9635:	N:GEXP::FOXA1:3169:	N:GEXP::AKR1C2:1646:	N:GEXP::TXNRD1:7296:	N:GEXP::CYP4F3:4051:	N:GEXP::CD74:972:	N:GEXP::NQO1:1728:	N:GEXP::ABCC5:10057:	N:GEXP::MAOA:4128:	N:GEXP::NTRK2:4915:	N:GEXP::C3AR1:719:	N:GEXP::FGFR2:2263:	N:GEXP::SOX2:6657:	N:GEXP::GPX2:2877:	N:GEXP::SELPLG:6404:	N:GEXP::SFN:2810:	N:GEXP::CTSS:1520:	N:GEXP::BCL2:596:	N:MIR::hsa-miR-205-5p:Corrected:	N:METH:cg02275294:SOAT1:TssU388:Shore	N:GEXP::ARHGDIB:397:	N:GEXP::HLA-DMB:3109:	N:GEXP::CYP4F11:57834:	N:MIR::hsa-miR-193b-3p:Corrected:	N:GEXP::SLC9A3R1:9368:	N:GEXP::KLF5:688:	N:GEXP::ME1:4199:	N:GEXP::LCP2:3937:	N:GEXP::C3orf58:205428:	N:GEXP::TMEM116:89894:	N:GEXP::SERINC2:347735:	N:GEXP::ARRB1:408:	N:GEXP::ADAM23:8745:	N:MIR::hsa-miR-142-3p:Corrected:	N:GEXP::TP63:8626:	N:MIR::hsa-miR-196b-5p:Corrected:	N:GEXP::PTPRZ1:5803:	N:GEXP::ADH7:131:	N:GEXP::SRGN:5552:	N:GEXP::PHLDB1:23187:	N:GEXP::HLA-DRA:3122:	N:GEXP::SAMSN1:64092:	N:GEXP::CD86:942:	N:METH:cg24237439:RANBP3L:TssU89:NA	N:MIR::hsa-miR-429:Corrected:	N:MIR::hsa-miR-944:Corrected:	N:GEXP::CCRL2:9034:	N:GEXP::TMEM51:55092:	N:GEXP::DPYD:1806:	N:GEXP::PMEPA1:56937:	N:GEXP::HLA-DPA1:3113:	N:METH:cg19237753:SIRPA:TssD272:Shore	N:GEXP::APCDD1L:164284:	N:GEXP::PHC2:1912:	N:GEXP::CSF2RB:1439:	N:GEXP::RAB6B:51560:	N:GEXP::IL21R:50615:	N:MIR::hsa-miR-31-3p:Corrected:	N:GEXP::RAC2:5880:	N:GEXP::SCN9A:6335:	N:MIR::hsa-miR-378a-3p:Corrected:	N:GEXP::PITX1:5307:	N:GEXP::TRIM16L:147166:	N:GEXP::SOX2OT:347689:	N:GEXP::PTPRC:5788:	N:GEXP::FOXE1:2304:	N:METH:cg16970828:UBA7:TssD13:NA	N:GEXP::ITGAL:3683:	N:GEXP::PTPN22:26191:	N:MIR::hsa-miR-193a-5p:Corrected:	N:GEXP::C12orf54:121273:	N:GEXP::TINAGL1:64129:	N:GEXP::C1orf38:9473:	N:GEXP::ACSL5:51703:	N:GEXP::FHL2:2274:	N:GEXP::GBP6:163351:	N:GEXP::LOC730101:730101:	N:GEXP::LAPTM5:7805:	N:GEXP::CXXC5:51523:	N:GEXP::S100A16:140576:	N:GEXP::SNX31:169166:	N:GEXP::BEND5:79656:	N:GEXP::CHST10:9486:	B:MUTA:COMP:NFE2L2::	N:GEXP::SGEF:26084:	N:GEXP::TALDO1:6888:	N:GEXP::TMEM176B:28959:	N:GEXP::OSGIN1:29948:	N:GEXP::FAM107B:83641:	N:GEXP::PHLDA2:7262:	N:METH:cg18110535:LPIN2:TssU467:Shore	N:MIR::hsa-miR-152-3p:Corrected:	N:GEXP::GJB3:2707:	N:GEXP::TXN:7295:	N:GEXP::HLA-DOA:3111:	N:GEXP::CRIP2:1397:	N:GEXP::C12orf53:196500:	N:GEXP::PYGL:5836:	N:GEXP::C18orf1:753:	N:GEXP::MGAT4A:11320:	N:GEXP::ADCY3:109:	N:GEXP::CYSLTR1:10800:	N:GEXP::CXCR3:2833:	N:METH:cg21692936:SLC3A2:TssD353:Shore	N:GEXP::TMEM170B:100113407:	N:GEXP::SULT1C4:27233:	N:GEXP::FRAS1:80144:	N:MIR::hsa-miR-376c-3p:Corrected:	N:GEXP::FMO4:2329:	N:GEXP::HAPLN4:404037:	N:GEXP::MAGED4:728239:	N:GEXP::BLCAP:10904:	N:GEXP::SEMA4D:10507:	I:CNVR::ASIC2:40:	I:CNVR::RD3L:647286:	N:GEXP::TDRD7:23424:	I:CNVR::LOC100132781:100132781:	I:CNVR::GPATCH3:63906:	I:CNVR::ATP11B:23200:
TCGA-34-5240	LUSC_5	8752.3	0	58569.0	134.04	5559.4	106.79	56651.0	47495.0	4667.6	20704.0	11196.0	8468.6	221.58	12523.0	388.3	3935.3	11956.0	8406.5	288.78	40258.0	3634.6	314.2	8273.0	0.21811999999999998	1807.1	1490.0	6973.9	267.17	5273.2	7485.6	3275.0	257.9	2636.4	462.04	3297.1	78.46	2492.9	3533.3	13583.0	478.31	1489.7	10084.0	3321.1	416.27	16021.0	250.27	361.79	0.049591	141.01	120.6	75.191	474.03	370.5	334.18	4157.3	0.28418000000000004	10.534	1381.4	184.16	6471.1	35.961	35.251999999999995	2545.9	275.01	173.29	638.58	2032.8	607.7	922.27	3254.3	0.042059	160.91	71.195	69.01899999999999	0.3632	1733.4	422.45	112.97	399.56	4325.8	490.37	5079.9	136.94	15877.0	12.35	9.081	656.74	1	1893.2	10843.0	1465.3	4261.2	780.24	365.78	0.39729000000000003	696.5	509.63	15874.0	329.46	310.21	9.081	1196.5	96.985	549.58	1793.1	29.785999999999998	13.077	0.61568	185.25	9.4442	284.05	3.3396	87.904	1.0897	66.905	3284.8	1069.7	1	-1	830.0	0	1	1
TCGA-34-5241	LUSC_3	4464.5	0	10259.0	285.06	4562.1	804.86	8345.4	3362.8	21.379	38707.0	3141.1	2921.8	1729.6	7944.7	469.92	750.37	1700.3	1586.2	570.53	15567.0	5114.6	220.92	3775.0	0.045509	4543.7	2308.5	237.69	41.494	4373.9	2771.8	836.3	783.48	2034.0	265.77	3468.0	202.05	247.33	5226.9	5467.2	435.23	2902.1	1133.9	6925.2	904.21	32831.0	561.31	625.45	0.054189	61.338	121.77	108.57	437.64	855.59	1232.0	6589.0	0.049824	38.566	2868.2	376.02	203.73	132.31	5.8632	1330.5	32.278	192.13	3676.0	821.39	95.99700000000001	2002.1	330.33	0.015406999999999999	411.24	168.94	133.05	119.47	3973.6	874.03	504.3	1584.6	4636.3	135.82	7948.9	328.65	7139.0	48.208	119.89	121.57	0	119.05	4855.2	3261.8	345.42	1716.2	295.95	0.070655	435.68	678.26	4362.6	645.15	1251.7	18.445	2131.2	209.18	635.09	1185.0	63.718	50.723	0.027783	187.38	46.95	316.92	2.2551	770.07	13.414000000000001	303.69	2211.7	382.31	-1	1	665.69	-1	0	1
TCGA-34-5927	LUSC_6	1109.6	0	2448.3	26.73	1040.8	2486.4	5575.4	6514.2	111.01	10567.0	291.3	7654.9	2662.4	1690.0	80.46300000000001	7519.9	5776.4	1953.5	212.21	3425.1	1231.5	1995.8	15421.0	0.060579999999999995	1164.9	298.67	121.92	26.448	5469.3	6828.2	488.51	175.66	12087.0	160.38	1053.9	123.56	1894.8	1105.4	10843.0	642.12	6872.1	217.39	465.32	1499.3	4131.2	58.097	147.56	0.05878	295.04	272.5	24.548000000000002	252.57	397.95	895.73	959.83	0.055415	13.365	3042.3	122.74	688.71	46.052	6.2868	239.21	358.81	286.59	1237.2	212.02	128.2	313.12	374.77	0.030131	622.43	23.73	114.25	6.0006	135.83	222.02	213.57	266.76	405.86	1166.8	1310.0	57.552	2003.7	16.365	109.1	1152.1	0	1738.8	3560.6	680.25	56.733000000000004	647.25	48.005	0.068458	189.25	258.3	2418.3	259.66	585.88	196.11	241.94	151.11	353.76	1379.7	11.456	43.641000000000005	0.04125	254.48	201.57	4495.9	49.644	314.49	135.01	651.79	2396.2	828.91	0	-1	440.5	-1	0	1
TCGA-34-5928	LUSC_6	147.1	1	271.17	104.91	3381.3	200.7	530.02	1432.9	1.5964	31736.0	185.87	1427.5	567.42	270.94	402.07	1365.6	955.59	13.0	415.99	9503.4	2558.2	250.87	17208.0	0.07508	2403.1	688.98	15.964	42.047	1061.9	1133.0	116.08	492.62	1039.5	115.86	3808.9	189.52	311.08	620.41	3691.0	509.56	2960.5	0.6842	1750.6	1574.8	17001.0	371.06	293.75	0.06341799999999999	97.031	126.14	54.051	521.12	857.06	6395.8	3233.7	0.053739999999999996	741.43	3611.6	400.48	425.79	127.59	6.1747	1806.7	84.456	266.69	409.37	153.14	26.912	1100.9	110.61	0.025506	376.99	101.26	248.16	5.2455	2513.3	922.29	257.71	1979.6	194.08	94.19	4904.3	423.51	5586.9	11.859000000000002	89.40100000000001	377.9	0	191.8	2041.2	3838.3	108.33	1386.6	183.36	0.28924	610.41	1079.7	1878.3	548.72	1064.6	107.19	2460.1	425.79	530.93	932.01	14.14	49.946000000000005	0.068147	299.22	109.93	1620.8	8.821	121.56	30.688000000000002	451.25	1734.9	677.8	0	-1	261.36	-1	0	1
TCGA-34-5929	LUSC_6	339.3	0	1267.1	62.001999999999995	704.69	1406.0	682.22	2208.4	29.095	23334.0	153.1	5249.3	2044.0	1822.5	209.48	3761.2	8067.2	2358.7	342.51	10472.0	1592.2	4474.1	28397.0	0.030387	1820.5	496.41	84.675	26.576999999999998	2569.9	7750.4	434.61	263.06	10833.0	115.78	2672.5	136.84	2502.9	914.16	17698.0	1184.5	2105.0	2.4078	1299.2	1401.2	5312.1	149.49	252.82	0.056989	479.92	246.88	49.16	278.71	272.69	969.35	2340.4	0.039236	713.72	3931.0	468.92	181.99	93.93299999999999	0.21964	368.4	47.494	175.93	2338.8	138.54	165.34	518.49	96.915	0.030273	247.2	31.703000000000003	232.82	26.686999999999998	598.75	631.05	483.97	246.0	854.18	276.7	2218.8	41.535	4110.2	55.781000000000006	231.35	1551.4	0	1494.5	2427.7	1083.7	62.403	1095.2	38.926	0.056047	228.43	407.32	1047.4	209.68	454.48	41.535	187.21	105.94	663.36	1698.9	14.447000000000001	43.742	0.050627	171.56	65.814	2664.3	4.8322	46.15	348.53	295.29	1739.7	877.25	0	-1	489.39	-1	0	1
TCGA-34-7107	LUSC_2	12857.0	0	54901.0	96.693	10300.0	91.45700000000001	42659.0	3386.3	668.82	26998.0	3780.8	25977.0	1665.1	32639.0	374.9	2473.5	6107.0	8741.8	445.06	14846.0	1842.0	851.03	26738.0	0.12178	1451.4	883.85	2362.2	98.887	4821.7	10702.0	2633.4	384.33	1287.7	632.17	1337.3	125.67	4506.9	3577.4	34523.0	872.19	1259.8	1843.1	816.48	1232.2	8593.1	135.09	246.09	0.060958000000000005	65.633	289.37	69.116	191.99	213.98	789.95	4421.0	0.030797	33.510999999999996	1203.6	281.0	1203.2	129.62	1.4585	813.68	1044.4	855.56	2038.9	1698.9	383.28	674.4	5081.1	0.030104000000000002	378.04	43.63399999999999	214.69	15.708	409.11	402.13	185.71	767.26	3070.8	632.87	3669.4	102.28	5890.6	13.614	11.17	127.76	0	998.34	7456.5	1318.4	866.04	636.01	114.84	0.21570999999999999	874.52	614.01	5262.9	543.5	715.94	35.605	1218.6	220.26	326.38	3138.1	23.039	45.03	0.5585	42.236999999999995	8.7268	639.85	4.6672	52.361000000000004	15.359000000000002	230.61	3185.3	1099.9	0	0	855.92	1	-1	1
TCGA-34-8454	LUSC_4	1153.2	0	1114.0	166.39	19213.0	2381.1	327.42	1564.4	10.322000000000001	53456.0	814.2	3777.9	2357.1	1234.5	404.21	1644.5	1741.1	1183.3	889.76	18403.0	2436.8	318.75	16003.0	0.091338	5163.1	1317.9	327.0	34.579	4064.8	12425.0	471.1	954.58	557.8	109.41	6283.6	310.07	14.864	4182.9	17858.0	375.68	1547.1	1656.1	2801.4	1150.7	17340.0	490.5	420.73	0.080913	137.23	237.37	56.978	680.02	2382.7	1494.2	7313.4	0.04525	36.746	2312.1	815.44	109.0	312.84	0.36019	1863.3	30.553	576.67	4297.7	203.2	43.766000000000005	2318.7	1042.9	0.028051	1050.4	167.22	362.0	120.15	2461.6	847.65	1677.5	1585.5	3377.0	140.79	6067.3	226.67	6225.4	198.18	13.625	63.997	0	284.48	2445.1	2061.9	212.63	1134.2	139.14	0.4105	584.96	1322.0	3395.5	845.58	1214.7	7.019	774.98	279.11	337.74	2537.3	49.958999999999996	142.86	0.065973	73.906	31.379	101.98	2.8816	564.0	6.1932	176.13	3590.4	1013.6	0	0	343.52	0	0	1
TCGA-34-8455	LUSC_3	2036.9	0	6554.6	44.103	53775.0	1537.9	7128.5	3376.3	119.37	20129.0	3097.3	9590.6	6154.8	4329.8	185.04	1252.6	1713.3	6805.9	360.98	24390.0	1415.2	128.48	17263.0	0.063489	1560.4	351.87	695.11	89.545	6359.1	13818.0	337.49	244.97	620.33	85.331	6352.4	98.75399999999999	8.1496	1769.6	9082.5	388.66	4936.7	7559.4	1391.7	1839.4	4974.6	158.2	157.24	0.075416	100.89	142.71	61.361000000000004	267.98	2336.1	2416.1	2060.0	0.04405	248.8	2704.2	285.71	149.57	34.554	55.75899999999999	1767.5	41.227	591.14	1445.8	258.35	43.623999999999995	483.7	171.62	0.022871000000000002	195.11	34.995	352.75	85.331	5364.8	366.25	1233.9	2568.6	1426.2	172.58	2199.9	176.89	13467.0	147.17	33.078	69.51100000000001	0	206.14	4649.1	848.99	247.84	1032.6	567.11	0.2367	486.0	2353.8	2631.3	522.05	1797.2	10.546	4102.6	81.975	179.77	1467.7	21.572	25.406999999999996	0.11637	29.721999999999998	28.284000000000002	344.68	2.1264	269.42	3.3557	392.3	4670.7	419.46	-1	1	273.25	-1	1	1
TCGA-34-8456	LUSC_2	17578.0	0	19873.0	31.711	6092.9	967.74	8901.0	6564.2	373.43	19130.0	3333.5	6379.4	1138.9	20072.0	177.69	3798.2	16992.0	7134.5	307.27	7603.1	1183.2	803.17	9218.5	0.09450800000000001	1668.7	500.27	1953.5	136.62	5884.1	8445.0	843.63	255.88	1690.5	1318.8	1898.3	117.0	6650.1	2237.1	7324.8	2343.4	4739.8	5038.3	821.21	1168.9	6411.7	114.82	137.78	0.067126	120.94	91.45299999999999	27.884	248.22	187.53	469.11	2318.8	0.044601999999999996	2.187	1557.1	229.63	2763.3	52.772	7.0923	1097.9	2393.3	359.09	1813.0	925.6	28261.0	570.26	1722.8	0.08188	287.04	42.646	106.38	1.0935	380.54	393.66	106.07	394.75	1196.3	4307.3	3378.9	89.666	2523.2	62.876000000000005	132.86	2939.9	0	1097.9	8916.4	704.21	1727.7	272.28	212.69	0.13837	1544.3	559.87	3756.7	324.22	545.11	18.589000000000002	479.5	149.81	595.95	3452.1	15.309000000000001	38.819	0.42058	221.43	25.697	3399.7	0.74656	65.61	45.593	252.51	2409.5	1224.2	0	1	369.05	-1	-1	1
TCGA-34-A5IX	LUSC_3	75.45100000000001	1	305.18	12.387	20004.0	31.531999999999996	107.55	1078.3	5.6306	16293.0	74.887	3112.6	2070.9	510.7	129.5	412.73	530.97	15.203	186.94	51134.0	596.85	94.595	22225.0	0.2168	1236.5	393.58	11.824000000000002	314.57	1886.8	4595.2	387.95	359.23	904.84	52.365	16461.0	195.38	117.12	2172.8	5147.5	283.38	4060.8	19.707	815.32	369.93	5921.7	119.37	162.16	0.27061	413.13	120.12	42.793	985.36	934.68	5012.4	1739.9	0.048833999999999995	113.18	3760.1	158.22	681.31	39.385999999999996	11.946	2296.2	14.077	238.25	956.08	255.1	5.6306	340.65	247.19	0.039386000000000004	127.81	42.793	277.08	50.113	7605.9	372.75	135.7	1737.6	764.08	48.986000000000004	2377.8	32.095	20006.0	1.1261	8.4459	214.53	0	144.14	3872.8	488.18	39.414	1073.8	773.09	0.41247	124.44	4698.8	3933.0	336.71	282.1	3.3784	2397.5	105.86	490.99	991.97	6.7568	19.144000000000002	0.09804199999999999	49.55	0.5631	40.541	5.9729	177.93	2.8153	51.188	4244.4	532.66	-1	-1	261.82	-1	1	1
TCGA-37-3783	LUSC_3	737.54	0	442.22	171.55	14160.0	196.2	733.44	1549.6	16.949	49385.0	2240.4	1771.4	1193.1	35.439	426.81	54.443000000000005	237.8	374.94	495.12	60499.0	5269.1	83.719	22536.0	0.24979	5467.4	4059.6	27.735	359.23	8655.4	5748.3	990.75	958.91	727.79	110.94	2621.5	213.15	7.7042	2380.8	6791.0	417.56	161.79	28.249000000000002	10391.0	328.71	55044.0	812.53	498.2	0.054861	34.541	54.498000000000005	263.48	805.34	1665.1	1325.6	7763.7	0.078688	41.089	1776.1	346.17	217.77	115.53	2.8145	2602.5	12.84	912.65	2517.2	455.0	90.90899999999999	2106.8	229.07	0.033178	336.93	269.13	1106.6	142.78	2298.9	603.49	1348.2	1211.1	2352.8	23.113000000000003	7630.2	203.39	23888.0	8.7314	5.1361	124.81	0	33.385	3088.3	1328.7	52.388000000000005	1328.7	571.65	0.39045	282.72	3148.9	5825.4	356.96	557.27	5.1361	2502.3	187.47	633.8	1515.6	48.793	82.691	0.017991999999999998	61.12	4.1089	9.7586	0.76758	98.1	2.5681	40.878	2469.9	345.66	0	0	1132.5	0	0	1
TCGA-37-3789	LUSC_3	786.58	0	1225.4	71.436	6397.8	148.37	1828.3	3135.7	127.17	31606.0	1895.8	2708.7	728.88	469.43	565.99	636.25	276.71	1970.4	429.4	31867.0	2055.2	78.893	11331.0	0.08064	2216.1	3150.6	412.91	114.07	1473.1	7746.4	650.38	886.66	365.81	96.948	3061.9	131.49	250.81	7356.0	8615.4	683.87	1379.3	89.883	4898.4	1059.0	25380.0	530.66	357.57	0.11268	276.63	246.97	102.44	873.71	1023.3	5973.9	6498.7	0.058896000000000004	69.866	3033.3	326.17	155.43	99.26	131.76	1958.6	88.678	784.83	2160.7	176.98	14.915	1168.1	342.26	0.036938	266.9	137.77	89.54799999999999	21.588	4288.5	492.59	786.58	3103.5	492.2	51.81	5043.7	578.94	13630.0	2.7475	4.3175	181.73	0	41.213	2760.1	765.77	131.88	924.35	453.34	0.12645	894.91	4814.1	5312.1	655.48	1389.1	2.355	1005.2	122.46	517.71	1352.0	20.803	55.343	0.088238	73.006	1.9625	42.39	30.8	28.653000000000002	25.05	84.463	3381.8	686.49	-1	1	811.7	0	0	1
TCGA-37-3792	LUSC_1	752.68	0	884.2	801.38	151.07	176.76	752.68	4971.6	50.997	104820.0	4577.1	1111.6	105.06	128.83	3381.9	41.028	33.742	84.35600000000001	1701.3	9742.0	10638.0	102.76	1907.4	0.057596	7176.0	4666.0	180.22	95.104	1319.8	1541.4	564.03	2492.3	529.52	158.36	1894.6	485.81	59.431999999999995	11071.0	342.79	727.34	42.56100000000001	49.463	25718.0	1007.3	42209.0	1655.3	2509.2	0.07598300000000001	28.799	2.679	468.94	1150.7	5008.4	2153.9	13353.0	0.071935	14.571	3115.0	1033.7	288.34	343.65	253.83	2632.3	49.847	109.17	434.43	228.47	1.9172	5302.9	332.44	0.033366	1205.5	315.57	162.75	0.7669	2809.4	1653.0	949.39	1970.1	105.06	241.18	26207.0	169.86	3244.2	1.1503	1.9172	187.88	0	96.242	2408.7	5079.4	154.91	1744.2	839.72	0.047844	477.53	806.75	4439.4	822.85	1743.5	0.7669	3475.1	161.43	2143.0	1020.9	142.25	73.62	0.15005	243.87	14.571	157.98	0.66974	60.966	5.1764	90.18799999999999	1846.6	996.93	1	1	1482.0	1	-1	1
TCGA-37-4130	LUSC_1	38762.0	0	5612.2	315.9	9.872	318.37	8764.5	2811.7	94.40100000000001	71124.0	15245.0	708.93	204.84	93.78399999999999	342.43	263.46	63.551	6253.3	902.67	149.96	10510.0	101.19	58.43	0.051363	7437.9	8796.5	19.744	64.191	2607.4	6625.3	1853.5	1520.3	461.51	238.78	1121.1	441.15	235.69	12104.0	62.317	129.2	1.851	15.425	11332.0	369.58	119030.0	1694.9	832.95	0.027096	107.81	4.1148	273.33	410.92	747.18	109.83	18466.0	0.050923	4.319	1994.1	839.12	78.359	309.7	1.6459	3398.4	16.042	355.52	396.11	188.19	3.702	5499.9	5.553	0.16795	1514.7	705.85	68.306	0.0	2750.6	1036.6	4518.9	328.24	14.808	770.01	11412.0	560.24	810.74	0.617	56.763999999999996	156.1	0	85.76299999999999	4721.3	3200.4	335.03	2493.3	29.616	0.050452	88.057	0.617	9528.3	1126.0	390.56	2.468	671.91	378.84	1965.1	646.26	90.699	354.77	0.023802	456.58	25.914	2345.8	1.6459	68.487	31.967	569.14	1145.2	644.76	0	-1	1063.1	-1	-1	1
TCGA-37-4133	LUSC_5	138930.0	1	294400.0	161.87	1227.2	2482.8	128380.0	18224.0	4792.3	28450.0	50271.0	8089.2	2607.0	3346.8	355.24	1064.4	5117.4	24577.0	239.31	38967.0	6328.8	95.811	30391.0	0.076894	3608.0	2058.0	6138.5	165.77	4223.6	3453.6	12619.0	416.06	4308.9	875.86	1505.8	366.62	565.24	3232.2	2939.9	747.52	3840.3	3177.5	3594.0	417.81	25023.0	344.31	387.62	0.025586	111.35	115.73	80.499	280.43	961.61	202.12	4926.6	0.088978	14.0	1068.8	121.19	640.05	92.749	31.276999999999997	1249.5	817.92	296.51	370.12	5225.7	423.49	1021.5	104.56	0.038804000000000005	215.25	97.999	68.81	8.7499	589.3	374.49	171.94	415.18	979.11	543.37	5834.0	123.81	6954.8	267.31	41.998999999999995	105.87	0	175.0	12159.0	1559.2	3689.8	2571.2	337.31	0.25723	290.25	356.99	25040.0	375.37	356.99	1.3125	960.3	70.436	451.06	1556.3	44.187	64.311	0.51623	270.81	5.2499	62.562	0.62554	618.18	3.0625	243.09	1006.7	719.24	1	1	766.49	1	-1	1
TCGA-37-4135	LUSC_1	8421.9	0	8245.7	151.07	153.16	455.83	15522.0	4032.9	33.455	17060.0	21292.0	1620.0	139.57	133.3	259.28	75.797	816.52	611.61	213.28	3210.1	2806.1	798.75	2496.6	0.030795	1767.9	2425.0	352.85	154.46	1540.5	767.9	3079.5	261.37	642.45	288.55	1448.5	253.53	43.91	1786.6	602.2	20.595	35.023	132.25	3748.6	415.06	22762.0	209.1	414.01	0.020988	140.56	8.7528	87.29700000000001	635.13	360.17	809.52	5027.2	0.04374	29.273000000000003	2367.5	71.615	2768.9	44.956	4.6338	473.6	32.933	270.82	406.17	438.58	125.98	575.54	9.932	0.029922000000000004	108.21	70.57	91.647	0.0	2651.9	415.58	521.17	393.62	35.546	624.67	5365.4	315.73	4830.1	1.0455	181.39	96.70700000000001	1	110.3	8327.8	2037.6	138.53	1402.0	249.35	0.04373	132.32	23.0	4544.7	292.73	1074.8	2.6137	665.97	355.46	1175.1	421.07	40.774	18.819000000000003	0.018940000000000002	135.39	20.91	194.46	1.5446	73.183	1.0455	358.82	1162.6	417.15	1	-1	631.47	-1	0	1
TCGA-37-4141	LUSC_1	188.76	1	486.75	148.82	12.288	539.66	80.215	3464.9	45.74	32370.0	7581.2	968.38	82.26299999999999	57.345	332.46	243.72	310.62	9333.6	317.11	38890.0	2359.0	80.556	206.82	0.034547	2287.3	1783.8	200.71	75.107	647.18	1127.5	1770.9	535.22	481.63	217.78	784.74	157.36	32.769	4154.8	86.359	877.88	1596.1	5.4614	2783.6	1166.0	21237.0	299.36	291.5	0.23648000000000002	303.69	5.9868	70.657	1110.7	293.21	1770.9	6443.8	0.068367	96.258	3543.8	208.22	349.87	166.9	58.235	611.34	31.061999999999998	56.602	636.26	86.352	71.34	1068.7	32.769	0.068133	391.52	96.941	191.58	0.0	1404.3	408.24	507.23	562.87	7.8508	546.49	5114.6	757.09	2381.2	1.3654	36.865	317.11	0	43.00899999999999	2301.7	1149.3	385.03	2348.8	82.604	0.08999	181.78	34.817	2268.9	618.85	774.84	11.606	6931.6	439.99	656.4	507.78	38.571	64.513	0.016551	179.54	79.532	219.48	2.177	45.398	11.469000000000001	341.8	808.29	588.13	-1	0	327.69	-1	1	1
TCGA-37-5819	LUSC_1	17046.0	0	42328.0	52.174	13.610999999999999	3002.3	32828.0	21568.0	46.503	31741.0	27641.0	1325.9	595.46	20.038	146.31	26.465	1287.3	9869.6	483.55	1900.9	1769.4	539.13	222.98	0.028249	2376.9	710.4	187.15	128.05	1896.8	441.97	1693.0	294.9	445.37	404.92	618.52	2387.2	67.675	3226.1	29.868000000000002	15.033	15.501	4.1588	863.89	1934.2	8449.1	105.48	165.59	0.47021999999999997	244.42	1.1135	44.611999999999995	520.23	169.38	615.5	3282.4	0.06941900000000001	18.147000000000002	3418.5	217.39	397.35	102.66	6.9595	1054.8	419.99	55.119	839.7	1494.3	23.441	612.85	1.5123	0.043498	530.43	44.611999999999995	80.452	0.0	506.99	532.33	497.92	859.36	6.4272	311.91	3153.9	1923.6	2091.5	0.3781	61.626000000000005	204.91	0	443.1	11415.0	6536.9	1345.6	827.22	213.99	0.035913	77.39	8.6957	7452.6	310.02	8184.9	15.501	3530.8	288.09	3217.8	772.4	24.197	158.41	0.045005	131.57	11.342	96.03	2.227	18.904	6.6352	27.274	2899.4	684.69	0	1	881.28	0	-1	1
TCGA-37-A5EL	LUSC_3	6041.4	1	5475.7	2.6676	890.96	540.51	8373.5	4963.3	159.72	15302.0	2248.8	9197.1	790.93	2973.7	32.344	777.26	1237.8	6936.0	91.03	17874.0	2441.8	64.021	11977.0	0.24101	2329.4	271.09	535.18	47.321999999999996	2592.5	8095.0	697.57	77.359	771.59	141.38	3164.7	54.352	1624.2	1952.6	6571.9	977.84	1972.0	13.671	177.39	792.26	8589.9	72.024	231.74	0.041166	47.321999999999996	26.535999999999998	13.671	300.43	389.46	8245.1	2848.3	0.20733000000000001	8.3361	1286.1	20.34	259.75	6.6689	14.152000000000001	1998.0	14.620999999999999	430.76	1174.7	455.41	30.01	141.71	901.3	0.023485	80.694	30.343000000000004	352.92	12.337	8857.3	103.03	299.77	1755.6	270.42	553.85	650.22	53.018	7583.9	6.002000000000001	5.3351	116.04	0	54.352	5765.3	1324.4	296.1	502.5	1238.8	0.41891999999999996	521.43	2659.9	11019.0	776.59	1398.1	121.37	3029.3	22.006999999999998	58.353	4218.2	2.0007	12.671	0.5918399999999999	32.010999999999996	1.3338	16.672	2.2113	396.47	67.376	254.71	7270.4	875.62	1	1	449.48	1	-1	1
TCGA-37-A5EN	LUSC_2	24553.0	1	23407.0	23.570999999999998	4432.9	546.43	31031.0	6444.3	500.71	18545.0	4830.7	21386.0	1090.7	8390.7	110.71	8805.0	22024.0	11532.0	265.0	11624.0	1245.0	306.43	14349.0	0.25474	1428.6	615.71	1732.9	63.355	3377.9	19594.0	1397.1	255.0	2102.1	348.57	2848.6	48.571000000000005	1417.9	4165.2	9187.9	355.47	1480.0	7012.9	675.71	693.57	7740.0	127.14	132.14	0.049119	176.64	265.9	22.143	267.86	85.714	557.14	2535.0	0.053021000000000006	1.4286	1156.4	293.57	3650.0	46.771	0.6241800000000001	896.43	244.91	820.18	1205.7	1109.2	12189.0	669.29	2989.3	0.22007	365.0	37.857	174.46	3.5714	385.71	254.29	104.29	260.71	1072.1	2433.6	2013.6	83.571	7282.1	12.142999999999999	40.714	1032.9	0	2126.4	6417.9	542.86	828.57	459.29	180.71	0.20432999999999998	501.22	1052.9	10995.0	364.29	473.57	267.14	2202.1	209.29	565.71	4759.2	9.2857	40.0	0.5612199999999999	175.71	5.7143	1140.0	6.2418	87.85700000000001	35.0	368.06	3210.7	1447.9	1	0	379.29	0	-1	1
