CESC	Labels	N:GEXP::TMPRSS2:7113:	N:GEXP::DSP:1832:	N:GEXP::KRT5:3852:	N:GEXP::TOX3:27324:	N:GEXP::EPCAM:4072:	N:GEXP::CYP4F3:4051:	N:GEXP::ABCC5:10057:	N:GEXP::SPRR3:6707:	N:GEXP::C17orf28:283987:	N:GEXP::PVRL1:5818:	N:GEXP::AKR1B10:57016:	N:GEXP::SOX2:6657:	N:GEXP::A2ML1:144568:	N:GEXP::TRIM2:23321:	N:GEXP::GPX2:2877:	N:GEXP::SPRR1A:6698:	N:GEXP::AGR2:10551:	N:GEXP::C5orf32:84418:	N:GEXP::SH3BGRL2:83699:	N:GEXP::SFN:2810:	N:GEXP::FUT6:2528:	N:MIR::hsa-miR-3074-5p:Corrected:	N:GEXP::CLDN3:1365:	N:GEXP::KRT13:3860:	N:MIR::hsa-miR-193b-3p:Corrected:	N:GEXP::PRR15:222171:	N:GEXP::TTC39A:22996:	N:GEXP::PKP1:5317:	B:MUTA:COMP:ERBB2::	N:GEXP::DNALI1:7802:	N:GEXP::ABCA13:154664:	N:GEXP::TMPRSS4:56649:	N:GEXP::CXCL17:284340:	N:GEXP::C10orf81:79949:	N:GEXP::CEACAM5:1048:	N:GEXP::SPRR1B:6699:	B:MUTA:COMP:EYA4::	N:GEXP::DSC3:1825:	N:GEXP::ADH7:131:	N:MIR::hsa-miR-944:Corrected:	N:GEXP::UGDH:7358:	N:GEXP::C3orf54:389119:	N:GEXP::EMP1:2012:	N:GEXP::C10orf99:387695:	N:GEXP::BNC1:646:	N:GEXP::ZNF385A:25946:	N:GEXP::ASRGL1:80150:	N:GEXP::ARHGEF38:54848:	N:GEXP::TMPRSS11A:339967:	N:GEXP::JUP:3728:	N:GEXP::SHROOM3:57619:	N:GEXP::RARG:5916:	N:GEXP::THBD:7056:	N:METH:cg12275348:SOCS2:TssD133:Island	N:GEXP::FAM83C:128876:	N:GEXP::ARMC3:219681:	N:GEXP::C9orf125:84302:	N:GEXP::CRYM:1428:	N:GEXP::TMPRSS11D:9407:	N:GEXP::VSNL1:7447:	N:GEXP::B4GALT4:8702:	N:GEXP::CSTA:1475:	N:GEXP::LOC642587:642587:	N:GEXP::ATP7B:540:	B:MUTA:LOF:CYP7B1::	N:MIR::hsa-miR-181c-3p:Corrected:	N:GEXP::DSG3:1830:	N:GEXP::PRICKLE3:4007:	N:METH:cg05140069:PDPN:TssD78:Island	N:GEXP::KLK12:43849:	N:GEXP::IVL:3713:	N:GEXP::SPRR2C:6702:	N:GEXP::GPR87:53836:	N:GEXP::ATP13A4:84239:	N:GEXP::BICD2:23299:	N:GEXP::TMEM40:55287:	N:GEXP::RAD51AP2:729475:	N:GEXP::IGSF3:3321:	N:METH:cg03794550:GAS2:TssU592:Shore	N:GEXP::SPRR4:163778:	N:GEXP::SPINK5:11005:	N:GEXP::C8orf31:286122:	N:GEXP::C9orf3:84909:	N:GEXP::CLCA3P:9629:	N:GEXP::CPA6:57094:	N:METH:cg25970832:DSC3:TssD1057:Island	N:GEXP::C2orf70:339778:	B:MUTA:COMP:DKK3::	N:GEXP::FREM2:341640:	N:GEXP::OSBPL10:114884:	N:GEXP::TMPRSS11B:132724:	N:GEXP::TMEM79:84283:	N:GEXP::BMPER:168667:	N:GEXP::CTNNBIP1:56998:	N:GEXP::CHRNB4:1143:	N:GEXP::OAS2:4939:	N:MIR::hsa-miR-449c-5p:Corrected:	N:GEXP::PLCE1:51196:	N:GEXP::C4orf19:55286:	N:GEXP::BSN:8927:	N:GEXP::C2orf39:92749:	N:GEXP::?:729884:	N:GEXP::RNF126P1:376412:	N:METH:cg04553707:RP11-763E3.1:TssD27631:Shore	N:GEXP::LOC643008:643008:	N:METH:cg03393638:ATN1:TssU132:Island	N:GEXP::BTBD10:84280:	I:CNVR::LRRC38:126755:	N:GEXP::CYP2C18:1562:	N:GEXP::C1orf194:127003:	N:METH:cg06899953:ZNF878:TssD76:Shore	N:GEXP::PGAM2:5224:	N:METH:cg24310038:CAMK1G:TssD2180:NA	N:METH:cg27382164:RP11-46H11.12:TssD308:Island	N:METH:cg17147211:RP4-712E4.2:TssU41:Island	N:GEXP::HOXB4:3214:	N:GEXP::RPL13AP17:399670:	I:CNVR::MIR601:693186:	I:CNVR::ULK4:54986:	I:CNVR::PID1:55022:	I:CNVR::PCNP:57092:	I:CNVR::DLGAP2:9228:	I:CNVR::EMR4P:326342:	I:CNVR::hsa-mir-548i-4:-1221:	N:METH:cg08855288:NKAIN3:TssD66:Island	N:METH:cg01924448:NFIB:TssD624:Island	N:METH:cg02232320:RP11-345M22.2:TssU222:NA	N:METH:cg13690989:MEF2C:TssD240:Island	N:METH:cg16218980:RGMA:TssU108:Island
TCGA-C5-A1BM	CESC_1	707.11	75399.0	401420.0	0.0	346.21	369.78	2426.2	75418.0	42.89	9710.2	721.79	1448.2	15311.0	825.73	1557.6	44754.0	377.51	416.92	170.79	114590.0	375.58	1.5744	15.07	352820.0	72.16	22.410999999999998	704.79	50801.0	0	5.0232	386.4	4673.1	23030.0	58.733000000000004	23143.0	27272.0	0	27050.0	497.68	130.15	363.6	141.81	15943.0	1110.5	1091.2	3349.3	153.4	1.932	3738.4	51313.0	352.01	3465.6	1593.5	0.048862	998.45	0.0	202.09	3.864	7516.6	2649.2	1532.1	14561.0	3164.2	20.866	0	21.254	60954.0	313.76	0.022654	15.456	23504.0	654.17	4934.7	321.1	5179.3	1481.1	12.751	3022.0	0.089452	128.67	29278.0	1.5456	2728.2	65.688	89.258	0.053962	0.0	0	2.3184	146.06	873.26	2452.9	0.0	2696.7	31.298000000000002	3916.5	0.0	194.75	1457.9	1.1592	0.0	2296.0	5.0232	0.065848	410.74	0.09289700000000001	1597.4	1	114.83	0.0	0.2687	94.281	0.028473000000000002	0.019393	0.021319	222.57	0.3864	0	-1	0	1	1	0	0	0.054140999999999995	0.53474	0.069772	0.04797	0.05335
TCGA-C5-A1BN	CESC_2	131.05	40981.0	289750.0	9.5632	3373.0	106.26	535.89	30.461	88.194	7652.4	142.03	729.99	191.97	220.66	614.53	466.83	1869.4	310.98	32.94	59983.0	43.92	7.8945	29.044	6614.9	121.05	36.482	132.11	24137.0	0	11.334000000000001	57.733999999999995	1437.3	167.53	26.21	347.82	11906.0	0	10898.0	8.1465	503.49	481.7	203.66	6613.9	126.45	2919.6	2073.4	77.214	0.0	41.441	21898.0	554.67	2222.9	833.77	0.05384	346.4	0.3542	456.56	0.7084	69.77600000000001	911.69	574.15	2142.2	3209.0	100.94	0	16.666	9943.3	331.88	0.020325	15.585	511.45	394.22	1233.0	1.0626	2530.4	576.27	20.189	3169.3	0.19872	3.5419	410.16	7.7923	476.83	13.105	6.3755	0.022045	2.4794	0	0.7084	447.35	0.0	572.73	1.4168	1969.0	56.317	3391.8	0.0	578.75	15.360999999999999	23.377	0.3542	113.34	0.3542	0.55028	16.293	0.091299	853.61	0	7.7923	0.0	0.72172	24.085	0.030581	0.019681999999999998	0.023061	147.7	0.0	0	-1	0	1	-1	-1	0	0.018207	0.066374	0.11671	0.058852999999999996	0.05622100000000001
TCGA-C5-A1BQ	CESC_1	301.54	22448.0	549250.0	0.3267	276.39	77.42699999999999	371.45	278.35	34.303000000000004	24014.0	300.24	718.08	1786.7	315.92	1113.1	325.72	78.081	476.32	67.626	37026.0	2328.4	3.0428	7.1873	431530.0	352.0	53.905	223.79	35147.0	0	4.2471	339.11	6834.2	9704.2	0.0	15994.0	3698.2	1	27731.0	49.331	101.21	632.49	259.73	19436.0	4987.4	3046.8	1946.8	70.24	0.0	832.75	52820.0	113.04	11164.0	1963.1	0.048723	1209.1	0.6534	446.92	2.2869	3091.9	1639.4	819.03	4609.4	3157.5	84.941	0	35.713	46940.0	597.2	0.023383	742.91	614.85	1.3068	1003.3	2.9403	2616.2	462.28	5.2272	1822.3	0.097131	0.0	147.67	2.6136	1770.1	44.758	100.95	0.036841000000000006	0.0	0	0.0	119.9	12.415	1909.2	1.9602	1241.5	83.30799999999999	2460.7	0.0	160.74	317.52	6.2073	0.0	80.368	0.9801	0.32011	9.8009	0.081301	938.93	0	85.99700000000001	0.0	0.5526300000000001	50.638000000000005	0.024853	0.020081	0.018713999999999998	103.24	0.0	0	0	0	0	0	0	-1	0.1227	0.5131	0.044455	0.3136	0.037327
TCGA-C5-A1M5	CESC_1	1162.3	22523.0	232030.0	0.0	1977.0	76.876	5209.2	14823.0	73.814	4575.8	716.03	4084.6	2763.8	1400.8	1572.9	7226.3	131.64	504.8	947.0	32924.0	393.9	1.5202	8.504	90612.0	21.663	22.45	162.94	14210.0	0	19.389	2216.5	3404.6	6999.1	104.09	6333.4	6177.9	1	11657.0	5332.3	293.02	663.31	385.74	4594.2	1330.7	1950.8	3099.9	73.814	0.6803	4869.4	40503.0	433.7	2887.9	1381.0	0.08207	1089.9	0.0	750.73	2.0409	8031.8	540.85	1288.5	13855.0	3117.9	11.905	0	26.034000000000002	13119.0	670.11	0.027371	21.09	719.09	443.57	3534.2	480.64	2785.2	1332.1	11.225	3928.8	0.088051	39.118	3076.7	2.7213	2600.4	51.70399999999999	58.507	0.035095	0.0	0	3.7417	340.5	384.04	1344.6	1.3606	1991.3	166.0	3388.0	0.0	237.43	440.34	4.7622	0.3402	1554.2	4.7622	0.44966999999999996	160.56	0.071276	1124.2	0	330.23	0.6803	0.095096	52.724	0.021741	0.022414	0.25367	200.35	1.3606	0	0	0	0	0	0	-1	0.7108399999999999	0.21875	0.08383099999999999	0.047074	0.042825999999999996
TCGA-C5-A1M6	CESC_3	857.14	1795.6	527.51	829.88	6595.1	1.0096	2209.5	65.623	2367.5	532.56	11.105	3671.9	575.47	3091.9	72.691	12.62	8740.5	1176.7	971.23	8514.9	444.73	2.9223	615.85	309.94	146.12	437.66	672.39	74.71	1	635.54	214.03	1524.5	9807.2	6726.4	38036.0	13.125	0	39.879	37.86	11.324000000000002	1816.8	19.182000000000002	2996.0	4.0384	2.0192	907.12	1235.2	31.296999999999997	5.048	14593.0	1793.0	1527.0	55.023	0.059861000000000004	2.524	48.965	254.42	790.51	7.0671	5.5528	1159.0	277.64	238.26	851.09	1	170.59	34.830999999999996	275.62	0.49248000000000003	2.524	9.5911	0.0	278.14	178.7	705.7	95.406	0.0	1250.9	0.087915	0.0	27.764	49.975	359.55	2.524	43.412	0.012306000000000001	33.821	0	967.19	1282.2	0.5048	329.13	0.5048	1102.0	59.566	185.26	2.3744	1036.8	747.34	43.917	52.498999999999995	21.706	3.0288	0.77969	58.051	0.097339	509.84	1	30.793000000000003	14.639000000000001	0.077122	30.793000000000003	0.01505	0.024485	0.018838	378.6	0.0	-1	-1	1	1	-1	-1	0	0.016329	0.06754	0.050631999999999996	0.065855	0.036874000000000004
TCGA-C5-A1M7	CESC_1	24.558000000000003	43175.0	165970.0	0.2759	1066.2	34.216	1142.4	5713.0	117.83	4314.9	2926.1	725.44	3088.3	348.23	33.113	10059.0	1834.2	474.61	470.75	90020.0	160.87	4.7705	3.5872	951.99	140.0	6.8985	217.44	18688.0	0	16.555999999999997	3.3113	890.18	2447.6	3.8631	2493.1	31625.0	1	18206.0	188.74	217.61	434.05	171.08	4940.7	772.63	1727.1	2186.3	16.004	0.2759	187.09	30818.0	987.03	3248.9	2464.7	0.055823000000000005	278.42	0.0	19.04	0.8278	2995.6	1179.4	560.71	11573.0	4306.0	20.695	0	27.155	12082.0	270.69	0.031149	107.62	2578.1	371.41	1751.4	181.57	2503.3	806.57	8.83	3523.2	0.080078	16.832	567.88	0.8278	395.06	28.146	0.0	0.09011799999999999	0.0	0	0.8278	652.32	2.4834	2638.2	10.485999999999999	2099.6	0.0	2990.1	0.0	14.625	162.03	3.3113	0.2759	378.59	0.8278	0.07095800000000001	95.199	0.087716	1098.0	1	48.841	0.2759	0.50668	21.247	0.033444999999999996	0.025543	0.024812	44.426	0.0	0	1	0	1	-1	0	-1	0.44347	0.10182999999999999	0.10507999999999999	0.57071	0.062545
TCGA-C5-A1M8	CESC_1	296.67	25023.0	215280.0	0.0	2180.2	225.61	1293.0	10062.0	19.177	6284.0	2140.7	2063.4	3855.3	319.23	124.36	4222.8	49.068999999999996	740.84	333.9	83421.0	246.19	0.46636000000000005	315.85	126180.0	56.196000000000005	50.761	1041.5	34700.0	0	12.126	329.38	1785.1	8610.0	5.3582	1046.0	5810.5	1	30563.0	324.03	103.53	90.243	339.54	1322.0	649.46	1068.0	4585.4	20.869	0.564	632.26	37814.0	256.06	3309.9	2160.7	0.059805	1395.7	0.0	693.74	1.128	8455.2	1037.5	663.0	26136.0	7031.3	7.8962	0	31.712	22816.0	290.47	0.050926	944.73	3640.7	53.3	3956.0	56.402	4140.7	830.79	12.972000000000001	5720.2	0.051785000000000005	66.554	8045.1	0.0	7694.7	4.2301	0.846	0.02423	13.818	0	13.536	215.17	503.1	3253.5	6.4862	4188.4	120.7	783.42	0.0	264.24	366.41	7.0502	0.564	4817.3	1.41	0.49155	210.38	0.08063	710.38	0	129.69	5.0761	0.79223	94.473	0.025422	0.026255	0.022241999999999998	2.5381	0.846	0	-1	-1	0	-1	-1	-1	0.5575399999999999	0.10987000000000001	0.050314	0.057731	0.067162
TCGA-C5-A1M9	CESC_3	1706.6	7618.9	8490.6	254.21	10466.0	18.831	297.57	0.9911	1256.4	1635.0	12.140999999999998	2.2299	0.0	636.27	7.4331	0.2478	10655.0	3193.5	808.23	13150.0	73.58800000000001	2.0324	678.39	6370.2	36.584	342.42	747.27	211.1	0	1591.9	3.7166	1994.3	89.197	551.78	1285.9	3.9643	0	5.6987	0.0	1.0162	1760.9	7.9286	1774.3	1.9822	2576.1	190.53	251.49	5.9465	0.0	11194.0	2442.3	1299.5	160.31	0.09742999999999999	0.2478	101.59	279.24	0.9911	0.0	2.7255	2258.9	26.511	543.86	181.12	1	33.535	10.654000000000002	231.42	0.8806799999999999	0.0	0.2478	0.0	88.70200000000001	0.4955	944.0	15.61	0.2478	590.68	0.095013	0.0	163.78	40.882	270.29	0.0	0.0	0.5931	22.546999999999997	1	1.4866	726.96	0.0	146.18	1.9822	689.54	3.221	840.93	0.0	385.53	921.23	14.123	46.828	1.9822	5.9465	0.79742	344.15	0.085287	754.21	0	23.66	3.9643	0.73561	3.4688	0.024163999999999998	0.020711	0.028127	265.86	0.0	-1	1	0	1	-1	-1	0	0.6912	0.046452999999999994	0.53286	0.8814299999999999	0.5312600000000001
TCGA-C5-A1ME	CESC_3	1773.8	3276.1	392.46	342.57	20836.0	47.672	398.56	10.532	3165.7	618.07	50.443999999999996	527.16	11.085999999999999	1027.7	118.07	4.9889	49887.0	5172.9	1956.2	14311.0	1140.8	2.1705	10302.0	5678.5	42.516000000000005	1049.9	1602.5	19.956	0	3127.5	42.129	5840.9	1281.0	813.19	112940.0	18.847	0	23.281999999999996	0.5543	0.8937299999999999	1242.2	21.619	3130.3	53.769	1.1086	177.38	3799.3	5.5432	1.1086	12662.0	1347.0	1209.0	177.38	0.22853	1.663	143.02	624.72	718.96	0.5543	0.5543	1033.3	30.488000000000003	703.44	623.06	1	26.557	15.520999999999999	87.029	0.70652	3.3259	3.8803	0.0	26.608	108.65	223.95	188.47	0.0	279.93	0.04236	0.0	270.51	232.26	787.88	1.1086	0.5543	0.4863	273.28	0	203.99	815.41	0.0	212.31	3.3259	1282.2	0.5543	776.61	0.25535	472.84	1336.5	9.4235	333.7	0.5543	2.7716	0.83506	339.25	0.13931	380.82	-1	191.24	216.19	0.42265	31.596	0.09882300000000001	0.022116999999999998	0.22946	125.28	0.0	-1	0	0	0	-1	-1	0	0.084176	0.036738	0.11558	0.20819000000000001	0.054673
TCGA-C5-A1MF	CESC_2	347.27	9267.3	50864.0	8.9045	6872.8	43.038000000000004	2766.3	37.844	854.83	3851.9	63.073	526.11	1428.4	463.03	92.01299999999999	8.9045	1407.7	1692.6	427.42	48166.0	66.78399999999999	3.0756	278.26	2880.6	20.073	70.494	115.02	16076.0	0	11.873	15.583	480.1	3112.8	648.54	17.809	23.745	1	548.37	2.9682	84.661	195.9	77.914	457.1	9.6465	93.49700000000001	1979.8	498.65	3.7102	0.742	19850.0	1129.4	2558.6	554.3	0.061801999999999996	2.9682	5.1943	374.73	0.0	8.1624	10.389000000000001	650.03	6668.0	5396.1	27.456	0	106.84	308.69	180.32	0.038107999999999996	1.4841	2.9682	2.9682	1688.9	2.9682	1143.5	365.08	0.0	488.26	0.10009	0.0	37.102	31.908	1201.4	0.0	2.2261	0.043042000000000004	88.303	0	50.458999999999996	449.68	0.0	751.69	63.073	587.7	1.4841	1490.8	0.0	180.32	120.95	14.841	1.4841	2.2261	4.4522	0.77455	25.229	0.09675299999999999	495.68	-1	49.717	5.9363	0.71733	11.130999999999998	0.021735	0.024475999999999998	0.023722	113.53	0.0	0	0	0	1	-1	-1	1	0.0191	0.069788	0.07898	0.79874	0.042474
TCGA-C5-A1MH	CESC_1	146.55	41813.0	296600.0	0.0	464.23	117.55	1734.0	2005.0	223.76	8730.2	4164.2	1724.5	4560.7	518.44	1296.6	3150.3	474.94	243.62	383.55	76915.0	493.54	2.2126	532.62	120700.0	62.838	155.69	131.74	17785.0	0	17.649	65.553	2062.1	4952.4	1.2606	961.24	4913.6	1	26641.0	1778.8	237.19	650.49	407.19	4149.7	1985.5	2122.3	3726.4	60.511	0.3152	614.25	28931.0	130.79	4333.1	2591.6	0.067373	586.51	0.0	106.84	1.5758	76.584	3090.4	549.64	17450.0	3041.9	20.8	0	21.241	24002.0	873.31	0.053312	4.7274	1615.8	3.7819	1729.6	702.49	2619.3	578.32	6.9335	5533.9	0.09016	8.8245	2216.2	3.1516	1275.9	2.5213	31.201	0.10488	0.3152	0	0.9455	416.96	5.9879999999999995	3455.1	0.0	3495.8	34.352	9258.8	0.0	100.54	470.03	4.4122	0.0	115.98	2.5213	0.34823000000000004	173.97	0.13903	873.94	1	60.923	0.0	0.47031000000000006	23.636999999999997	0.035182	0.020392	0.019826	59.565	0.0	0	1	-1	1	1	1	0	0.51203	0.36656	0.09099700000000001	0.42601999999999995	0.041238
TCGA-C5-A1MI	CESC_3	491.52	38216.0	107.21	1030.9	7724.8	595.66	3245.1	2190.4	1730.9	1155.5	2.8275	4408.1	513.43	2828.5	6.8332	259.9	5206.2	526.15	922.24	3953.7	135.01	3.8467	3511.3	152.22	50.007	2189.7	1250.0	3133.4	1	9.6607	912.35	1543.6	6437.1	2156.5	2119.7	3390.4	0	11.780999999999999	2.1206	1.1540000000000001	1259.4	5.1838	1502.8	0.0	11.31	2773.1	1012.5	4.4769	0.4713	21138.0	905.04	947.22	387.13	0.088348	20.264	0.9425	276.39	0.7069	0.4713	2.3563	2212.1	44.533	85.76799999999999	882.19	0	67.702	4.9482	127.47	0.043092	3.77	67.861	1.1781	548.07	5.655	930.73	706.17	0.0	1926.2	0.075081	0.2356	1.1781	168.47	323.84	0.0	0.0	0.040392000000000004	48.303000000000004	0	705.47	1193.2	0.0	691.57	0.9425	903.16	0.7069	974.08	0.0	2003.3	164.29	34.637	0.0	6.1263	28.511	0.73915	123.7	0.094318	573.52	-1	237.53	11.075	0.11369000000000001	13.195	0.022341999999999997	0.036818000000000004	0.029649000000000002	68.096	0.0	-1	-1	0	1	1	-1	0	0.023287000000000002	0.096624	0.097381	0.06448	0.059376
TCGA-C5-A1MJ	CESC_3	543.02	5386.8	62.982	698.36	11168.0	83.094	1258.3	2.6463	1428.5	762.14	5.8219	1491.7	1.8524	2821.2	14.819	0.7939	11068.0	972.78	1558.7	1091.5	733.56	5.8817	5434.2	71.98	120.57	439.02	1999.8	233.93	1	216.47	3.7048	4804.6	525.29	270.19	11824.0	0.2646	0	13.761	0.0	1.1763	3306.3	36.254	1579.0	0.0	0.2646	342.17	3800.6	67.48100000000001	0.7939	4486.8	1532.2	925.15	639.61	0.35641999999999996	0.0	1.3232	346.14	223.88	1.0585	41.282	1362.8	57.68899999999999	8.4682	1937.6	1	48.034	8.7328	335.82	0.11467000000000001	0.0	1.5878	0.0	8.4682	72.773	771.66	1.8524	0.5293	821.68	0.13587	0.0	17.73	28.58	358.7	0.0	0.2646	0.4343	50.809	0	1294.8	1130.8	0.2646	164.07	0.7939	353.02	1.3232	431.88	0.0	228.91	408.46	66.95100000000001	0.2646	1.3232	35.725	0.3988	6.6158	0.11699999999999999	414.94	-1	161.6	2.6463	0.11962	10.321	0.024501	0.037133	0.59909	138.14	0.0	-1	1	1	1	0	-1	0	0.20076	0.04919	0.024266	0.2952	0.13443
TCGA-C5-A1MK	CESC_1	988.04	28608.0	170460.0	0.0	2017.9	274.29	2114.0	32992.0	153.21	7526.2	110.61	1287.4	14846.0	572.12	9.3423	1704.4	89.31200000000001	664.42	1272.4	57345.0	844.92	2.8661	170.4	424240.0	80.512	1.4948	1158.5	22122.0	0	25.785	329.6	1284.8	5378.2	6.7265	2967.5	3570.2	1	10843.0	105.01	191.77	528.77	255.6	7324.7	479.82	947.68	1596.8	149.48	0.3737	2759.3	28666.0	471.6	3343.1	3234.3	0.064381	2622.6	0.0	328.48	2.9895	3280.3	350.52	751.5	14244.0	957.4	23.543000000000003	0	50.808	20740.0	613.98	0.028718	98.655	23522.0	21.3	3043.7	220.1	2340.8	1871.8	2.6158	4287.0	0.1156	1.4948	11080.0	1.1211	844.96	11.958	4.8580000000000005	0.027037000000000002	0.0	0	2.2422	479.45	1269.4	2922.3	3.3632	2706.7	247.38	2971.2	0.0	211.88	177.66	15.695	0.3737	5081.5	0.7474	0.094855	408.07	0.081076	993.65	1	53.423	0.0	0.11247	58.29600000000001	0.022172	0.022407	0.027092	119.95	0.0	0	0	0	1	-1	0	-1	0.56297	0.23076	0.062485	0.55945	0.041573
TCGA-C5-A1ML	CESC_1	482.59	29616.0	225760.0	54.633	3178.4	63.739	5340.6	1511.0	285.49	7431.2	435.99	3761.1	214.78	3757.4	242.1	4760.6	1148.4	972.15	1047.1	20842.0	66.952	8.745	269.42	27713.0	35.282	201.93	188.54	15455.0	1	49.812	302.62	10345.0	538.3	146.76	17168.0	6101.8	0	8134.4	31.601999999999997	195.71	580.08	90.52	5160.7	387.25	286.56	1686.7	309.05	0.0	4.2849	15782.0	472.42	1342.8	3986.6	0.050713999999999995	59.45399999999999	8.5699	827.53	23.031999999999996	754.15	772.9	1197.1	2036.4	1083.6	365.29	0	69.357	6783.1	338.51	0.028675	15.533	5049.8	13.39	2025.2	3.7493	2289.2	662.02	4.2849	4659.4	0.075822	497.59	3576.9	8.0343	558.01	10.177	53.026	0.013118000000000001	1.0712	0	135.51	514.19	1.0712	945.9	9.6411	1778.2	22.496	3120.0	0.6031	227.64	161.76	19.817999999999998	7.4987	625.6	0.5356	0.30228	62.667	0.080497	865.56	1	4.8206	9.6411	0.10614000000000001	48.206	0.019764	0.016394	0.80132	181.57	0.5356	0	-1	0	0	-1	-1	-1	0.01655	0.0454	0.03734	0.047639	0.030744
TCGA-C5-A1MN	CESC_1	1160.3	30160.0	117690.0	0.0	1384.1	503.62	1293.5	24565.0	46.821999999999996	17926.0	992.77	1110.8	2070.8	150.36	3957.8	10096.0	443.47	448.42	242.86	47474.0	442.33	3.1707	87.552	4702.3	413.42	91.359	134.37	8564.5	0	5.7099	887.71	3422.9	918.92	0.0	5595.4	14271.0	1	10346.0	1336.9	569.84	1807.0	110.01	7878.2	540.54	1814.2	2285.1	36.924	0.0	255.04	31150.0	571.75	1125.2	9006.5	0.061780999999999996	1833.7	0.0	929.2	0.7613	2917.8	1320.5	2886.9	11162.0	1560.3	72.707	0	29.064	15293.0	424.82	0.027180000000000003	653.98	3973.3	32.356	3194.5	31.595	3758.3	686.33	4.5679	5708.0	0.08598099999999999	503.62	3039.6	6.0906	431.94	17.13	70.042	0.018874000000000002	0.0	0	0.0	604.49	357.44	996.96	52.151	2596.9	17.511	4808.5	0.0	272.94	21.899	8.7552	2.6646	6743.1	0.0	0.39009	55.196000000000005	0.10111	1450.7	0	6.8519	0.0	0.63571	51.77	0.027177	0.028941	0.021146	73.087	0.0	0	-1	0	1	-1	-1	-1	0.033081	0.05585	0.053070000000000006	0.083304	0.052253999999999995
TCGA-C5-A1MP	CESC_1	104.29	53839.0	245610.0	3.2159	564.16	400.61	4244.1	475.04	153.45	10147.0	700.61	770.44	6289.4	487.9	1150.8	329.4	401.99	419.91	150.69	36802.0	24.809	2.7285	36.294000000000004	98636.0	95.801	70.75	862.79	55698.0	0	46.401	164.01	2134.9	9402.9	70.75	258.19	892.19	0	26017.0	161.72	46.688	254.06	583.92	3299.1	7037.8	1877.6	2951.3	164.01	0.0	46.861000000000004	56301.0	68.453	2798.3	2159.3	0.06365599999999999	3135.5	1.8377	232.01	2.2971	97.85600000000001	431.85	723.58	4525.3	7224.4	16.08	0	30.62	26660.0	235.22	0.027030000000000002	23.89	352.83	27.105999999999998	2228.2	15.62	6440.6	1045.2	1.8377	8758.8	0.12139000000000001	4.5942	83.61399999999999	2.7565	5687.7	0.4594	3.6753	0.051552999999999995	0.4594	0	21.133000000000003	375.34	7.3507	4404.4	1.3783	2959.1	118.07	1075.5	0.0	262.79	219.32	12.864	2.2971	36.753	0.0	0.39308000000000004	207.2	0.095775	726.34	0	322.51	3.2159	0.53313	168.61	0.025079	0.024076	0.024796000000000002	266.46	0.0	1	0	0	1	1	0	1	0.044558999999999994	0.61105	0.054462	0.046281	0.057962
TCGA-C5-A2LS	CESC_3	1460.0	6373.1	394.75	454.47	14336.0	241.42	902.16	4.2355	1979.2	1196.1	5.0826	4421.0	105.89	2573.5	60.568000000000005	0.4235	42328.0	2861.9	1985.6	5750.9	1501.1	2.9463	5756.9	276.58	133.86	2025.8	855.15	26.684	0	3004.2	2384.2	9525.2	10267.0	7234.2	48256.0	1.6942	0	4.659	24.566	1.6653	1459.5	2.5413	2748.8	2.1177	0.8471	348.58	5760.3	33.037	0.8471	10823.0	2983.9	1664.5	61.838	0.088541	33.884	1109.7	1433.7	639.98	7.6239	2.9648	5046.6	560.36	151.21	1230.4	1	62.897	12.707	282.93	0.029536	10.165	2.1177	0.0	298.6	294.37	430.33	19.06	0.0	617.53	0.077365	0.0	56.332	21.177	547.52	3.8119	0.4235	0.53596	51.673	1	822.96	1383.7	0.0	252.44	1.2706	1198.2	0.0	807.71	11.913	1606.5	1476.3	13.977	680.22	3.8119	15.248	0.45785	216.43	0.07468	726.81	0	496.2	324.01	0.099496	47.013999999999996	0.019094	0.020916	0.020349000000000003	543.84	0.0	0	0	0	0	0	0	0	0.021813	0.046329	0.052269	0.8860100000000001	0.044593
TCGA-C5-A2LT	CESC_2	70.49	13815.0	139530.0	0.0	422.58	38.841	1226.0	11.149000000000001	30.57	6941.1	55.744	3.9561	61.858000000000004	53.946000000000005	3.2368	64.735	44.236000000000004	1568.0	114.01	41560.0	9.7103	5.0668	110.41	21824.0	109.78	1.7982	68.691	1869.8	0	21.219	66.17399999999999	992.61	138.82	1.7982	50.35	75.525	0	5459.4	0.7193	78.89699999999999	499.18	262.9	4525.7	8.6314	2216.8	1716.6	19.421	0.0	1.0789	11689.0	2493.0	2561.4	6224.7	0.045498000000000004	34.166	0.0	765.68	1.0789	1.0789	306.06	1315.6	666.41	1687.1	64.735	0	77.932	2315.0	962.76	0.024916999999999998	0.0	926.08	0.7193	4355.6	0.3596	4345.2	618.22	2.1578	1375.3	0.07473300000000001	0.0	41.718	2.8771	999.51	0.7193	0.0	0.039912	2.5175	0	0.0	1049.8	0.0	197.8	1.7982	1023.9	2.8771	454.95	0.0	252.47	79.12100000000001	43.876000000000005	0.7193	3.2368	0.0	0.5009399999999999	4.3157	0.15049	1017.8	-1	0.3596	0.7193	0.087019	5.035	0.023362	0.018068999999999998	0.020552	60.42	0.0	1	1	-1	1	-1	0	0	0.47503	0.046406	0.080738	0.42641999999999997	0.061789
