KIRP	Labels	N:GEXP::KRT7:3855:	N:GEXP::TPX2:22974:	N:METH:cg03588357:GPR68:TssD52:Island	N:GEXP::TXNRD1:7296:	N:GEXP::UGT1A6:54578:	N:GEXP::NQO1:1728:	N:GEXP::SQSTM1:8878:	N:GEXP::HSP90AB1:3326:	N:GEXP::BUB1:699:	N:GEXP::MET:4233:	N:GEXP::RNF43:54894:	N:GEXP::BCL2:596:	N:METH:cg02275294:SOAT1:TssU388:Shore	N:GEXP::SATB2:23314:	N:METH:cg00828602:WNT5A:TssD837:Island	N:GEXP::FHL1:2273:	N:GEXP::QPRT:23475:	N:GEXP::CDCA2:157313:	N:GEXP::RELN:5649:	B:MUTA:COMP:CD70::	N:GEXP::TNFSF13:8741:	N:GEXP::ME1:4199:	N:MIR::hsa-miR-224-5p:Corrected:	N:GEXP::DTL:51514:	N:GEXP::ABCA17P:650655:	N:GEXP::MACC1:346389:	N:GEXP::ACCN2:41:	N:GEXP::CPA3:1359:	N:METH:cg05705583:CAMLG:TssU760:Shore	N:GEXP::TSKU:25987:	N:GEXP::HSD17B14:51171:	N:GEXP::C1orf107:27042:	N:MIR::hsa-miR-126-3p:Corrected:	N:GEXP::GPC4:2239:	N:GEXP::DYNC2LI1:51626:	N:METH:cg07440414:TCF7:TssU23:Island	N:METH:cg09009259:MUM1:TssU189:Island	B:MUTA:COMP:SETD2::	N:MIR::hsa-miR-31-3p:Corrected:	N:GEXP::EXO1:9156:	N:METH:cg13264741:GRIN2B:TssU128:Shore	N:GEXP::MAL2:114569:	N:GEXP::UGT1A9:54600:	N:GEXP::NPM1:4869:	N:GEXP::BRCA1:672:	N:METH:cg20947775:SCD5:TssU229:Island	N:GEXP::GNAI1:2770:	N:GEXP::KCTD15:79047:	N:GEXP::CCDC65:85478:	N:GEXP::CLDN10:9071:	N:GEXP::PBK:55872:	N:GEXP::PLEKHH2:130271:	N:GEXP::HEATR1:55127:	N:GEXP::TES:26136:	N:GEXP::ZNF167:55888:	N:METH:cg19044630:PRUNE2:TssU528:Shore	N:GEXP::METT10D:79066:	N:GEXP::KITLG:4254:	N:GEXP::UCK2:7371:	N:GEXP::WNT5A:7474:	N:GEXP::CHP2:63928:	N:GEXP::SOSTDC1:25928:	N:GEXP::RNF186:54546:	N:GEXP::XK:7504:	N:GEXP::PROM1:8842:	N:GEXP::CHST2:9435:	N:GEXP::WSCD1:23302:	N:GEXP::WDR60:55112:	N:GEXP::GPR125:166647:	N:GEXP::CCL28:56477:	N:METH:cg23097681:ARHGAP24:TssU94:Shore	N:GEXP::ATOX1:475:	N:GEXP::EIF2S3:1968:	N:GEXP::AP1S3:130340:	N:GEXP::ZKSCAN5:23660:	N:GEXP::SIGLECP3:284367:	N:GEXP::CTSC:1075:	N:GEXP::WNT3:7473:	N:GEXP::CCT3:7203:	N:GEXP::ATF5:22809:	N:GEXP::TMEM107:84314:	N:METH:cg18840461:SOWAHA:TssU415:Island	N:GEXP::TLE4:7091:	N:METH:cg05894797:PSEN2:TssU25:Shore	N:GEXP::NONO:4841:	N:MIR::hsa-miR-452-3p:Corrected:	N:GEXP::SBK1:388228:	N:GEXP::CSPG5:10675:	N:GEXP::TNFAIP1:7126:	N:METH:cg21311175:HIRA:TssU520:Shore	N:GEXP::TPK1:27010:	N:GEXP::SDR42E1:93517:	N:GEXP::ISPD:729920:	N:GEXP::BMP6:654:	N:GEXP::C19orf12:83636:	N:GEXP::REXO2:25996:	N:MIR::hsa-miR-1295a:Corrected:	N:GEXP::LOC338758:338758:	N:GEXP::PAK3:5063:	N:GEXP::FLJ32063:150538:	N:GEXP::MEIS3P1:4213:	N:GEXP::C15orf51:196968:	N:GEXP::CCDC13:152206:	I:CNVR::MYO1C:4641:	N:GEXP::FDX1:2230:	I:CNVR::PCSK5:5125:	I:CNVR::LOC101927722:101927722:	I:CNVR::SNCB:6620:	I:CNVR::PTP4A1:7803:	I:CNVR::POLR1D:51082:	N:GEXP::FAM185A:222234:
TCGA-A4-8098	KIRP_3	733.7	361.66	0.046243	11571.0	2759.6	2726.8	57067.0	41680.0	125.0	8115.6	70.158	633.89	0.061749	742.1	0.045042	3649.7	3518.8	71.146	76.581	0	2494.9	596.84	2.3921	288.54	15.315999999999999	2793.0	89.427	12.352	0.5714	1890.8	579.05	703.56	701.8	2695.7	729.25	0.45538999999999996	0.09642300000000001	1	1.0466	46.937	0.038405	4503.9	2035.2	20843.0	254.45	0.07146	191.21	555.83	47.431000000000004	500.59	64.229	2466.4	847.33	1725.8	135.87	0.041491	852.27	114.62	316.2	194.66	15.81	2.9644	31.621	68.676	288.54	73.123	743.58	619.07	758.89	4.9407	0.5188	1290.5	5635.4	245.06	379.94	0.4941	4718.9	68.676	7581.5	1441.2	165.51	0.03468	195.65	0.072398	6003.9	1.3456	18.281	18.775	1225.9	0.036711	1517.8	82.016	34.091	24.259	663.04	1302.9	0.14951	36.561	11.364	0.9881	589.43	5.4348	105.73	0	530.14	0	-1	1	0	0	92.885
TCGA-A4-8310	KIRP_1	18491.0	689.05	0.072388	4179.2	1814.0	1957.0	14660.0	27010.0	137.59	18910.0	300.94	971.35	0.0738	1327.7	0.033726	27010.0	6290.8	24.119	5274.5	0	5697.4	214.33	1.9748	190.21	8.2225	3382.2	94.833	6.0298	0.035914999999999996	951.07	28.505	506.51	356.95	3696.8	2350.0	0.085853	0.07222100000000001	0	26.66	52.623999999999995	0.06733099999999999	7683.6	1475.2	6267.2	317.39	0.050274	1337.5	10.963	143.62	438.09	98.12200000000001	1734.4	769.63	3060.9	126.08	0.031395	780.59	1709.2	133.75	421.54	1.0963	2231.0	97.025	16.445	4827.2	24.119	1560.6	848.01	2113.7	301.49	0.048601	1011.9	2841.2	1224.6	499.38	1.0963	17097.0	26.311999999999998	6114.8	388.65	327.8	0.024399	362.34	0.062721	6079.7	0.98741	828.83	26.86	2730.7	0.39361999999999997	2973.8	126.08	302.04	28.559	340.41	611.21	2.7977	38.92	2.7408	3.8372	941.2	6.0298	66.328	1	497.19	0	0	0	0	0	167.74
TCGA-A4-8311	KIRP_1	22751.0	72.392	0.043037	1092.3	34.016999999999996	388.22	6307.5	18923.0	22.000999999999998	15878.0	246.27	2588.4	0.026614	3083.8	0.033264	22480.0	48.971000000000004	4.2583	3137.0	0	4463.6	15.614	3.3154	35.486	24.84	4858.8	13.485	337.12	0.032944	476.22	83.038	503.9	890.18	3990.1	2335.0	0.068049	0.07206900000000001	0	155.82	8.5167	0.06919700000000001	4958.8	11.632	3415.9	145.49	0.040783	1792.0	34.775999999999996	117.81	319.98	10.645999999999999	9425.8	922.64	4647.9	412.35	0.032151	893.54	3917.0	63.875	1906.3	0.0	18467.0	1.4194	0.0	4209.4	41.873999999999995	779.28	1242.7	2855.2	627.39	0.037947	485.45	1714.7	1151.9	546.49	17.743	24272.0	16.324	3985.1	525.9	571.33	0.024496	584.81	0.046418	4807.7	1.6577	813.34	5.6778	2556.9	0.060065999999999994	1672.1	123.49	453.51	191.3	334.28	433.64	0.0	36.196	2.8389	22.711	838.89	7.807	183.82	1	286.73	0	0	0	0	1	177.43
TCGA-A4-8312	KIRP_2	6148.2	30.734	0.081819	762.67	7165.1	4699.0	12527.0	21578.0	29.788	3779.3	893.64	308.28	0.026659	38.299	0.039463	139.48	194.33	5.2011	4.2554	0	8345.6	37.353	1.4844	6.6196	8.9837	1207.1	8.9837	393.87	0.02882	1718.2	121.52	419.87	217.46	380.15	851.56	0.09023300000000001	0.045502	0	0.0	2.8369999999999997	0.040475	4831.4	283.03	6514.1	82.272	0.040788	555.1	72.815	91.256	4310.3	8.9837	585.36	548.95	1797.6	57.211999999999996	0.038475	704.99	5650.3	97.875	90.31	0.4728	8.5109	11.347999999999999	111.11	2910.7	328.62	369.75	412.78	616.09	7.0924	0.035681	680.87	3011.9	409.0	355.57	20.332	5514.6	3.3098	4193.5	313.01	427.44	0.037631	123.88	0.066824	4982.6	0.13097	154.61	2.8369999999999997	1449.1	0.029925999999999998	206.15	344.69	65.723	49.608999999999995	407.58	1375.5	0.0	81.79899999999999	0.0	0.4728	643.04	1.8913	73.76100000000001	0	1910.2	0	0	0	0	0	148.0
TCGA-A4-8515	KIRP_1	35248.0	88.398	0.058454	1434.2	371.34	372.26	6905.8	16009.0	37.721	27134.0	350.16	2554.4	0.030180000000000002	1572.9	0.03405	68663.0	705.66	10.669	5348.4	0	7152.8	4.9533	0.71995	78.872	2.2861	6928.6	11.812000000000001	8.0015	0.026608	321.97	52.2	417.98	306.1	10048.0	3060.8	0.076999	0.06578400000000001	0	33.718	10.669	0.043376	8040.8	83.22399999999999	4730.8	272.43	0.06416799999999999	2421.8	54.486999999999995	197.37	781.98	32.387	2876.0	624.88	4233.9	131.07	0.026331999999999998	972.76	3709.3	81.92	2691.2	0.0	7487.5	10.669	1.9051	11454.0	27.815	912.17	716.33	2182.9	321.2	0.10539000000000001	696.89	2234.7	819.2	527.72	0.381	25847.0	23.241999999999997	4907.2	555.15	643.55	0.032114	523.15	0.055857000000000004	6227.9	0.11999000000000001	687.37	2.6672	2511.4	0.091951	1945.5	162.7	328.82	310.96	401.6	628.69	0.59996	36.578	1.5241	23.623	1024.6	6.8584	92.589	1	485.81	0	0	0	0	0	184.42
TCGA-A4-8516	KIRP_1	2149.3	150.26	0.051385	2511.2	247.97	752.67	17664.0	17400.0	53.247	11578.0	499.53	1481.0	0.052146000000000005	1653.4	0.036256000000000004	68560.0	633.54	18.05	1845.6	0	4638.6	45.123999999999995	0.3587	39.709	0.0	4188.9	20.305999999999997	189.07	0.027755000000000002	460.72	98.37100000000001	455.3	481.74	3041.4	2626.7	0.06540399999999999	0.05524199999999999	0	29.653000000000002	13.537	0.039731999999999996	3411.4	14.200999999999999	7935.1	152.97	0.043261	1507.6	31.136	182.75	807.0	32.489000000000004	3573.8	490.95	4256.1	178.24	0.04515	837.51	3704.3	60.918	694.91	0.0	8749.1	46.478	1.805	1467.9	68.589	982.36	1100.1	2083.8	166.96	0.031501	1318.1	2463.8	990.03	488.7	4.5124	37673.0	3.6099	4631.1	483.73	456.66	0.026876999999999998	417.85	0.06380599999999999	5360.8	0.0	349.26	0.9025	2706.2	0.050064	1803.2	184.11	334.82	918.59	394.39	843.83	1.1957	70.845	0.4512	4.0612	783.81	3.1587	161.09	1	438.61	0	0	1	0	0	135.82
TCGA-A4-8517	KIRP_1	21674.0	92.74	0.076541	2839.8	1894.8	1344.3	13246.0	16542.0	40.749	17561.0	399.06	1920.8	0.040563	1234.2	0.041851	43326.0	2884.8	10.304	3878.2	0	4911.6	68.384	0.6783399999999999	72.131	3.7471	2563.0	8.4309	185.48	0.036910000000000005	430.91	85.714	545.67	901.73	2443.6	1725.1	0.090039	0.08887300000000001	0	41.152	13.115	0.047202999999999995	6993.4	409.9	3764.9	169.56	0.068221	1227.2	34.66	122.72	549.57	14.52	1197.7	622.48	2803.7	50.586000000000006	0.040163	970.49	3352.7	105.86	728.34	0.0	2617.8	51.522	6.0889999999999995	5198.6	72.6	1489.9	669.32	2246.4	337.24	0.22985999999999998	768.15	1944.3	1210.8	523.18	7.4941	23641.0	10.773	3615.0	650.12	465.57	0.031172000000000002	468.38	0.049217000000000004	4447.3	0.0	446.84	8.4309	2788.7	0.060267999999999995	2282.9	168.62	246.84	104.96	481.97	458.55	0.90445	54.801	0.9368	4.2155	728.34	3.2787	52.927	1	584.08	0	-1	0	0	0	128.81
TCGA-A4-8518	KIRP_2	2213.6	147.16	0.07144099999999999	8713.9	32827.0	19531.0	37826.0	27192.0	13.005	5206.0	187.54	633.81	0.09561499999999999	420.94	0.043568	2423.0	8509.2	10.950999999999999	54.073	0	2287.0	831.62	8.967	46.544	10.950999999999999	2054.8	6.8446	46.544	0.04515	13762.0	975.36	495.55	1042.8	3689.9	788.5	0.081944	0.06496299999999999	0	12.482999999999999	12.32	0.059846	1083.5	8279.8	5122.5	97.194	0.068552	722.79	26.01	54.073	1937.5	13.689	212.18	658.45	1284.7	41.751999999999995	0.07862000000000001	624.91	244.35	172.49	162.9	11.636	95.825	2848.1	3.4223	1301.8	49.281000000000006	919.92	408.62	760.44	67.077	0.055334	1295.0	3233.4	226.56	220.4	2.0534	9508.6	22.587	6481.9	1107.5	270.36	0.06187	169.06	0.11645	4945.9	0.8791200000000001	193.02	21.903000000000002	2210.7	0.046353	285.42	36.961	67.762	32.313	799.45	1059.5	0.17582	21.218000000000004	5.4757	0.0	458.59	2.7379	86.242	1	882.96	0	0	0	0	1	139.63
TCGA-A4-8630	KIRP_1	14721.0	50.751000000000005	0.05935599999999999	1684.8	1198.8	624.82	9094.6	16654.0	19.136	15465.0	352.76	1873.6	0.043356	2493.1	0.039585	25454.0	144.77	2.08	4285.6	0	4555.6	105.66	0.6089	28.288	3.3280000000000003	5436.2	22.88	122.3	0.034067	436.38	34.528	543.29	398.07	4981.1	3027.2	0.081939	0.066122	0	33.336999999999996	5.8239	0.28901	9062.9	28.895	3862.9	230.04	0.054937	2617.0	103.58	175.55	515.21	13.312000000000001	3137.8	706.77	4728.6	250.84	0.031963	885.65	2402.0	66.559	539.13	0.0	1583.3	18.72	0.8320000000000001	1532.1	25.375999999999998	984.24	1030.0	2018.0	255.84	0.42141999999999996	562.42	2115.8	791.22	519.99	6.6559	23619.0	3.3280000000000003	4216.5	373.56	637.72	0.031125	463.83	0.056606	5501.5	0.15223	1201.0	2.496	2045.0	0.19111	2290.9	54.911	328.22	111.08	348.6	651.86	1.6745	22.88	7.0719	16.64	1124.4	2.496	183.45	1	475.07	0	0	0	0	1	188.86
TCGA-A4-A48D	KIRP_2	11538.0	34.211	0.063195	6516.4	39405.0	21857.0	83873.0	20241.0	13.815999999999999	4502.0	118.42	990.13	0.062058	397.37	0.043521	22399.0	11501.0	5.2632	40.132	0	4112.8	834.21	1.6059	43.42100000000001	1.3158	3679.6	13.815999999999999	44.07899999999999	0.081843	10600.0	439.47	400.66	1040.4	2982.9	733.55	0.11911	0.058365999999999994	0	24.891	2.6316	0.027094	3490.1	3704.5	6652.6	40.789	0.043632	293.42	135.53	56.57899999999999	1122.8	9.2105	117.11	481.58	1705.2	38.158	0.068617	467.76	448.03	126.97	151.97	0.0	18.421	1966.5	10.526	3447.4	327.63	334.87	186.84	492.11	173.03	0.040451	2269.1	3473.0	261.84	203.95	17.762999999999998	9738.2	2.6316	6421.1	1246.7	333.55	0.07557799999999999	390.79	0.10539000000000001	5025.7	0.0	22.368000000000002	5.9211	1359.0	0.034615	530.26	197.37	63.158	37.763000000000005	695.39	1046.7	0.26765	34.868	0.6579	0.0	298.68	2.6316	95.395	0	936.18	0	0	1	0	0	101.32
TCGA-A4-A4ZT	KIRP_1	12430.0	10.727	0.038379	1955.9	890.05	519.07	8370.2	16101.0	4.1716	23101.0	405.84	1899.3	0.039572	2041.7	0.047399000000000004	56247.0	88.796	2.9797	1031.0	0	4501.1	34.565	6.1542	11.323	4.1716	4451.7	3.5757	627.53	0.025876	392.13	79.26100000000001	491.66	1216.8	5077.5	3610.2	0.058092	0.054259	0	40.686	1.1919	0.10246	5424.3	31.877	3056.6	108.46	0.040746	2039.9	61.383	166.87	315.08	1.1919	6678.2	662.1	4262.8	142.43	0.035095999999999995	1006.0	4685.3	63.766000000000005	1048.9	0.0	366.51	1.1919	4.1716	3906.4	70.322	1112.6	830.75	1690.1	200.83	0.083773	509.54	2340.3	1219.9	564.96	25.03	26671.0	34.565	3692.5	459.48	425.51	0.032029	473.18	0.070258	4379.6	0.3419	614.42	2.9797	2283.3	0.069626	759.24	159.71	151.97	109.36	368.89	548.27	0.3419	59.595	3.5757	20.262	1162.7	5.9595	119.78	1	368.3	0	0	0	0	0	163.89
TCGA-A4-A57E	KIRP_2	226.83	736.23	0.082358	23940.0	34676.0	27058.0	46309.0	28874.0	410.89	6817.9	40.181	515.88	0.073213	505.51	0.046954	565.13	9349.3	316.92	775.76	0	521.32	1155.5	14.345	409.59	1.2962	600.13	11.017999999999999	16.202	0.15596	11772.0	955.28	373.95	2423.6	263.12	377.19	0.071336	0.30217	0	0.62367	101.75	0.032115	460.14	13674.0	20404.0	515.23	0.079948	860.01	902.79	31.108	1300.4	256.0	114.71	772.52	3090.1	52.495	0.048532	526.25	372.0	318.86	255.35	0.0	293.58	82.307	94.62100000000001	265.72	99.806	219.7	1204.2	1201.6	384.32	0.030762	1589.1	4206.1	166.56	353.86	1.9443	19249.0	14.905999999999999	7996.1	453.01	149.71	0.036558	86.196	0.07068300000000001	8366.8	0.62367	70.642	9.7213	1687.3	0.047552	1053.8	95.917	134.15	44.977	729.1	1130.3	1.5592	12.962	0.6481	0.0	246.92	4.5366	0.6481	-1	845.11	0	0	1	0	0	121.84
TCGA-A4-A5DU	KIRP_1	10629.0	137.79	0.034124	1977.7	204.32	364.62	6977.1	10537.0	42.72	14192.0	411.55	2162.4	0.031657	3033.1	0.040115	47184.0	580.63	12.635	1306.3	0	3250.1	22.864	3.0778	31.889	5.4152	3579.4	12.034	18.05	0.029769	611.91	341.15	443.44	779.23	3714.2	2571.6	0.061846000000000005	0.07554	0	90.934	7.2202	0.032866	3638.4	6.8712	3364.0	198.56	0.061801999999999996	1746.7	16.847	206.98	429.9	20.457	6730.4	449.46	3979.5	223.22	0.033010000000000005	1155.2	1474.1	91.456	1085.4	0.0	4772.6	18.652	1.2034	3441.6	28.279	1315.3	933.82	1983.8	235.86	0.056822000000000004	879.06	2823.1	1106.5	477.14	0.6017	11898.0	19.855999999999998	2960.9	436.82	522.86	0.042182	392.3	0.053471000000000005	4382.7	0.2798	1081.8	5.4152	2769.2	0.072563	1404.9	177.5	310.47	315.21	399.52	530.08	0.83939	56.558	0.6017	26.474	523.47	7.2202	100.48	1	332.73	0	0	0	0	0	157.64
TCGA-A4-A5XZ	KIRP_1	13013.0	67.058	0.061435000000000003	2272.5	2692.0	580.6	7628.9	18561.0	18.340999999999998	15645.0	479.15	1630.6	0.051176	2337.3	0.042617	45842.0	2822.2	18.914	3242.3	0	4851.6	66.485	4.0601	44.706	1.7194	3530.6	15.475	81.387	0.061530999999999995	1052.9	777.19	528.44	1196.2	5466.7	3338.6	0.092343	0.055413	0	33.495	4.5852	0.06817000000000001	3249.2	262.45	4176.0	130.1	0.046811	3332.3	21.78	222.38	784.6	5.7315	3451.5	538.76	3276.0	95.71600000000001	0.027667	789.23	1261.5	85.399	585.76	1.1463	1380.1	94.569	0.5731	1056.3	37.828	1497.6	985.24	1339.5	146.73	0.31408	905.0	2355.1	994.41	519.85	7.4509	25358.0	17.768	4454.5	570.86	429.29	0.041379	348.47	0.058822	4569.7	0.0	565.12	2.2926	2136.2	0.037419	1791.1	46.998000000000005	281.99	73.16199999999999	374.27	709.56	0.76126	35.535	0.0	21.78	862.59	1.7194	62.473	1	645.94	0	0	0	0	0	262.5
TCGA-A4-A5Y0	KIRP_3	1733.2	143.89	0.06942000000000001	27741.0	12729.0	12962.0	31842.0	31594.0	122.61	13275.0	187.46	901.33	0.14159000000000002	614.06	0.039904	758.96	8484.4	39.519	44.078	0	1724.3	782.77	38.77	110.45	19.759	1591.4	69.411	2.0266	0.081578	3386.9	2162.4	611.02	239.4	2470.4	1484.5	0.072969	0.14762999999999998	0	10.81	26.851999999999997	0.029013999999999998	2485.6	566.75	10596.0	164.16	0.053014	639.9	228.5	46.611999999999995	523.33	40.532	729.58	816.21	2113.7	38.505	0.025793	920.08	214.31	363.77	102.85	12.665999999999999	0.0	70.42399999999999	40.532	2059.5	66.37100000000001	1290.9	363.27	2366.1	122.1	0.03229	1369.0	4926.2	366.31	298.92	0.0	8914.5	45.599	7828.2	1512.2	346.55	0.027281	158.58	0.053814999999999995	7185.3	1.153	325.78	61.305	2375.8	0.048491	366.31	255.35	26.851999999999997	88.476	422.04	779.23	0.5765100000000001	9.1197	5.5731	0.0	797.47	14.693	31.412	1	482.33	0	-1	0	0	0	136.29
TCGA-A4-A5Y1	KIRP_3	107.96	929.59	0.10315999999999999	13796.0	8730.5	4638.7	34934.0	56954.0	307.15	10995.0	120.38	773.98	0.083398	517.19	0.039892000000000004	3268.7	12336.0	44.266000000000005	220.2	0	5039.9	309.41	47.61	320.03	53.751999999999995	220.43	41.782	3.3877	0.052409000000000004	5355.8	759.3	1014.7	1361.6	2591.4	1179.6	0.075147	0.33949	1	14.5	128.73	0.13705	1683.2	768.54	4927.3	325.45	0.069619	1002.8	477.67	79.725	785.59	68.658	207.1	1092.9	1913.1	98.696	0.038498000000000004	1086.8	221.56	132.8	1053.4	37.039	364.75	2.9360000000000004	64.141	573.65	50.59	880.13	624.02	1838.4	154.71	0.027776	1447.7	3763.5	1198.1	369.49	2.0326	17586.0	48.556999999999995	8586.8	502.51	678.22	0.023381	258.37	0.075485	7880.1	5.8002	214.56	67.98	1923.2	0.033523000000000004	613.18	69.561	59.172	57.966	504.09	261.53	10.15	14.003	51.268	2.7102	701.49	20.552	44.492	0	236.01	-1	-1	0	0	-1	68.658
TCGA-A4-A6HP	KIRP_1	60052.0	94.819	0.04759	883.68	377.31	428.64	7670.8	14402.0	27.859	21293.0	265.88	1204.3	0.039117	931.09	0.031569	32907.0	195.5	14.174000000000001	761.49	0	5735.8	93.353	1.1282	21.505	13.685	4539.1	30.791999999999998	1230.2	0.045749	500.49	308.41	231.67	266.81	4919.4	2213.6	0.057227999999999994	0.061131	0	37.982	8.3089	0.038182	5733.1	6.9453	4340.2	116.81	0.044281	1733.1	55.718	244.38	631.97	31.28	2470.2	210.17	2792.7	73.314	0.029487	1390.0	1760.5	84.555	1801.1	0.0	1437.9	4.8876	2.9326	5120.7	53.763000000000005	1966.3	925.71	1486.3	393.94	0.059924	1577.2	2405.2	441.84	556.7	21.505	15358.0	29.814	4671.6	670.58	486.31	0.035405	389.54	0.076513	3837.7	0.37606	426.2	3.4213	1953.0	0.043819	1045.5	89.932	232.16	61.456	473.12	458.45	0.56408	35.679	0.4888	15.152000000000001	813.78	18.573	90.42	1	475.07	0	0	0	0	0	152.98
TCGA-AL-3466	KIRP_3	226.82	1390.2	0.09867100000000001	17827.0	11599.0	30814.0	94363.0	24451.0	691.94	8206.4	212.81	1506.2	0.048766000000000004	900.92	0.040172	2907.9	2433.9	50.972	79.006	0	325.9	1210.6	13.425	818.1	59.891999999999996	152.91	146.54	22.936999999999998	0.86106	6180.3	50.972	1146.9	494.25	584.9	1292.1	0.062349	0.28474	0	0.0	262.5	0.054863999999999996	2195.6	8733.0	41070.0	572.16	0.10365	1140.5	745.46	24.212	1719.5	124.88	3691.6	1954.8	1632.3	505.89	0.038385	471.49	684.29	558.14	4458.7	103.22	462.57	0.0	225.55	649.89	119.78	273.97	758.2	1792.9	2106.4	0.034208999999999996	2023.6	4986.3	553.04	438.36	2.5486	20957.0	15.290999999999999	9060.2	330.04	170.75	0.033741	137.62	0.099815	8662.6	1.5662	568.33	14.017000000000001	1753.4	0.037349	409.05	76.457	45.873999999999995	33.374	716.15	493.15	3.8036	8.92	24.212	0.0	470.21	3.8229	40.777	-1	443.45	1	-1	1	1	0	77.732
TCGA-AL-3471	KIRP_1	17066.0	91.68	0.055675999999999996	1111.2	2020.0	1094.7	6338.3	13786.0	3.6672	10968.0	265.87	1812.5	0.031835	4873.7	0.034795	58188.0	1377.0	10.085	1148.8	0	5743.0	0.0	1.3702	71.51	0.0	4904.0	9.168	487.74	0.039264999999999994	526.24	292.46	262.2	186.34	1642.0	4923.2	0.066001	0.05619299999999999	0	25.12	12.835	0.08533500000000001	3971.6	55.503	4552.8	197.11	0.050811	1644.7	282.38	332.8	1108.3	19.253	17915.0	532.66	2433.2	332.8	0.035807	655.51	1535.6	72.42699999999999	2443.3	2.7504	639.93	11.918	0.0	107.27	20.17	897.55	720.61	2242.5	786.62	0.18523	592.25	1943.6	1642.9	404.31	6.4176	29511.0	32.088	3130.0	320.88	588.59	0.034654000000000004	401.56	0.045724	3862.5	0.30448000000000003	723.36	19.253	2501.4	0.14027	3329.8	62.342	185.19	463.88	451.98	317.21	0.91345	42.173	0.0	9.168	956.22	24.754	127.44	1	451.98	0	0	0	0	0	154.02
TCGA-AL-3472	KIRP_1	15679.0	20.583000000000002	0.040279	570.75	8.0017	205.4	9439.9	11482.0	3.4305	15674.0	392.8	2744.4	0.031768	2646.2	0.037432	45345.0	33.448	5.1458	320.33	0	6472.1	21.011999999999997	1.4865	4.2882	7.7187	4488.4	15.009	253.86	0.04704	403.09	148.8	198.97	286.36	2664.7	2345.2	0.061866	0.054480999999999995	0	16.351	1.2864	0.042007	3885.1	8.482000000000001	4238.0	45.026	0.043433	2244.8	156.09	177.1	242.91	6.0034	10093.0	354.63	3705.4	221.7	0.031226	1214.8	923.67	63.894	1370.5	0.4288	1333.6	5.1458	13.293	7127.8	95.626	783.88	1024.4	3695.1	1679.7	0.052291	922.81	2158.7	1076.8	526.59	40.309	43241.0	22.299	4307.0	174.96	438.68	0.030005	532.59	0.049104	3843.5	0.42471000000000003	672.38	2.1441	2102.3	0.18374000000000001	1554.5	176.24	319.9	937.56	446.4	379.5	0.10618	38.593	0.0	20.154	869.64	3.4305	87.479	1	422.81	0	0	0	0	0	145.37
TCGA-AL-3473	KIRP_2	55.593	131.4	0.076473	1298.8	3698.1	1607.8	15988.0	15379.0	80.189	10580.0	14.151	1293.8	0.11257	226.08	0.053028	54645.0	278.3	636.46	3.7062	0	1085.6	227.43	15.478	74.124	13.14	2268.2	3.0323	140.5	0.045101	1056.6	537.06	350.74	2464.8	2824.8	1537.7	0.061985000000000005	0.055590999999999995	0	0.12284	21.563000000000002	0.043019999999999996	3625.0	1244.7	15564.0	68.059	0.05196	257.75	123.65	72.439	2096.0	44.81100000000001	739.22	502.36	1792.4	54.919	0.04127	636.12	181.27	77.493	130.73	0.3369	3.7062	503.37	6.4016	1617.2	284.7	325.81	529.65	508.76	93.329	0.038915	4521.9	4118.9	474.06	264.15	13.14	4267.2	6.7385	4965.0	891.17	291.78	0.04261	170.82	0.16516	4329.9	1.4741	30.66	15.162	1904.9	0.021402	276.62	294.47	82.21	68.851	1114.2	1281.3	0.7370399999999999	12.802999999999999	5.3908	0.0	353.44	6.4016	19.205	0	631.07	0	0	1	0	0	95.68700000000001
TCGA-AL-7173	KIRP_2	13446.0	254.99	0.14346	12610.0	24764.0	4204.6	18261.0	25659.0	69.44	16050.0	225.4	1202.7	0.094037	1284.1	0.046054000000000005	2452.0	1898.2	13.091	1008.6	0	4087.7	265.81	31.281999999999996	88.79299999999999	25.613000000000003	4790.8	16.506	418.92	0.15924000000000002	3060.5	43.827	272.07	1114.1	2936.4	1062.1	0.071521	0.079314	0	44.257	30.166999999999998	0.066723	3460.1	979.89	13421.0	114.41	0.051210000000000006	1339.9	54.071999999999996	393.31	431.29	66.025	548.69	475.27	3637.7	67.733	0.05505	774.09	704.08	217.43	764.98	2.8459	465.59	0.5692	15.368	619.27	184.99	1393.9	472.99	993.79	101.31	0.36146999999999996	1256.8	4020.7	726.85	335.82	8.5378	14597.0	7.9686	6316.2	1231.7	406.97	0.034814	303.38	0.064408	5730.5	3.377	62.61	9.6761	1785.3	0.029189999999999997	501.45	114.97	192.38	78.781	457.62	727.42	1.2442	27.320999999999998	2.2767	1.7076	589.11	5.1227	118.39	0	375.09	0	0	0	0	0	105.3
