"N:METH:cg16159491:MMP11:TssD253:Island"	"N:METH:cg20420826:ATP1A1:TssD1:Island"	"N:METH:cg08473199:WNT10A:TssU70:Island"
"62"	-0.481994240537741	-0.611579841966598	-0.596393648638872
"63"	2.96876000035704	3.11265960114156	2.30617608535831
"64"	-0.419629219374442	-0.259170263483572	1.91911577050055
"65"	2.08143306676181	2.49410745043647	1.89345173515736
"66"	0.122565688214412	1.01498711336206	0.0287962508859911
"67"	-0.415174575005634	-0.510464581408374	-0.560683310005883
"68"	0.932414153744911	0.684166806546844	1.90581713400453
"69"	2.44111252050065	0.942021981021601	1.88052639372088
"70"	3.06689449264017	1.99558744645194	1.67932035663026
"71"	0.110804250937034	-0.0775081027182409	-0.289647765840566
"72"	2.16104329533307	1.11392543067144	0.892787666185124
"73"	-0.111347246537752	-0.35170536496102	-0.227176837626995
"74"	4.15379831503592	0.89367882749562	2.40472598107616
"75"	-0.427141837435367	-0.0168839865884552	-0.486486250734596
"76"	0.243855510137379	-0.00607433735283236	0.856578045410004
"77"	-0.420423116390665	0.270097187215619	0.0769046516838635
"78"	-0.454310757546111	0.320317015956118	0.743329656722869
"79"	3.96002863589111	4.26261110558954	2.61363122876974
"80"	-0.25116133217259	-0.165711837800581	0.382679967327373
"81"	2.10701419284011	3.94838060767067	2.46002031177013
"82"	-0.43646277647769	-0.496719812137245	2.95006340117775
"83"	-0.298530520807232	1.74719071505835	1.48478696872888
"84"	-0.32900734515224	1.78412368328006	-0.147119045920972
"85"	0.0659049641306412	1.0911050600629	2.03572381472352
"86"	-0.250521804020633	-0.140992271874952	0.719065477852943
"87"	3.22530635096986	3.56418765775457	2.1606376740212
"88"	-0.480862202199794	2.16921743729913	1.27989464292533
"89"	-0.334917467384122	-0.0981515300779376	1.4000489902139
"90"	0.0899865069560738	0.0469980377137334	2.31868146985281
"91"	3.25926750110829	2.94721191422967	2.88235700975417
"92"	2.88069623874267	2.09392522769268	2.03894348461203
"93"	-0.193162744598517	0.81283165925419	1.27910139092381
"94"	0.123300778044248	0.929185522554299	0.833807046778227
"95"	-0.280359100213682	-0.358919304485626	-0.0864585987461572
"96"	-0.347678626830078	-0.515824365821037	-0.378263346786482
"97"	-0.328353115203685	0.167930988537266	-0.36433944106574
"98"	0.148514359207629	-0.173218538658653	0.654438770670544
"99"	1.35325308132611	0.954933506497484	2.14369941069469
"100"	0.564722220860863	0.697979136125696	1.42529306861511
"101"	-0.148131141622754	0.217625348217699	-0.546829397108804
"102"	-0.396606205903973	-0.527579859364777	-0.566474049616956
"103"	3.52654616323672	1.16279405325748	1.60788101461131
"104"	-0.430876093770935	-0.26396704533188	0.956154502541585
"105"	0.559209047137092	-0.128343480929101	0.701473948172246
"106"	1.65074393546081	3.05350679837996	1.31909062417675
"107"	1.1464723121932	-0.476399172914446	-0.59509644830698
"108"	-0.353537292773872	-0.128373507732534	-0.568443181056015
"109"	1.63802688140464	2.25104047665211	2.36898297912547
"110"	-0.124079002390515	0.69520165680821	1.30448545497235
"111"	-0.397870560411291	-0.580134272072136	-0.588372471047064
"112"	1.55393260487138	0.962815542398459	1.9783763612021
"113"	2.43611390965776	0.712392001773193	2.06376760607126
"114"	-0.410220069552539	2.39036484457792	-0.579170747829469
"115"	-0.438484273509739	-0.205670006468096	-0.579072757876341
"116"	1.79665926668329	2.34059541788891	1.5939291117611
"117"	-0.4193645870357	-0.157371893147264	-0.538042964644945
"118"	-0.463653749283329	-0.578310143763625	-0.584980152193519
"119"	-0.433831154886876	-0.37529141905708	-0.578722793758024
"120"	-0.468725869109199	-0.537053315847663	-0.572050144568795
"121"	-0.468086340957241	-0.531513370614407	-0.582698386142097
"122"	-0.43713170822284	-0.509931605647451	0.363081976701663
"123"	-0.452142242548095	-0.104997641260499	-0.587443899586465
"124"	-0.467490918195074	-0.554919263889874	-0.609668954193668
"125"	-0.419011743917379	-0.532271547401072	-0.58509214071138
"126"	-0.384117029695057	-0.494505335384114	-0.580542607173269
"127"	-0.299589050162196	-0.620595389697141	-0.564523582930873
"128"	-0.445408819706796	-0.456198640905375	-0.605142751596778
"129"	-0.458096470169768	-0.570653308888392	-0.588237151587982
"130"	-0.405853635963312	-0.564955722937115	-0.588503124317902
"131"	-0.450627957498632	-0.583692448278862	-0.593024660726548
"132"	-0.48208980221562	-0.599081185037908	-0.599034711185099
"133"	-0.488389522057316	-0.5935862800098	-0.600756534647215
"134"	-0.411418265975172	-0.10090648929285	-0.60206773354384
"135"	-0.48370699984126	-0.42359703907877	-0.581713820422567
"136"	-0.484302422603427	-0.586575021408361	-0.602483024297575
"137"	-0.484221562722145	-0.523901575944322	-0.594732485623931
"138"	-0.349633965777442	-0.529599161895599	-0.57758891001468
"139"	0.0290990163507445	-0.500390588856842	-0.56811654787892
"140"	-0.446415892773671	-0.472750916297423	-0.575148493562954
"141"	-0.478083562643013	-0.505480132038615	-0.517885031429929
"142"	-0.342047838733533	-0.449352529722814	-0.58768187518692
"143"	-0.128768875504869	0.216574410097569	-0.565433489638496
"144"	-0.409830471942725	-0.53309728449546	-0.564761558531328
"145"	-0.325545072053711	-0.318503227065769	-0.546400107790336
"146"	-0.394761130431084	-0.486585765978849	-0.597676850406032
"147"	-0.293899454879264	-0.572169662461722	-0.576170388788438
"148"	-0.328389869695177	-0.174066795855615	-0.385094646376015
"149"	-0.314393759335097	-0.490181475689865	-0.573174695935651
"150"	-0.0423443642110319	-0.151163851537639	0.0814775161631959
"151"	-0.273853555219632	0.00293370367685352	-0.579656031406868
"152"	-0.202917386640443	-0.36894825683201	-0.53381073190744
"153"	-0.453112561123479	-0.431861916723507	-0.591218845876036
"154"	-0.443232953810481	-0.479889788813449	-0.589459692907967
"155"	-0.335211503316057	0.0508264551513499	-0.41523355624541
"156"	-0.459066788745151	-0.351900539183329	-0.590266943474216
"157"	-0.295237318369566	-0.577807194806134	-0.601363139118963
"158"	-0.40159746584856	-0.510899970058142	-0.571891494168491
"159"	1.37199787198694	0.942772651107408	1.78757592389609
